,Player,FG-FGA,3P-3PA,FT-FTA,Off,Def,Tot,PF,TP,A,TO,Blk,Stl,Min,Date,Event
17,Milan Dean,6-14,2-6,3-6,0,3,3,3,17,0,2,0,0,29,04/22/2023,E16 Session 1 (Atlanta)
18,Isaac Cole,4-8,0-2,1-3,2,7,9,2,9,2,1,1,0,24,04/22/2023,E16 Session 1 (Atlanta)
19,Robert Fields,0-1,0-0,0-0,1,2,3,1,0,0,1,0,1,10,04/22/2023,E16 Session 1 (Atlanta)
0,Tristan Beckford,2-3,0-1,2-6,0,1,1,1,6,1,0,0,0,15,04/23/2023,E16 Session 1 (Atlanta)
1,Char Yeiy,3-4,0-1,0-0,0,0,0,2,6,0,1,2,0,13,04/23/2023,E16 Session 1 (Atlanta)
2,Darius McGlashen,5-6,1-1,1-2,0,3,3,1,12,2,1,0,1,27,04/23/2023,E16 Session 1 (Atlanta)
3,Imisi-oluwa Motunde,1-1,0-0,0-0,0,0,0,0,2,0,0,0,0,2,04/23/2023,E16 Session 1 (Atlanta)
4,Arafan Diane,2-3,0-0,0-0,2,3,5,3,4,1,0,0,0,18,04/23/2023,E16 Session 1 (Atlanta)
5,Onyx Nnani,1-1,0-0,0-0,0,0,0,1,2,0,0,0,1,6,04/23/2023,E16 Session 1 (Atlanta)
6,Onyx Nnani,0-0,0-0,2-2,0,4,4,2,2,0,0,0,1,14,04/23/2023,E16 Session 1 (Atlanta)
7,Saad Chaudhry,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2023,E16 Session 1 (Atlanta)
8,Nishaan Singh,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,2,04/23/2023,E16 Session 1 (Atlanta)
9,Bashir Djeukam,2-3,0-0,1-2,0,0,0,2,5,0,2,0,0,16,04/23/2023,E16 Session 1 (Atlanta)
10,William Riley,10-14,1-2,2-2,0,4,4,3,23,1,0,0,0,29,04/23/2023,E16 Session 1 (Atlanta)
11,Xavier McLean,3-4,1-2,0-0,0,4,4,3,7,0,2,0,1,17,04/23/2023,E16 Session 1 (Atlanta)
12,Cy Merrett,1-3,0-1,2-2,0,1,1,0,4,0,0,0,0,4,04/23/2023,E16 Session 1 (Atlanta)
13,Austin Brown,0-2,0-2,0-0,0,0,0,3,0,1,0,0,0,8,04/23/2023,E16 Session 1 (Atlanta)
14,Hudson Greer,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,2,04/23/2023,E16 Session 1 (Atlanta)
15,Jaylen Lawal,3-5,2-2,3-4,0,0,0,2,11,0,0,0,0,16,04/23/2023,E16 Session 1 (Atlanta)
16,Jeremiah Green,5-12,0-3,6-7,0,3,3,1,16,2,0,0,1,29,04/23/2023,E16 Session 1 (Atlanta)
17,Amari Reed,2-3,0-0,1-4,3,2,5,2,5,0,0,2,1,19,04/23/2023,E16 Session 1 (Atlanta)
18,Uzziah Buntyn,1-4,1-2,0-0,2,0,2,2,3,0,1,0,1,19,04/23/2023,E16 Session 1 (Atlanta)
19,Jason Scott,2-2,1-1,0-0,1,1,2,1,5,2,0,0,1,8,04/23/2023,E16 Session 1 (Atlanta)
20,Kayden Edwards,8-13,1-3,3-5,1,0,1,0,20,1,2,0,2,29,04/23/2023,E16 Session 1 (Atlanta)
21,Aiden Disu,3-4,1-1,0-1,2,0,2,2,7,0,2,0,0,24,04/23/2023,E16 Session 1 (Atlanta)
0,Daveyon Lydner,2-3,1-1,0-3,0,2,2,1,5,0,1,0,0,16,04/23/2023,E16 Session 1 (Atlanta)
1,Carey Maxey,0-7,0-2,4-4,0,0,0,3,4,0,0,0,0,19,04/23/2023,E16 Session 1 (Atlanta)
2,Micah Waters,0-0,0-0,0-0,0,0,0,3,0,0,2,0,0,13,04/23/2023,E16 Session 1 (Atlanta)
3,Dywane Chess,1-3,0-2,0-0,0,1,1,0,2,0,1,0,1,5,04/23/2023,E16 Session 1 (Atlanta)
4,Jake West,3-9,0-3,4-4,2,0,2,4,10,6,0,0,3,27,04/23/2023,E16 Session 1 (Atlanta)
5,Christian Sagba,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0,3,04/23/2023,E16 Session 1 (Atlanta)
6,Jahrel Vigo,2-2,0-0,0-0,0,0,0,3,4,1,0,0,1,8,04/23/2023,E16 Session 1 (Atlanta)
7,Milan Dean,5-10,1-2,4-4,1,2,3,4,15,3,3,1,2,28,04/23/2023,E16 Session 1 (Atlanta)
8,Isaac Cole,6-10,2-4,4-5,2,3,5,3,18,1,0,2,1,23,04/23/2023,E16 Session 1 (Atlanta)
9,Robert Fields,4-6,0-0,6-10,3,2,5,1,14,1,0,0,1,18,04/23/2023,E16 Session 1 (Atlanta)
10,Jaleel Donley,2-7,0-2,3-4,0,4,4,4,7,4,2,0,1,27,04/23/2023,E16 Session 1 (Atlanta)
11,Brady Wooley,1-2,0-0,2-3,1,2,3,1,4,1,2,0,0,13,04/23/2023,E16 Session 1 (Atlanta)
12,Chace Watley,1-3,0-1,2-2,0,1,1,0,4,4,3,0,0,21,04/23/2023,E16 Session 1 (Atlanta)
13,Thomas Ahneman,4-7,0-0,2-2,3,1,4,2,10,1,2,1,0,20,04/23/2023,E16 Session 1 (Atlanta)
14,Max Kraay,2-2,1-1,0-0,0,1,1,1,5,0,0,0,0,9,04/23/2023,E16 Session 1 (Atlanta)
15,Mason Klabo,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2023,E16 Session 1 (Atlanta)
16,Tyler Wagner,3-9,2-7,4-4,1,2,3,4,12,0,0,0,0,18,04/23/2023,E16 Session 1 (Atlanta)
17,Abu Keita,2-4,0-0,3-5,2,4,6,3,7,0,0,0,0,16,04/23/2023,E16 Session 1 (Atlanta)
18,Jalen Wilson,11-14,0-0,3-3,4,6,10,3,25,0,2,0,2,26,04/23/2023,E16 Session 1 (Atlanta)
19,Miles Newton,0-0,0-0,4-4,0,0,0,4,4,1,1,0,0,10,04/23/2023,E16 Session 1 (Atlanta)
0,Wilkin Paulino,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/21/2023,E16 Session 1 (Atlanta)
1,Jaylin Williams-Crawford,0-1,0-1,1-2,0,3,3,0,1,2,2,0,0,12,04/21/2023,E16 Session 1 (Atlanta)
2,Jared Butler,4-5,1-1,1-2,1,1,2,2,10,0,2,0,1,13,04/21/2023,E16 Session 1 (Atlanta)
3,Jaylen Harrell,9-16,3-7,5-5,4,14,18,3,26,3,2,1,0,29,04/21/2023,E16 Session 1 (Atlanta)
4,Jaysean Williams,1-1,1-1,0-0,0,0,0,3,3,0,2,0,0,7,04/21/2023,E16 Session 1 (Atlanta)
5,Nigel James,4-11,1-4,4-5,4,8,12,1,13,5,3,0,1,24,04/21/2023,E16 Session 1 (Atlanta)
6,Osasenaga Idada,1-2,0-0,2-4,0,1,1,0,4,1,0,0,3,5,04/21/2023,E16 Session 1 (Atlanta)
7,Chidi Nwosu,2-4,0-0,0-1,1,5,6,3,4,2,1,0,0,16,04/21/2023,E16 Session 1 (Atlanta)
8,Nelson Mboudjika,1-1,0-0,0-0,0,2,2,1,2,0,1,1,0,7,04/21/2023,E16 Session 1 (Atlanta)
9,Jadon Holmes,1-4,0-2,0-0,1,5,6,1,2,0,0,0,0,22,04/21/2023,E16 Session 1 (Atlanta)
10,Alan Shi,0-0,0-0,0-0,0,0,0,1,0,0,0,0,0,2,04/21/2023,E16 Session 1 (Atlanta)
11,Cavin Pollard,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/21/2023,E16 Session 1 (Atlanta)
12,Sam Hughes,1-7,0-3,0-0,2,1,3,1,2,4,4,0,1,27,04/21/2023,E16 Session 1 (Atlanta)
13,Caleb Thomas,5-12,2-6,1-2,0,1,1,1,13,2,0,1,1,26,04/21/2023,E16 Session 1 (Atlanta)
14,Eric Chatfield,5-17,2-5,0-0,1,0,1,1,12,3,2,0,0,25,04/21/2023,E16 Session 1 (Atlanta)
15,Zakariyya Dwight,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/21/2023,E16 Session 1 (Atlanta)
16,Zion Sampaio,0-2,0-2,0-2,0,2,2,1,0,1,0,0,0,10,04/21/2023,E16 Session 1 (Atlanta)
17,Abijah Franklin,0-1,0-1,0-0,0,0,0,1,0,0,0,0,0,1,04/21/2023,E16 Session 1 (Atlanta)
18,Isaiah Denis,6-11,5-7,0-0,0,2,2,2,17,5,2,0,3,27,04/21/2023,E16 Session 1 (Atlanta)
19,Jacob Wilkins,2-8,1-5,0-2,2,7,9,2,5,1,1,2,1,24,04/21/2023,E16 Session 1 (Atlanta)
20,Amare James,2-4,0-1,3-4,0,1,1,1,7,0,1,0,0,11,04/21/2023,E16 Session 1 (Atlanta)
21,Chandler Bing,1-2,0-0,0-2,1,3,4,1,2,1,1,0,0,12,04/21/2023,E16 Session 1 (Atlanta)
22,Eddie Cooke,1-2,0-0,0-1,0,3,3,3,2,2,1,0,1,15,04/21/2023,E16 Session 1 (Atlanta)
23,Juan Arche,0-0,0-0,0-1,0,0,0,0,0,0,0,0,0,2,04/21/2023,E16 Session 1 (Atlanta)
24,Austin Mosby-Weems,0-3,0-2,0-0,1,1,2,2,0,0,0,0,1,6,04/21/2023,E16 Session 1 (Atlanta)
25,Joshua Jordan,0-0,0-0,0-0,0,0,0,1,0,0,0,0,0,2,04/21/2023,E16 Session 1 (Atlanta)
0,Arness Lawson,4-6,0-1,2-4,0,1,1,2,10,4,0,0,2,21,04/22/2023,E16 Session 1 (Atlanta)
1,DeMarris Winters,4-8,2-6,0-0,0,1,1,2,10,0,1,0,1,20,04/22/2023,E16 Session 1 (Atlanta)
2,Dorian Jones,4-12,1-6,2-2,3,4,7,0,11,0,0,0,0,18,04/22/2023,E16 Session 1 (Atlanta)
3,Trey Schachter,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2023,E16 Session 1 (Atlanta)
4,Toby Nwokolo,0-0,0-0,0-0,0,0,0,1,0,0,2,0,0,8,04/22/2023,E16 Session 1 (Atlanta)
5,Jordan Fisher,0-1,0-1,0-0,0,1,1,0,0,0,0,0,0,7,04/22/2023,E16 Session 1 (Atlanta)
6,Makhi Leach,0-0,0-0,0-0,0,2,2,1,0,0,0,0,0,8,04/22/2023,E16 Session 1 (Atlanta)
7,DeErick Barber,1-1,0-0,0-0,0,4,4,4,2,4,1,0,1,21,04/22/2023,E16 Session 1 (Atlanta)
8,Tyler Kropp,3-5,0-1,2-2,1,3,4,3,8,1,2,1,1,17,04/22/2023,E16 Session 1 (Atlanta)
9,Kieran Granville,5-7,0-0,1-1,4,2,6,2,11,1,1,1,0,24,04/22/2023,E16 Session 1 (Atlanta)
10,Antoine West,4-8,1-4,3-3,0,2,2,5,12,1,1,0,1,17,04/22/2023,E16 Session 1 (Atlanta)
11,Daveyon Lydner,0-3,0-0,0-0,0,0,0,0,0,0,0,0,0,6,04/22/2023,E16 Session 1 (Atlanta)
12,Carey Maxey,2-11,1-4,1-1,0,3,3,3,6,2,2,0,1,25,04/22/2023,E16 Session 1 (Atlanta)
13,Micah Waters,1-2,1-2,2-2,0,0,0,0,5,0,1,0,0,9,04/22/2023,E16 Session 1 (Atlanta)
14,Dywane Chess,1-2,0-0,0-0,2,1,3,0,2,0,0,0,0,6,04/22/2023,E16 Session 1 (Atlanta)
15,Jake West,5-11,1-4,2-5,0,3,3,0,13,3,1,0,0,28,04/22/2023,E16 Session 1 (Atlanta)
16,Christian Sagba,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,4,04/22/2023,E16 Session 1 (Atlanta)
17,Jahrel Vigo,3-8,0-0,1-1,2,4,6,1,7,1,0,0,2,21,04/22/2023,E16 Session 1 (Atlanta)
18,Milan Dean,2-3,0-0,5-5,0,4,4,3,9,5,1,0,1,27,04/22/2023,E16 Session 1 (Atlanta)
19,Isaac Cole,3-4,1-2,0-0,1,0,1,0,7,0,0,1,0,10,04/22/2023,E16 Session 1 (Atlanta)
20,Robert Fields,7-9,0-1,7-10,1,0,1,3,21,0,1,1,4,25,04/22/2023,E16 Session 1 (Atlanta)
0,Cy Merrett,3-5,0-0,4-4,1,4,5,2,10,1,0,0,0,11,04/22/2023,E16 Session 1 (Atlanta)
1,Austin Brown,2-4,0-2,0-1,1,2,3,2,4,1,0,0,0,13,04/22/2023,E16 Session 1 (Atlanta)
2,Hudson Greer,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2023,E16 Session 1 (Atlanta)
3,Jaylen Lawal,2-8,0-4,7-7,1,5,6,1,11,3,0,0,2,22,04/22/2023,E16 Session 1 (Atlanta)
4,Jeremiah Green,3-5,0-0,12-14,0,3,3,1,18,2,0,0,0,24,04/22/2023,E16 Session 1 (Atlanta)
5,Amari Reed,6-7,0-0,2-4,2,0,2,1,14,0,1,1,0,22,04/22/2023,E16 Session 1 (Atlanta)
6,Uzziah Buntyn,1-3,0-2,0-0,0,2,2,2,2,1,1,0,0,18,04/22/2023,E16 Session 1 (Atlanta)
7,Jason Scott,2-4,0-2,2-3,0,2,2,3,6,1,0,0,0,11,04/22/2023,E16 Session 1 (Atlanta)
8,Kayden Edwards,6-11,3-6,2-2,1,2,3,0,17,2,0,0,0,17,04/22/2023,E16 Session 1 (Atlanta)
9,Aiden Disu,1-2,0-0,0-2,1,2,3,2,2,0,2,0,0,16,04/22/2023,E16 Session 1 (Atlanta)
10,Khalil Caple,1-6,1-3,4-6,0,0,0,3,7,0,0,0,1,15,04/22/2023,E16 Session 1 (Atlanta)
11,Silas Barksdale,8-14,1-1,1-2,8,6,14,2,18,1,1,0,1,24,04/22/2023,E16 Session 1 (Atlanta)
12,Gabriel DAlessandro,0-0,0-0,0-0,0,1,1,1,0,0,1,0,0,3,04/22/2023,E16 Session 1 (Atlanta)
13,Zekiah Gilliatt,1-3,1-2,0-0,0,0,0,1,3,1,0,0,0,7,04/22/2023,E16 Session 1 (Atlanta)
14,Adarius Boston,1-7,0-2,0-0,0,1,1,2,2,1,1,0,0,18,04/22/2023,E16 Session 1 (Atlanta)
15,Kamren Robinson,4-11,0-3,2-2,3,1,4,4,10,3,0,0,0,21,04/22/2023,E16 Session 1 (Atlanta)
16,Jaevian Alston,0-8,0-2,8-8,2,3,5,4,8,2,0,1,0,27,04/22/2023,E16 Session 1 (Atlanta)
17,Devin Sims,1-1,0-0,0-0,0,0,0,3,2,0,0,0,0,4,04/22/2023,E16 Session 1 (Atlanta)
18,Justin Burrough,2-7,1-2,0-0,2,4,6,4,5,0,0,0,1,23,04/22/2023,E16 Session 1 (Atlanta)
19,Daniel Ogomeka,0-0,0-0,0-0,0,0,0,1,0,0,0,0,0,6,04/22/2023,E16 Session 1 (Atlanta)
20,Akila Proctor,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0,6,04/22/2023,E16 Session 1 (Atlanta)
0,Salim London,8-13,3-6,1-1,1,0,1,1,20,3,1,0,3,22,04/22/2023,E16 Session 1 (Atlanta)
1,Tyler Lucas,0-0,0-0,0-0,0,0,0,1,0,3,0,0,0,9,04/22/2023,E16 Session 1 (Atlanta)
2,Elijah Finley,1-2,0-1,0-0,0,0,0,1,2,1,0,0,0,9,04/22/2023,E16 Session 1 (Atlanta)
3,Ashton Magee,2-3,0-0,0-0,1,1,2,3,4,3,0,0,0,8,04/22/2023,E16 Session 1 (Atlanta)
4,Brett Freeman,1-1,0-0,0-0,0,2,2,0,2,0,1,0,0,5,04/22/2023,E16 Session 1 (Atlanta)
5,Jayden Jones,8-9,0-0,1-2,0,4,4,3,17,1,0,0,1,22,04/22/2023,E16 Session 1 (Atlanta)
6,Jamarion Fleming,2-6,0-1,0-2,2,5,7,1,4,0,0,3,1,23,04/22/2023,E16 Session 1 (Atlanta)
7,Kedrick Simmons,8-8,1-1,1-1,1,4,5,1,18,3,1,1,1,21,04/22/2023,E16 Session 1 (Atlanta)
8,Tyler Jones,0-1,0-0,4-4,0,4,4,2,4,6,1,0,1,13,04/22/2023,E16 Session 1 (Atlanta)
9,Austin Sperry,0-3,0-1,0-0,0,0,0,0,0,2,1,0,0,9,04/22/2023,E16 Session 1 (Atlanta)
10,Markus Tapscott,0-0,0-0,0-0,0,2,2,0,0,0,0,1,0,4,04/22/2023,E16 Session 1 (Atlanta)
11,Samuel Mbingazo,0-3,0-0,0-0,0,3,3,0,0,1,1,1,0,6,04/22/2023,E16 Session 1 (Atlanta)
12,Armelo Boone,4-6,1-1,4-4,2,1,3,0,13,3,0,0,0,12,04/22/2023,E16 Session 1 (Atlanta)
13,Jalan Johnson,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,3,04/22/2023,E16 Session 1 (Atlanta)
14,Bruce Wingate,4-10,2-5,0-2,1,1,2,2,10,0,2,0,1,21,04/22/2023,E16 Session 1 (Atlanta)
15,Adam Chiacchia,2-2,0-0,3-5,0,2,2,1,7,1,1,0,0,17,04/22/2023,E16 Session 1 (Atlanta)
16,Liam Dagostino,2-4,1-2,0-0,1,1,2,0,5,1,0,0,0,7,04/22/2023,E16 Session 1 (Atlanta)
17,Danny Murray,0-5,0-3,2-3,0,0,0,0,2,1,0,0,0,15,04/22/2023,E16 Session 1 (Atlanta)
18,David Dix,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,2,04/22/2023,E16 Session 1 (Atlanta)
19,Jared Strand,0-1,0-0,0-0,0,0,0,0,0,1,0,0,0,5,04/22/2023,E16 Session 1 (Atlanta)
20,Jacob Davis,2-4,0-0,0-0,2,5,7,2,4,1,0,0,0,18,04/22/2023,E16 Session 1 (Atlanta)
21,Tahlan Pettway,4-10,1-5,0-0,0,1,1,1,9,7,3,0,4,29,04/22/2023,E16 Session 1 (Atlanta)
22,Charlie OSullivan,2-6,0-4,0-0,1,0,1,0,4,1,0,0,0,9,04/22/2023,E16 Session 1 (Atlanta)
23,Malachi Arrington,0-1,0-0,0-0,0,1,1,2,0,0,0,1,0,4,04/22/2023,E16 Session 1 (Atlanta)
24,Gavin Doty,9-17,1-2,3-4,3,2,5,2,22,4,1,1,1,29,04/22/2023,E16 Session 1 (Atlanta)
25,Jaiden Reyonlds,2-4,0-1,0-0,1,0,1,1,4,1,0,0,0,4,04/22/2023,E16 Session 1 (Atlanta)
0,Jordan Lowery,5-8,1-2,0-0,0,0,0,2,11,3,1,0,1,22,04/21/2023,E16 Session 1 (Atlanta)
1,Jermaine ONeal,3-7,1-3,1-1,1,0,1,3,8,1,0,0,0,17,04/21/2023,E16 Session 1 (Atlanta)
2,Leroy Kelly,2-3,1-1,0-0,0,1,1,4,5,2,1,0,0,15,04/21/2023,E16 Session 1 (Atlanta)
3,Reginald Webster,0-2,0-1,0-0,1,1,2,1,0,2,0,0,0,15,04/21/2023,E16 Session 1 (Atlanta)
4,AJ Mcpeters,3-4,2-3,0-0,0,0,0,2,8,1,2,0,0,13,04/21/2023,E16 Session 1 (Atlanta)
5,Jaylin Faison,0-3,0-2,0-0,0,0,0,2,0,1,1,0,0,12,04/21/2023,E16 Session 1 (Atlanta)
6,Jed-Ethan Nansha,4-7,0-0,0-0,4,0,4,1,8,1,0,0,0,11,04/21/2023,E16 Session 1 (Atlanta)
7,Ahziel McIver,4-6,1-2,0-0,0,4,4,0,9,3,1,0,0,21,04/21/2023,E16 Session 1 (Atlanta)
8,Jaden Toombs,4-5,0-1,0-0,2,4,6,0,8,1,0,0,2,19,04/21/2023,E16 Session 1 (Atlanta)
9,Jaden Nickens,4-8,3-4,4-6,2,1,3,2,15,3,0,0,1,16,04/21/2023,E16 Session 1 (Atlanta)
10,Jaleel Donley,0-3,0-2,2-3,0,2,2,1,2,4,2,0,0,23,04/21/2023,E16 Session 1 (Atlanta)
11,Player,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,9,04/21/2023,E16 Session 1 (Atlanta)
12,Chace Watley,2-3,0-0,0-0,1,0,1,1,4,1,1,0,0,13,04/21/2023,E16 Session 1 (Atlanta)
13,Thomas Ahneman,3-4,0-0,1-2,4,2,6,1,7,1,0,0,0,18,04/21/2023,E16 Session 1 (Atlanta)
14,Max Kraay,0-0,0-0,1-1,0,0,0,0,1,0,0,0,0,5,04/21/2023,E16 Session 1 (Atlanta)
15,Mason Klabo,3-9,1-4,3-5,0,0,0,2,10,4,4,0,0,21,04/21/2023,E16 Session 1 (Atlanta)
16,Tyler Wagner,2-6,2-6,0-0,0,2,2,1,6,0,1,0,0,21,04/21/2023,E16 Session 1 (Atlanta)
17,Abu Keita,4-5,1-2,2-2,1,0,1,1,11,0,0,0,1,13,04/21/2023,E16 Session 1 (Atlanta)
18,Jalen Wilson,6-8,0-0,0-0,1,2,3,2,12,1,2,0,0,26,04/21/2023,E16 Session 1 (Atlanta)
19,Miles Newton,0-1,0-0,0-0,0,2,2,0,0,0,1,0,0,7,04/21/2023,E16 Session 1 (Atlanta)
0,Wilkin Paulino,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2023,E16 Session 1 (Atlanta)
1,Jaylin Williams-Crawford,4-5,1-1,0-0,3,3,6,1,9,1,0,1,1,20,04/22/2023,E16 Session 1 (Atlanta)
2,Jared Butler,1-2,1-1,0-0,0,2,2,2,3,2,1,0,0,16,04/22/2023,E16 Session 1 (Atlanta)
3,Jaylen Harrell,6-14,3-7,6-6,1,2,3,1,21,1,1,1,0,26,04/22/2023,E16 Session 1 (Atlanta)
4,Jaysean Williams,5-7,2-3,0-2,3,1,4,0,12,5,0,0,1,13,04/22/2023,E16 Session 1 (Atlanta)
5,Nigel James,4-8,1-4,6-9,1,5,6,1,15,7,3,0,2,25,04/22/2023,E16 Session 1 (Atlanta)
6,Osasenaga Idada,2-2,0-0,0-1,0,0,0,1,4,0,0,0,0,4,04/22/2023,E16 Session 1 (Atlanta)
7,Chidi Nwosu,0-2,0-0,1-2,1,3,4,3,1,0,0,1,0,9,04/22/2023,E16 Session 1 (Atlanta)
8,Nelson Mboudjika,1-1,0-0,0-0,0,1,1,1,2,0,0,0,0,3,04/22/2023,E16 Session 1 (Atlanta)
9,Jadon Holmes,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0,21,04/22/2023,E16 Session 1 (Atlanta)
10,Alan Shi,0-0,0-0,2-2,0,3,3,1,2,0,0,0,0,3,04/22/2023,E16 Session 1 (Atlanta)
11,Cavin Pollard,0-0,0-0,0-0,0,0,0,0,0,1,0,0,0,3,04/22/2023,E16 Session 1 (Atlanta)
12,Sam Hughes,4-8,2-4,3-4,0,1,1,0,13,0,0,0,0,22,04/22/2023,E16 Session 1 (Atlanta)
13,Sharod Barnes,3-6,0-0,3-6,1,2,3,3,9,4,3,0,1,19,04/22/2023,E16 Session 1 (Atlanta)
14,Leroy Blyden,2-4,0-1,0-0,0,0,0,2,4,4,1,0,1,16,04/22/2023,E16 Session 1 (Atlanta)
15,Jayce Branson,5-7,1-3,0-1,0,3,3,3,11,1,1,0,0,18,04/22/2023,E16 Session 1 (Atlanta)
16,Zachariah Scherler,5-6,0-0,2-2,2,1,3,0,12,0,0,0,0,14,04/22/2023,E16 Session 1 (Atlanta)
17,Geon Hutchins,4-11,3-7,0-0,1,1,2,0,11,0,0,0,0,22,04/22/2023,E16 Session 1 (Atlanta)
18,Macari Moore,1-4,0-1,0-0,0,5,5,2,2,4,0,0,0,20,04/22/2023,E16 Session 1 (Atlanta)
19,Dominic Krzesowiak,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2023,E16 Session 1 (Atlanta)
20,Christopher McLavish,0-2,0-2,2-3,0,0,0,0,2,0,0,0,0,6,04/22/2023,E16 Session 1 (Atlanta)
21,Sebastian Randolph,0-0,0-0,0-0,0,0,0,1,0,0,1,1,0,12,04/22/2023,E16 Session 1 (Atlanta)
22,Lance Stone,1-1,1-1,0-0,0,0,0,2,3,0,0,0,0,6,04/22/2023,E16 Session 1 (Atlanta)
23,Cameron Hutson,3-8,0-3,0-0,1,1,2,5,6,3,1,0,2,16,04/22/2023,E16 Session 1 (Atlanta)
24,Xavier Johnson,1-5,0-2,0-0,0,2,2,0,2,0,1,1,0,17,04/22/2023,E16 Session 1 (Atlanta)
0,Salim London,2-8,1-3,1-4,1,2,3,1,6,7,0,1,1,28,04/22/2023,E16 Session 1 (Atlanta)
1,Tyler Lucas,0-1,0-0,0-0,0,0,0,0,0,0,1,0,0,3,04/22/2023,E16 Session 1 (Atlanta)
2,Elijah Finley,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0,6,04/22/2023,E16 Session 1 (Atlanta)
3,Ashton Magee,1-2,0-0,0-0,0,1,1,1,2,2,0,0,1,8,04/22/2023,E16 Session 1 (Atlanta)
4,Brett Freeman,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2023,E16 Session 1 (Atlanta)
5,Jayden Jones,4-10,0-0,1-2,2,4,6,3,9,0,0,0,0,24,04/22/2023,E16 Session 1 (Atlanta)
6,Jamarion Fleming,4-7,0-0,0-0,5,3,8,5,8,0,1,5,0,22,04/22/2023,E16 Session 1 (Atlanta)
7,Kedrick Simmons,7-9,2-4,4-5,0,5,5,2,20,0,1,1,1,27,04/22/2023,E16 Session 1 (Atlanta)
8,Tyler Jones,2-6,0-1,0-0,0,1,1,3,4,4,0,0,1,17,04/22/2023,E16 Session 1 (Atlanta)
9,Austin Sperry,1-5,0-2,8-9,0,3,3,1,10,4,2,0,1,16,04/22/2023,E16 Session 1 (Atlanta)
10,Markus Tapscott,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2023,E16 Session 1 (Atlanta)
11,Samuel Mbingazo,0-0,0-0,0-0,0,0,0,1,0,0,2,0,0,2,04/22/2023,E16 Session 1 (Atlanta)
12,Armelo Boone,4-5,2-2,0-0,1,1,2,0,10,1,0,0,0,8,04/22/2023,E16 Session 1 (Atlanta)
13,Jalen Rougier-Roane,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2023,E16 Session 1 (Atlanta)
14,Jamari Jenkins,0-0,0-0,0-0,0,0,0,2,0,0,0,0,0,6,04/22/2023,E16 Session 1 (Atlanta)
15,Quincy Wadley,6-15,1-9,4-8,0,4,4,1,17,0,0,0,0,26,04/22/2023,E16 Session 1 (Atlanta)
16,Adlan Elamin,4-5,3-4,2-3,2,1,3,1,13,0,0,0,0,20,04/22/2023,E16 Session 1 (Atlanta)
17,Jaquan Womack,2-5,0-1,2-2,1,4,5,1,6,1,0,0,0,25,04/22/2023,E16 Session 1 (Atlanta)
18,Wyatt Norton,0-2,0-0,0-0,1,1,2,0,0,0,0,0,0,8,04/22/2023,E16 Session 1 (Atlanta)
19,Jordan Smith,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2023,E16 Session 1 (Atlanta)
20,Christian Gurdak,3-11,0-0,3-5,9,4,13,2,9,0,1,0,2,23,04/22/2023,E16 Session 1 (Atlanta)
21,Derek Dixon,4-14,3-5,0-0,1,1,2,0,11,2,2,0,1,29,04/22/2023,E16 Session 1 (Atlanta)
22,Timothy Walker,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2023,E16 Session 1 (Atlanta)
23,Austin Williford,2-4,0-1,0-2,0,3,3,1,4,1,0,0,1,24,04/22/2023,E16 Session 1 (Atlanta)
0,Lawrence Brown,4-7,3-4,2-2,0,2,2,0,13,1,0,0,0,27,04/23/2023,E16 Session 1 (Atlanta)
1,Malik Washington,2-5,0-0,2-3,3,5,8,2,6,0,0,0,1,27,04/23/2023,E16 Session 1 (Atlanta)
2,Hamza Zahran,2-3,1-1,2-4,0,1,1,1,7,0,1,0,0,12,04/23/2023,E16 Session 1 (Atlanta)
3,Jordan Hammond,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2023,E16 Session 1 (Atlanta)
