,Player,FG-FGA,3P-3PA,FT-FTA,Off,Def,Tot,PF,TP,A,TO,Blk,Stl,Min,Date,Event
6,Samuel Johnson,4-10,1-6,3-4,3,6,9,4,12,0,1,0,2,33,04/30/2023,EYBL Session 2 (Phoenix)
7,Damarion Dennis,5-14,2-4,1-1,1,4,5,2,13,7,0,0,0,36,04/30/2023,EYBL Session 2 (Phoenix)
8,Peyton Gusters,0-0,0-0,0-0,0,3,3,1,0,0,0,0,0,5,04/30/2023,EYBL Session 2 (Phoenix)
9,Chidiebube Chiakwelu,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/30/2023,EYBL Session 2 (Phoenix)
10,Tahaad Pettiford,3-9,1-3,0-1,0,1,1,4,7,2,2,0,1,31,04/30/2023,EYBL Session 2 (Phoenix)
11,Amere Brown,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/30/2023,EYBL Session 2 (Phoenix)
12,Jahki Howard,10-12,0-1,7-8,2,6,8,3,27,1,3,0,1,32,04/30/2023,EYBL Session 2 (Phoenix)
13,Daye Kaba,1-2,0-1,2-2,0,0,0,0,4,0,1,0,1,10,04/30/2023,EYBL Session 2 (Phoenix)
14,Jakai Sanders,1-3,0-0,1-3,1,0,1,0,3,0,1,0,0,8,04/30/2023,EYBL Session 2 (Phoenix)
15,Badara Diakite,3-8,0-2,0-0,0,6,6,3,6,1,0,0,0,28,04/30/2023,EYBL Session 2 (Phoenix)
16,Juan Riascos,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/30/2023,EYBL Session 2 (Phoenix)
17,Jakeel Registe,1-1,0-0,0-0,0,0,0,0,2,0,0,0,0,5,04/30/2023,EYBL Session 2 (Phoenix)
18,Tarik Watson,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/30/2023,EYBL Session 2 (Phoenix)
19,Elliot Cadeau,7-10,1-1,6-8,0,6,6,4,21,10,2,0,1,36,04/30/2023,EYBL Session 2 (Phoenix)
20,Meleek Thomas,6-9,1-2,5-5,0,4,4,1,18,1,1,1,2,31,04/30/2023,EYBL Session 2 (Phoenix)
0,Jaxon Prunty,3-8,0-0,1-5,1,1,2,2,7,3,4,0,0,26,04/29/2023,EYBL Session 2 (Phoenix)
1,Taqualon Watson,2-6,0-1,2-5,0,3,3,1,6,1,1,0,2,24,04/29/2023,EYBL Session 2 (Phoenix)
2,Damani Day,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/29/2023,EYBL Session 2 (Phoenix)
3,Brayden Crump,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/29/2023,EYBL Session 2 (Phoenix)
4,Khany Tchanda,1-4,1-1,0-0,0,2,2,1,3,1,2,0,0,11,04/29/2023,EYBL Session 2 (Phoenix)
5,Cameron Scott,6-10,0-1,4-8,7,2,9,4,16,2,2,0,1,22,04/29/2023,EYBL Session 2 (Phoenix)
6,Jarin Stevenson,4-8,0-0,4-4,0,3,3,4,12,2,0,0,0,18,04/29/2023,EYBL Session 2 (Phoenix)
7,Braylhan Thompson,2-8,0-1,1-1,4,1,5,3,5,1,1,0,0,19,04/29/2023,EYBL Session 2 (Phoenix)
8,Yannick Smith,1-3,0-0,4-4,0,1,1,3,6,3,1,0,0,17,04/29/2023,EYBL Session 2 (Phoenix)
9,Kameron Taylor,1-4,1-2,3-4,0,5,5,3,6,0,2,0,1,13,04/29/2023,EYBL Session 2 (Phoenix)
10,Isaiah Sutherland,3-4,0-0,2-4,1,1,2,2,8,0,0,1,1,12,04/29/2023,EYBL Session 2 (Phoenix)
11,Utrillo Morris,2-8,0-0,0-0,0,4,4,5,4,4,1,0,0,21,04/29/2023,EYBL Session 2 (Phoenix)
12,Cayden McDaniel,2-3,2-2,1-4,0,4,4,1,7,2,0,1,1,11,04/29/2023,EYBL Session 2 (Phoenix)
13,Ryan Lafferty,0-3,0-2,1-2,1,2,3,1,1,1,0,0,1,8,04/29/2023,EYBL Session 2 (Phoenix)
14,Seven Bahati,1-8,1-3,3-4,2,1,3,1,6,2,0,0,1,17,04/29/2023,EYBL Session 2 (Phoenix)
15,Jamil Miller,0-1,0-1,1-2,1,2,3,2,1,0,0,0,0,10,04/29/2023,EYBL Session 2 (Phoenix)
16,Terrence Hill,4-7,2-4,6-7,0,3,3,1,16,3,2,1,0,26,04/29/2023,EYBL Session 2 (Phoenix)
17,Jaden Steppe,3-7,0-1,2-2,2,1,3,4,8,1,0,0,2,18,04/29/2023,EYBL Session 2 (Phoenix)
18,Donavin Young,3-4,0-0,2-3,2,2,4,3,8,0,0,2,1,12,04/29/2023,EYBL Session 2 (Phoenix)
19,Jacob Cofie,2-4,0-0,6-7,0,2,2,5,10,1,4,2,2,23,04/29/2023,EYBL Session 2 (Phoenix)
20,Miles Goodman,2-3,0-0,2-4,1,0,1,4,6,0,2,1,0,15,04/29/2023,EYBL Session 2 (Phoenix)
0,Nait George,4-6,3-4,0-0,0,1,1,3,11,7,0,0,1,21,04/30/2023,EYBL Session 2 (Phoenix)
1,AJ Thomas,3-6,1-3,2-2,0,0,0,1,9,5,1,0,1,20,04/30/2023,EYBL Session 2 (Phoenix)
2,Jaion Pitt,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/30/2023,EYBL Session 2 (Phoenix)
3,Tracy Kalonde,1-3,0-0,0-0,0,1,1,4,2,1,0,0,0,14,04/30/2023,EYBL Session 2 (Phoenix)
4,Travis Torain,2-6,1-3,0-0,0,2,2,1,5,1,1,0,1,16,04/30/2023,EYBL Session 2 (Phoenix)
5,Jovan Milicevic,7-12,1-5,0-0,0,3,3,2,15,1,3,0,1,28,04/30/2023,EYBL Session 2 (Phoenix)
6,Rickey Mitchell,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/30/2023,EYBL Session 2 (Phoenix)
7,Ibrahim Souare,2-2,1-1,2-4,1,3,4,1,7,0,0,2,2,19,04/30/2023,EYBL Session 2 (Phoenix)
8,Bradey Henige,4-7,0-0,1-2,3,0,3,1,9,0,1,0,1,13,04/30/2023,EYBL Session 2 (Phoenix)
9,Steven Osel,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/30/2023,EYBL Session 2 (Phoenix)
10,Marcus Wilson,8-13,3-7,2-5,0,0,0,1,21,2,1,0,3,29,04/30/2023,EYBL Session 2 (Phoenix)
11,Iyayi Osunole,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/30/2023,EYBL Session 2 (Phoenix)
12,Ahmad Nowell,4-8,2-6,0-0,1,5,6,2,10,4,5,0,1,27,04/30/2023,EYBL Session 2 (Phoenix)
13,Robert Wright,5-9,1-4,4-6,0,3,3,2,15,6,3,0,0,29,04/30/2023,EYBL Session 2 (Phoenix)
14,James Moore,4-6,0-0,0-0,3,0,3,1,8,1,1,0,2,17,04/30/2023,EYBL Session 2 (Phoenix)
15,Amir Williams,0-3,0-1,2-2,2,1,3,2,2,1,0,0,2,10,04/30/2023,EYBL Session 2 (Phoenix)
16,Thomas Sorber,3-7,0-1,3-3,1,7,8,2,9,0,1,0,0,22,04/30/2023,EYBL Session 2 (Phoenix)
17,Alfredo Addesa,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/30/2023,EYBL Session 2 (Phoenix)
18,Jalil Bethea,14-17,5-5,1-1,0,0,0,3,34,1,1,0,1,30,04/30/2023,EYBL Session 2 (Phoenix)
19,Makye Taylor,2-5,0-2,0-0,3,2,5,3,4,3,0,1,0,19,04/30/2023,EYBL Session 2 (Phoenix)
20,Nick Coval,0-1,0-0,0-0,0,0,0,1,0,0,0,0,0,7,04/30/2023,EYBL Session 2 (Phoenix)
0,Ikenna Alozie,5-10,1-2,0-0,2,3,5,2,11,2,0,1,2,23,04/29/2023,EYBL Session 2 (Phoenix)
1,Allyn Wright,0-1,0-1,0-0,0,1,1,2,0,1,2,0,0,15,04/29/2023,EYBL Session 2 (Phoenix)
2,Qingfang Pang,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/29/2023,EYBL Session 2 (Phoenix)
3,Dylan Harper,10-20,3-7,1-2,1,4,5,5,24,2,6,0,1,36,04/29/2023,EYBL Session 2 (Phoenix)
4,Malachi Palmer,0-3,0-1,0-0,1,0,1,0,0,0,1,0,0,3,04/29/2023,EYBL Session 2 (Phoenix)
5,Ifaola Fawaz,1-3,0-0,0-0,2,9,11,4,2,1,0,3,1,33,04/29/2023,EYBL Session 2 (Phoenix)
6,Tai Turnage,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/29/2023,EYBL Session 2 (Phoenix)
7,Naasir Cunningham,4-12,3-9,2-4,2,3,5,3,13,3,3,0,2,28,04/29/2023,EYBL Session 2 (Phoenix)
8,Tariq Francis,0-1,0-1,0-0,0,1,1,1,0,1,1,0,0,7,04/29/2023,EYBL Session 2 (Phoenix)
9,Tyler Betsey,4-11,3-10,2-4,1,1,2,0,13,0,0,0,1,31,04/29/2023,EYBL Session 2 (Phoenix)
10,Assane Meaye,0-1,0-0,1-2,3,0,3,0,1,0,1,0,0,3,04/29/2023,EYBL Session 2 (Phoenix)
11,Clayton Jackson-Hudson,0-3,0-1,2-2,1,0,1,1,2,0,1,0,0,9,04/29/2023,EYBL Session 2 (Phoenix)
12,Jadis Jones,4-6,0-0,2-5,0,3,3,1,10,1,0,1,0,20,04/29/2023,EYBL Session 2 (Phoenix)
13,Dallas Thomas,4-7,2-4,4-4,0,4,4,1,14,0,1,1,1,28,04/29/2023,EYBL Session 2 (Phoenix)
14,Landren Blocker,2-6,1-3,0-2,1,2,3,2,5,2,0,0,1,24,04/29/2023,EYBL Session 2 (Phoenix)
15,Jeremiah Fears,2-5,2-4,0-0,0,2,2,1,6,3,1,0,1,19,04/29/2023,EYBL Session 2 (Phoenix)
16,Josiah Caden,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/29/2023,EYBL Session 2 (Phoenix)
17,Jordan McCullum,2-6,0-1,3-4,2,4,6,2,7,2,2,0,2,22,04/29/2023,EYBL Session 2 (Phoenix)
18,Brandon Davis-Ray,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/29/2023,EYBL Session 2 (Phoenix)
19,Lathan Sommerville,6-13,1-1,1-1,1,6,7,2,14,4,3,2,1,31,04/29/2023,EYBL Session 2 (Phoenix)
20,Tyler Tanner,3-9,1-3,4-4,3,1,4,0,11,5,2,0,3,27,04/29/2023,EYBL Session 2 (Phoenix)
0,Deontrell Barrett,0-0,0-0,0-0,0,0,0,1,0,0,2,0,0,6,04/28/2023,EYBL Session 2 (Phoenix)
1,Leon Horner,5-11,0-2,0-0,1,2,3,4,10,0,1,0,1,20,04/28/2023,EYBL Session 2 (Phoenix)
2,Jaden Constant,1-2,0-1,2-3,0,3,3,1,4,0,0,0,0,14,04/28/2023,EYBL Session 2 (Phoenix)
3,David Punch,7-9,2-3,0-2,2,6,8,2,16,2,2,0,0,30,04/28/2023,EYBL Session 2 (Phoenix)
4,Christopher Leman,1-3,0-1,0-0,1,1,2,3,2,2,0,0,1,17,04/28/2023,EYBL Session 2 (Phoenix)
5,Malachi Hayes,1-4,0-2,4-4,0,1,1,3,6,1,1,1,2,11,04/28/2023,EYBL Session 2 (Phoenix)
6,Samuel Johnson,0-10,0-8,2-4,1,3,4,3,2,1,2,0,1,29,04/28/2023,EYBL Session 2 (Phoenix)
7,Damarion Dennis,5-10,2-5,4-4,3,2,5,1,16,4,6,0,0,29,04/28/2023,EYBL Session 2 (Phoenix)
8,Chidiebube Chiakwe,0-0,0-0,0-0,0,0,0,0,0,1,1,0,1,3,04/28/2023,EYBL Session 2 (Phoenix)
9,Mikkel Tyne,3-8,3-5,0-0,1,6,7,0,9,3,2,0,2,30,04/28/2023,EYBL Session 2 (Phoenix)
10,Bronson Schmidt-Uili,1-1,0-0,2-2,0,1,1,3,4,0,1,0,0,10,04/28/2023,EYBL Session 2 (Phoenix)
11,Yasir Supreme,0-0,0-0,0-0,0,1,1,2,0,0,0,0,0,4,04/28/2023,EYBL Session 2 (Phoenix)
12,Lynn King,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/28/2023,EYBL Session 2 (Phoenix)
13,Jordan Brathwaite,2-3,0-0,0-2,1,3,4,2,4,0,1,0,3,16,04/28/2023,EYBL Session 2 (Phoenix)
14,Dontae Russo-Nance,5-10,1-6,0-0,0,2,2,2,11,4,3,0,1,25,04/28/2023,EYBL Session 2 (Phoenix)
15,Macon Emory,3-8,3-6,1-4,2,0,2,0,10,4,4,0,2,25,04/28/2023,EYBL Session 2 (Phoenix)
16,Tyonne Farrell,7-10,0-0,2-3,1,5,6,1,16,3,2,1,0,31,04/28/2023,EYBL Session 2 (Phoenix)
17,Caleb Lulengula,3-6,0-2,4-6,2,3,5,2,10,2,0,1,1,18,04/28/2023,EYBL Session 2 (Phoenix)
0,Labaron Philon,4-9,0-1,1-3,0,1,1,2,9,3,0,0,0,24,04/29/2023,EYBL Session 2 (Phoenix)
1,DeAndre Lewis,1-2,0-1,0-0,0,1,1,2,2,2,1,1,2,15,04/29/2023,EYBL Session 2 (Phoenix)
2,Jasper Johnson,6-12,3-5,0-0,0,2,2,3,15,4,0,2,1,24,04/29/2023,EYBL Session 2 (Phoenix)
3,Jayden Quaintance,5-14,0-1,0-1,3,12,15,2,10,3,5,1,1,24,04/29/2023,EYBL Session 2 (Phoenix)
4,Joshua Heard,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/29/2023,EYBL Session 2 (Phoenix)
5,Emerson Tenner,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/29/2023,EYBL Session 2 (Phoenix)
6,Chad Traylor,1-2,0-1,0-0,0,1,1,1,2,0,0,0,0,5,04/29/2023,EYBL Session 2 (Phoenix)
7,Derrion Reid,8-13,1-2,2-3,4,4,8,4,19,3,1,0,0,22,04/29/2023,EYBL Session 2 (Phoenix)
8,Larry Johnson,2-4,0-1,2-2,0,4,4,0,6,1,0,1,2,15,04/29/2023,EYBL Session 2 (Phoenix)
9,Mahki Myles,3-5,1-1,2-2,1,4,5,0,9,1,0,1,0,18,04/29/2023,EYBL Session 2 (Phoenix)
10,Michael OKeefe,1-6,1-5,2-2,0,0,0,0,5,3,0,0,1,11,04/29/2023,EYBL Session 2 (Phoenix)
11,Reak Riak,1-1,0-0,0-0,1,0,1,0,2,1,1,0,0,7,04/29/2023,EYBL Session 2 (Phoenix)
12,Ayden Goll,2-4,1-3,2-2,0,0,0,1,7,0,0,0,0,8,04/29/2023,EYBL Session 2 (Phoenix)
13,Amari Mccottry,2-9,0-1,0-1,1,4,5,2,4,0,2,0,0,19,04/29/2023,EYBL Session 2 (Phoenix)
14,Bennett Basich,3-6,0-2,0-0,1,5,6,1,6,3,1,0,0,15,04/29/2023,EYBL Session 2 (Phoenix)
15,Manasseh Stackhouse,2-4,0-1,0-0,0,0,0,1,4,0,1,0,0,9,04/29/2023,EYBL Session 2 (Phoenix)
16,Sekou Konneh,2-4,0-0,1-2,3,3,6,2,5,1,1,1,1,17,04/29/2023,EYBL Session 2 (Phoenix)
17,Jaden Guyton,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,3,04/29/2023,EYBL Session 2 (Phoenix)
18,Nicholas Janowski,4-10,1-6,2-2,0,4,4,3,11,4,3,0,0,27,04/29/2023,EYBL Session 2 (Phoenix)
19,Kon Knueppel,6-16,1-4,1-1,0,5,5,0,14,2,0,0,2,26,04/29/2023,EYBL Session 2 (Phoenix)
20,Habib Alidu,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,4,04/29/2023,EYBL Session 2 (Phoenix)
21,Jack Daugherty,1-4,1-4,3-4,0,3,3,2,6,0,0,0,0,23,04/29/2023,EYBL Session 2 (Phoenix)
0,Alfred Swinton,2-7,1-1,2-2,0,0,0,2,7,4,3,0,1,26,04/29/2023,EYBL Session 2 (Phoenix)
1,Carter Bryant,5-8,1-2,2-2,0,8,8,4,13,1,3,0,3,22,04/29/2023,EYBL Session 2 (Phoenix)
2,Jaden DePina,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/29/2023,EYBL Session 2 (Phoenix)
3,Noah Williams,0-2,0-1,0-0,1,2,3,2,0,2,2,0,0,11,04/29/2023,EYBL Session 2 (Phoenix)
4,Ifiok Peter,3-3,0-0,0-0,2,2,4,2,6,0,1,1,0,13,04/29/2023,EYBL Session 2 (Phoenix)
5,Gabriel Pickens,0-2,0-1,0-0,0,0,0,0,0,3,3,0,2,11,04/29/2023,EYBL Session 2 (Phoenix)
6,Jamari Phillips,10-15,6-9,7-8,1,1,2,2,33,1,2,0,1,27,04/29/2023,EYBL Session 2 (Phoenix)
7,Stevie Prudholme,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/29/2023,EYBL Session 2 (Phoenix)
8,Emmanuel Stephen,0-0,0-0,0-0,3,2,5,3,0,0,3,1,0,11,04/29/2023,EYBL Session 2 (Phoenix)
9,Jason Richardson,3-10,2-7,1-2,0,3,3,3,9,6,1,0,3,24,04/29/2023,EYBL Session 2 (Phoenix)
10,James Evans,1-3,1-3,0-0,0,0,0,2,3,1,1,0,1,15,04/29/2023,EYBL Session 2 (Phoenix)
11,Royal Brown,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/29/2023,EYBL Session 2 (Phoenix)
12,Joson Sanon,6-13,2-6,2-4,1,1,2,3,16,1,1,0,0,28,04/29/2023,EYBL Session 2 (Phoenix)
13,Quentin Duncan,1-4,0-2,0-0,1,0,1,1,2,2,1,0,0,16,04/29/2023,EYBL Session 2 (Phoenix)
14,Riley Fox,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0,3,04/29/2023,EYBL Session 2 (Phoenix)
15,Joseph Okla,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/29/2023,EYBL Session 2 (Phoenix)
16,Jeremiah Jenkins,2-4,2-3,0-0,0,2,2,2,6,6,1,0,2,22,04/29/2023,EYBL Session 2 (Phoenix)
17,Joshua Ojuri,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/29/2023,EYBL Session 2 (Phoenix)
18,Adam Njie,3-7,0-0,4-4,0,4,4,2,10,7,3,0,4,26,04/29/2023,EYBL Session 2 (Phoenix)
19,Steven Solomon,1-2,0-0,3-6,4,0,4,0,5,1,2,2,2,19,04/29/2023,EYBL Session 2 (Phoenix)
20,Anicet Dybantsa,9-17,3-9,7-7,3,5,8,3,28,6,2,0,1,32,04/29/2023,EYBL Session 2 (Phoenix)
21,Steven Solano,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/29/2023,EYBL Session 2 (Phoenix)
22,Rashawn Tibby,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/29/2023,EYBL Session 2 (Phoenix)
23,London Jemison,5-6,2-2,0-1,0,3,3,3,12,0,4,1,1,13,04/29/2023,EYBL Session 2 (Phoenix)
24,Xavier Hazard,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/29/2023,EYBL Session 2 (Phoenix)
0,Trent Perry,5-13,2-3,2-2,1,3,4,2,14,4,2,0,2,27,04/28/2023,EYBL Session 2 (Phoenix)
1,Christopher Nwuli,3-9,0-2,4-6,2,2,4,4,10,0,0,0,2,18,04/28/2023,EYBL Session 2 (Phoenix)
2,Josiah Cunningham,2-3,0-1,1-2,1,3,4,1,5,1,1,0,0,17,04/28/2023,EYBL Session 2 (Phoenix)
3,Aiden Sherrell,2-7,0-2,5-7,3,3,6,2,9,2,2,1,2,18,04/28/2023,EYBL Session 2 (Phoenix)
4,Taj DeGourville,6-8,1-2,1-2,2,3,5,1,14,6,2,1,2,22,04/28/2023,EYBL Session 2 (Phoenix)
5,John Mobley,3-7,2-5,1-3,0,2,2,1,9,0,3,0,1,20,04/28/2023,EYBL Session 2 (Phoenix)
6,Tony Nwuli,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/28/2023,EYBL Session 2 (Phoenix)
7,Tyran Stokes,3-10,0-2,2-6,3,4,7,2,8,4,2,1,2,26,04/28/2023,EYBL Session 2 (Phoenix)
8,Pharaoh Compton,2-2,0-0,0-0,1,2,3,4,4,0,3,2,0,13,04/28/2023,EYBL Session 2 (Phoenix)
9,Jason Crowe,5-15,1-4,1-1,1,1,2,0,12,3,2,0,3,25,04/28/2023,EYBL Session 2 (Phoenix)
10,Zion Sensley,4-12,1-5,4-4,2,8,10,4,13,1,0,1,1,24,04/28/2023,EYBL Session 2 (Phoenix)
11,Elijah Price,0-1,0-0,1-2,1,1,2,4,1,0,3,0,0,6,04/28/2023,EYBL Session 2 (Phoenix)
12,Aaron Powell,1-7,1-3,1-2,1,2,3,2,4,4,4,0,0,24,04/28/2023,EYBL Session 2 (Phoenix)
13,Austin Maurer,3-8,1-2,1-2,2,5,7,5,8,0,1,0,0,24,04/28/2023,EYBL Session 2 (Phoenix)
14,Cheikh Yessoufou,2-6,0-1,1-1,1,4,5,4,5,1,1,1,2,14,04/28/2023,EYBL Session 2 (Phoenix)
15,Scott Belnap,5-8,4-7,2-2,2,0,2,1,16,0,2,0,0,15,04/28/2023,EYBL Session 2 (Phoenix)
16,Mingyi Huang,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,1,04/28/2023,EYBL Session 2 (Phoenix)
17,Robert Hinton,5-12,0-2,1-2,5,2,7,1,11,4,2,1,1,28,04/28/2023,EYBL Session 2 (Phoenix)
0,SeiMir Roberson,4-6,2-4,4-5,1,1,2,2,14,4,0,0,2,28,05/14/2023,E15 Session 3 (Dallas)
1,Darien Moore,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
2,Jalen Grant,8-14,0-2,3-3,0,1,1,0,19,4,3,0,2,23,05/14/2023,E15 Session 3 (Dallas)
3,Luka Ioannisci,1-2,1-2,0-0,0,0,0,0,3,1,1,0,1,13,05/14/2023,E15 Session 3 (Dallas)
4,Isiah Rose,3-5,0-0,1-2,2,6,8,2,7,3,3,1,0,21,05/14/2023,E15 Session 3 (Dallas)
5,Storr Merritt,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
6,Cameron Hailey,0-0,0-0,2-2,0,3,3,0,2,0,2,0,1,15,05/14/2023,E15 Session 3 (Dallas)
7,Chad Cook,5-7,1-2,0-0,1,4,5,4,11,1,2,0,0,20,05/14/2023,E15 Session 3 (Dallas)
8,Stetson Merritt,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
9,Ethan Hillsman,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
10,Henry Fox,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
11,Chris Powell,6-14,2-5,0-0,2,3,5,3,14,2,1,2,2,25,05/14/2023,E15 Session 3 (Dallas)
12,Eric Hillsman,3-6,0-0,0-0,3,2,5,1,6,0,0,2,1,16,05/14/2023,E15 Session 3 (Dallas)
13,Dominick Sprague,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
14,Mike Gibbs,2-3,0-0,1-2,0,2,2,2,5,0,0,0,0,13,05/14/2023,E15 Session 3 (Dallas)
15,Austin Brown,3-11,3-6,2-3,3,1,4,4,11,2,1,0,1,21,05/14/2023,E15 Session 3 (Dallas)
16,Ethan Sheats,0-0,0-0,0-0,0,1,1,0,0,0,1,0,0,7,05/14/2023,E15 Session 3 (Dallas)
17,Nigel Chatman,2-6,0-0,0-0,2,1,3,0,4,0,1,0,1,15,05/14/2023,E15 Session 3 (Dallas)
18,Adam Boyd,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
19,Jirehn Mitchell,1-2,0-0,0-0,1,1,2,1,2,1,0,0,0,8,05/14/2023,E15 Session 3 (Dallas)
20,Sean Mondragon,2-3,0-1,0-0,0,0,0,3,4,3,0,0,1,17,05/14/2023,E15 Session 3 (Dallas)
21,Elijah Garrett,7-12,0-3,3-5,1,2,3,1,17,2,4,0,2,25,05/14/2023,E15 Session 3 (Dallas)
22,Joshua Goodwin,7-14,1-2,2-2,5,3,8,1,17,1,1,0,0,24,05/14/2023,E15 Session 3 (Dallas)
23,Bo Ogden,4-9,0-3,1-2,1,5,6,0,9,1,3,2,0,24,05/14/2023,E15 Session 3 (Dallas)
24,Eric Jacobsen,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0,5,05/14/2023,E15 Session 3 (Dallas)
0,Taylen Kinney,6-12,1-3,0-0,1,2,3,1,13,3,3,0,1,25,05/13/2023,E15 Session 3 (Dallas)
1,William Smith,1-1,0-0,0-0,0,0,0,1,2,2,1,0,0,11,05/13/2023,E15 Session 3 (Dallas)
2,Nathaniel Miles,4-9,1-4,3-3,4,1,5,0,12,0,1,0,0,15,05/13/2023,E15 Session 3 (Dallas)
3,Brayden Fogle,7-15,0-2,0-0,1,6,7,1,14,4,2,0,0,26,05/13/2023,E15 Session 3 (Dallas)
4,TBA Xavier,0-1,0-0,0-0,0,2,2,0,0,2,1,0,0,12,05/13/2023,E15 Session 3 (Dallas)
5,James Turner,0-1,0-0,0-0,0,2,2,0,0,2,1,0,0,19,05/13/2023,E15 Session 3 (Dallas)
6,Ricardo Crumble,6-10,0-0,2-4,1,1,2,1,14,1,0,0,0,25,05/13/2023,E15 Session 3 (Dallas)
7,Cole Edelen,3-10,2-6,0-0,0,1,1,0,8,4,1,0,0,19,05/13/2023,E15 Session 3 (Dallas)
8,Amari Addy,1-1,0-0,0-0,0,1,1,0,2,1,0,0,0,7,05/13/2023,E15 Session 3 (Dallas)
9,Jorden Bowens,4-4,0-0,0-0,1,4,5,2,8,0,1,0,0,21,05/13/2023,E15 Session 3 (Dallas)
10,King Gibson,8-11,3-5,0-4,1,5,6,2,19,4,0,1,0,25,05/13/2023,E15 Session 3 (Dallas)
11,Kai Wade,1-1,0-0,3-4,0,0,0,0,5,3,0,0,0,12,05/13/2023,E15 Session 3 (Dallas)
12,Kenneth Shouse,3-6,1-1,4-8,4,6,10,0,11,1,0,0,0,30,05/13/2023,E15 Session 3 (Dallas)
13,Zamarius Gladden,1-2,1-2,0-0,0,2,2,1,3,4,0,0,1,15,05/13/2023,E15 Session 3 (Dallas)
14,Prince Nwokemodo,2-3,0-0,0-0,0,2,2,1,4,1,0,1,0,18,05/13/2023,E15 Session 3 (Dallas)
15,Max Van,0-3,0-2,0-0,0,0,0,0,0,1,0,0,1,4,05/13/2023,E15 Session 3 (Dallas)
16,Isaiah Knight,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/13/2023,E15 Session 3 (Dallas)
17,Trey Beamer,5-9,2-5,0-0,1,0,1,0,12,2,0,0,1,22,05/13/2023,E15 Session 3 (Dallas)
18,Bradley Floyd,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/13/2023,E15 Session 3 (Dallas)
19,Markus Kerr,5-11,2-5,2-4,3,1,4,0,14,1,2,0,1,26,05/13/2023,E15 Session 3 (Dallas)
20,Elton James,3-7,1-2,0-0,2,2,4,0,7,1,4,0,1,14,05/13/2023,E15 Session 3 (Dallas)
21,Lance Barnes,1-3,0-0,0-0,0,0,0,0,2,1,1,0,2,17,05/13/2023,E15 Session 3 (Dallas)
0,Cody Jordan,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/12/2023,E15 Session 3 (Dallas)
1,Nyang,0-0,0-0,0-0,0,0,0,0,0,0,2,0,0,4,05/12/2023,E15 Session 3 (Dallas)
