LINEUPS,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
".N. Bjelica, .G. Payton II, .J. Toscano-Anderson, .J. Dowtin, .M. Moody",GSW,1,1,2,1,2,50.0,0,1,0.0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,2
".N. Bjelica, .K. Thompson, .A. Wiggins, .J. Poole, .M. Moody",GSW,1,1,3,1,2,50.0,1,1,100,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-1
".S. Curry, .D. Green, .A. Wiggins, .D. Lee, .C. Chiozza",GSW,1,1,4,0,2,0.0,0,2,0.0,4,4,100,0,2,2,0,0,0,0,0,1,2,4
".N. Bjelica, .D. Lee, .C. Chiozza, .J. Toscano-Anderson, .J. Poole",GSW,1,1,2,1,1,100,0,0,0.0,0,0,0.0,0,3,3,1,2,0,0,0,0,0,2
".O. Porter Jr., .A. Wiggins, .G. Payton II, .J. Toscano-Anderson, .J. Poole",GSW,1,1,0,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,0,0,0,0,0,1,0,-2
".A. Iguodala, .O. Porter Jr., .G. Payton II, .J. Poole, .M. Moody",GSW,1,1,0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,-6
".N. Bjelica, .J. Poole, .Q. Weatherspoon, .J. Kuminga, .M. Moody",GSW,1,1,5,2,2,100,1,1,100,0,0,0.0,0,1,1,2,0,0,0,0,1,0,3
".S. Curry, .D. Green, .D. Lee, .J. Kuminga, .M. Moody",GSW,1,1,5,2,2,100,1,1,100,0,0,0.0,0,1,1,2,0,0,0,0,0,0,5
".S. Curry, .N. Bjelica, .O. Porter Jr., .J. Toscano-Anderson, .J. Kuminga",GSW,1,1,2,1,1,100,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,0
".N. Bjelica, .G. Payton II, .J. Kuminga, .J. Dowtin, .M. Moody",GSW,1,1,2,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,1,0,1,0,0,1,0,0
".S. Curry, .D. Green, .O. Porter Jr., .A. Wiggins, .C. Chiozza",GSW,1,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,-3
".N. Bjelica, .K. Looney, .D. Lee, .C. Chiozza, .J. Toscano-Anderson",GSW,1,1,2,1,3,33.3,0,2,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,1,-1
".S. Curry, .D. Lee, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,1,3,1,3,33.3,1,3,33.3,0,0,0.0,0,1,1,0,0,0,0,0,0,0,1
".N. Bjelica, .O. Porter Jr., .A. Wiggins, .C. Chiozza, .J. Poole",GSW,1,1,4,2,2,100,0,0,0.0,0,0,0.0,0,1,1,2,1,0,0,0,0,0,2
".A. Wiggins, .K. Looney, .C. Chiozza, .J. Toscano-Anderson, .M. Moody",GSW,1,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,-6
".A. Iguodala, .A. Wiggins, .K. Looney, .D. Lee, .J. Poole",GSW,1,1,2,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-3
".A. Iguodala, .O. Porter Jr., .D. Lee, .J. Poole, .M. Moody",GSW,1,1,2,0,0,0.0,0,0,0.0,2,2,100,0,0,0,0,1,0,0,0,0,1,0
".N. Bjelica, .K. Looney, .D. Lee, .J. Toscano-Anderson, .M. Moody",GSW,1,1,2,1,1,100,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,2,0,-2
".A. Wiggins, .K. Looney, .G. Payton II, .C. Chiozza, .J. Toscano-Anderson",GSW,1,1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-6
".S. Curry, .K. Thompson, .D. Green, .O. Porter Jr., .K. Looney",GSW,1,1,1,0,1,0.0,0,0,0.0,1,2,50.0,1,1,2,0,1,1,0,0,0,1,1
".S. Curry, .O. Porter Jr., .A. Wiggins, .D. Lee, .M. Moody",GSW,1,1,5,2,4,50.0,1,2,50.0,0,0,0.0,1,1,2,1,1,0,0,0,2,0,4
".A. Wiggins, .G. Payton II, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,1,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,-2
".D. Lee, .J. Toscano-Anderson, .J. Poole, .J. Kuminga, .J. Dowtin",GSW,1,1,3,1,2,50.0,1,1,100,0,0,0.0,0,0,0,1,0,0,0,0,1,0,-1
".K. Looney, .C. Chiozza, .Q. Weatherspoon, .J. Kuminga, .M. Moody",GSW,1,1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,0,-3
".N. Bjelica, .O. Porter Jr., .A. Wiggins, .C. Chiozza, .J. Kuminga",GSW,1,1,2,1,3,33.3,0,1,0.0,0,0,0.0,2,0,2,0,0,0,0,0,0,1,0
".O. Porter Jr., .A. Wiggins, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,0,-3
".S. Curry, .K. Thompson, .D. Green, .J. Poole, .J. Kuminga",GSW,1,1,0,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,-2
".O. Porter Jr., .A. Wiggins, .K. Looney, .D. Lee, .C. Chiozza",GSW,1,1,0,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,0,-2
".A. Iguodala, .S. Curry, .O. Porter Jr., .A. Wiggins, .G. Payton II",GSW,1,1,6,1,1,100,1,1,100,3,3,100,0,1,1,1,0,0,0,0,0,1,2
".A. Iguodala, .S. Curry, .D. Green, .A. Wiggins, .M. Moody",GSW,1,1,2,1,3,33.3,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,-3
".S. Curry, .A. Wiggins, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,1,1,2,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
".A. Iguodala, .A. Wiggins, .K. Looney, .D. Lee, .C. Chiozza",GSW,1,1,6,2,2,100,2,2,100,0,0,0.0,0,1,1,2,0,0,0,0,0,0,4
".A. Iguodala, .N. Bjelica, .O. Porter Jr., .G. Payton II, .C. Chiozza",GSW,1,1,2,1,2,50.0,0,0,0.0,0,0,0.0,1,1,2,0,0,1,0,0,0,0,2
".N. Bjelica, .K. Thompson, .D. Green, .O. Porter Jr., .G. Payton II",GSW,1,1,2,1,1,100,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,0,0,0,2
".A. Iguodala, .S. Curry, .D. Green, .D. Lee, .J. Poole",GSW,1,1,2,1,2,50.0,0,0,0.0,0,0,0.0,0,1,1,1,0,1,0,0,0,1,2
".O. Porter Jr., .G. Payton II, .J. Toscano-Anderson, .J. Kuminga, .M. Moody",GSW,1,1,4,2,3,66.7,0,1,0.0,0,0,0.0,1,0,1,0,0,0,1,0,0,0,4
".G. Payton II, .D. Lee, .C. Chiozza, .J. Toscano-Anderson, .M. Moody",GSW,1,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,0,-2
".A. Iguodala, .O. Porter Jr., .A. Wiggins, .K. Looney, .J. Poole",GSW,1,1,2,1,1,100,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,-1
".N. Bjelica, .D. Green, .A. Wiggins, .D. Lee, .J. Poole",GSW,1,1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-3
".S. Curry, .D. Lee, .J. Toscano-Anderson, .J. Poole, .M. Moody",GSW,1,1,3,1,2,50.0,1,2,50.0,0,0,0.0,0,1,1,1,0,0,0,0,0,1,3
".S. Curry, .N. Bjelica, .K. Looney, .J. Toscano-Anderson, .M. Moody",GSW,1,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,0
".S. Curry, .O. Porter Jr., .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,1,2,0,0,0.0,0,0,0.0,2,2,100,0,0,0,0,0,0,0,0,0,2,-3
".A. Iguodala, .O. Porter Jr., .A. Wiggins, .J. Poole, .M. Moody",GSW,1,1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,-3
".A. Iguodala, .S. Curry, .D. Green, .O. Porter Jr., .J. Toscano-Anderson",GSW,1,1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,1,0,1,0,-2
".K. Thompson, .G. Payton II, .D. Lee, .J. Poole, .J. Kuminga",GSW,1,1,2,1,1,100,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,-1
".S. Curry, .O. Porter Jr., .A. Wiggins, .J. Poole, .M. Moody",GSW,1,1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,-3
".K. Thompson, .D. Green, .G. Payton II, .D. Lee, .J. Kuminga",GSW,1,1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,0,-4
".N. Bjelica, .D. Lee, .J. Toscano-Anderson, .J. Poole, .Q. Weatherspoon",GSW,1,1,2,0,0,0.0,0,0,0.0,2,2,100,0,2,2,0,0,0,0,0,1,2,2
".O. Porter Jr., .A. Wiggins, .K. Looney, .C. Chiozza, .J. Poole",GSW,1,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,0
".N. Bjelica, .A. Wiggins, .G. Payton II, .C. Chiozza, .J. Kuminga",GSW,1,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0
".D. Green, .K. Looney, .D. Lee, .C. Chiozza, .J. Toscano-Anderson",GSW,1,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,2,0,-2
".S. Curry, .K. Looney, .D. Lee, .J. Poole, .M. Moody",GSW,1,1,3,1,1,100,0,0,0.0,1,1,100,0,0,0,0,1,1,0,0,2,1,3
".S. Curry, .O. Porter Jr., .K. Looney, .C. Chiozza, .J. Toscano-Anderson",GSW,1,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,-3
".S. Curry, .A. Wiggins, .G. Payton II, .D. Lee, .J. Kuminga",GSW,1,1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,0,1,0,-3
".S. Curry, .A. Wiggins, .K. Looney, .D. Lee, .J. Poole",GSW,1,1,3,1,2,50.0,1,1,100,0,0,0.0,0,0,0,1,0,0,0,0,2,0,-1
".K. Thompson, .D. Green, .O. Porter Jr., .C. Chiozza, .J. Toscano-Anderson",GSW,1,1,2,1,1,100,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,0,2
".A. Iguodala, .S. Curry, .N. Bjelica, .D. Green, .J. Poole",GSW,1,1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
".G. Payton II, .D. Lee, .C. Chiozza, .J. Poole, .J. Kuminga",GSW,1,1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,0,0
".K. Thompson, .O. Porter Jr., .G. Payton II, .J. Poole, .M. Moody",GSW,1,1,2,1,1,100,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0
".K. Thompson, .D. Green, .J. Toscano-Anderson, .J. Poole, .Q. Weatherspoon",GSW,1,1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".K. Thompson, .O. Porter Jr., .A. Wiggins, .D. Lee, .J. Poole",GSW,1,1,7,3,3,100,0,0,0.0,1,2,50.0,0,0,0,0,0,0,0,0,2,1,4
".D. Green, .O. Porter Jr., .D. Lee, .J. Poole, .J. Kuminga",GSW,1,1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".D. Green, .O. Porter Jr., .G. Payton II, .D. Lee, .J. Poole",GSW,1,1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1,-1
".S. Curry, .N. Bjelica, .K. Thompson, .A. Wiggins, .J. Poole",GSW,1,1,3,1,1,100,0,0,0.0,1,3,33.3,0,0,0,1,0,1,0,0,0,2,3
".S. Curry, .K. Thompson, .A. Wiggins, .J. Toscano-Anderson, .J. Kuminga",GSW,1,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-5
".K. Looney, .D. Lee, .J. Kuminga, .J. Dowtin, .M. Moody",GSW,1,1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,0,1,0,0
".S. Curry, .N. Bjelica, .D. Green, .J. Toscano-Anderson, .Q. Weatherspoon",GSW,1,1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,-3
".S. Curry, .N. Bjelica, .A. Wiggins, .J. Toscano-Anderson, .J. Poole",GSW,1,1,2,1,1,100,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,-1
".K. Thompson, .A. Wiggins, .G. Payton II, .J. Toscano-Anderson, .J. Kuminga",GSW,1,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0
".O. Porter Jr., .D. Lee, .C. Chiozza, .J. Toscano-Anderson, .J. Kuminga",GSW,1,1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,-1
".A. Iguodala, .S. Curry, .O. Porter Jr., .A. Wiggins, .J. Kuminga",GSW,1,0,2,1,2,50.0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,0,1,1,0,1
".K. Thompson, .O. Porter Jr., .G. Payton II, .J. Poole, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-2
".O. Porter Jr., .G. Payton II, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,1,0,3,1,2,50.0,0,1,0.0,1,1,100,0,1,1,1,0,1,0,0,0,1,3
".S. Curry, .G. Payton II, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
".A. Iguodala, .N. Bjelica, .G. Payton II, .J. Poole, .J. Kuminga",GSW,1,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,0,0
".N. Bjelica, .D. Lee, .C. Chiozza, .J. Toscano-Anderson, .M. Moody",GSW,1,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
".S. Curry, .O. Porter Jr., .A. Wiggins, .J. Toscano-Anderson, .M. Moody",GSW,1,0,0,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,1,1,-2
".A. Iguodala, .N. Bjelica, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,1,0,0,0
".N. Bjelica, .K. Thompson, .G. Payton II, .J. Toscano-Anderson, .J. Poole",GSW,1,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,-1
".S. Curry, .N. Bjelica, .D. Green, .O. Porter Jr., .D. Lee",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0
".K. Thompson, .D. Green, .G. Payton II, .D. Lee, .J. Toscano-Anderson",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,-3
".A. Iguodala, .D. Green, .A. Wiggins, .K. Looney, .G. Payton II",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-3
".A. Iguodala, .A. Wiggins, .G. Payton II, .D. Lee, .J. Poole",GSW,1,0,1,0,0,0.0,0,0,0.0,1,1,100,0,0,0,0,0,0,0,0,0,0,1
".S. Curry, .K. Thompson, .D. Green, .D. Lee, .J. Poole",GSW,1,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".S. Curry, .D. Green, .O. Porter Jr., .D. Lee, .M. Moody",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0
".S. Curry, .G. Payton II, .D. Lee, .J. Toscano-Anderson, .M. Moody",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,-3
".G. Payton II, .J. Toscano-Anderson, .J. Poole, .Q. Weatherspoon, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,0,0,1,0,0,1,1,-1
".A. Iguodala, .S. Curry, .A. Wiggins, .K. Looney, .J. Kuminga",GSW,1,0,1,0,0,0.0,0,0,0.0,1,2,50.0,0,1,1,0,0,0,0,0,0,1,1
".S. Curry, .D. Green, .O. Porter Jr., .J. Toscano-Anderson, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0
".K. Thompson, .D. Green, .O. Porter Jr., .D. Lee, .J. Poole",GSW,1,0,2,0,0,0.0,0,0,0.0,2,2,100,0,0,0,0,0,0,0,0,0,1,2
".A. Iguodala, .O. Porter Jr., .G. Payton II, .J. Toscano-Anderson, .J. Poole",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0
".K. Thompson, .D. Green, .D. Lee, .J. Poole, .J. Kuminga",GSW,1,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0
".S. Curry, .D. Green, .K. Looney, .J. Toscano-Anderson, .Q. Weatherspoon",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
".S. Curry, .O. Porter Jr., .K. Looney, .G. Payton II, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-1
".S. Curry, .K. Thompson, .O. Porter Jr., .G. Payton II, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-2
".K. Thompson, .A. Wiggins, .D. Lee, .J. Poole, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
".S. Curry, .N. Bjelica, .D. Green, .O. Porter Jr., .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,1,0
".K. Thompson, .D. Green, .A. Wiggins, .D. Lee, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
".K. Thompson, .G. Payton II, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
".N. Bjelica, .K. Thompson, .A. Wiggins, .C. Chiozza, .J. Kuminga",GSW,1,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
".S. Curry, .D. Green, .C. Chiozza, .J. Toscano-Anderson, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0
".O. Porter Jr., .A. Wiggins, .J. Toscano-Anderson, .J. Kuminga, .M. Moody",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-3
".N. Bjelica, .A. Wiggins, .G. Payton II, .C. Chiozza, .M. Moody",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-1
".K. Thompson, .O. Porter Jr., .K. Looney, .G. Payton II, .J. Toscano-Anderson",GSW,1,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-2
".K. Looney, .G. Payton II, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,0,2,0,0,0.0,0,0,0.0,2,2,100,0,0,0,0,0,0,0,0,0,2,2
".A. Iguodala, .K. Looney, .G. Payton II, .D. Lee, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".D. Green, .K. Looney, .G. Payton II, .Q. Weatherspoon, .J. Kuminga",GSW,1,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-3
".S. Curry, .K. Thompson, .D. Lee, .J. Poole, .M. Moody",GSW,1,0,2,0,0,0.0,0,0,0.0,2,2,100,0,0,0,0,0,0,0,0,0,1,2
".D. Green, .A. Wiggins, .K. Looney, .G. Payton II, .J. Toscano-Anderson",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".A. Iguodala, .D. Green, .K. Looney, .G. Payton II, .J. Toscano-Anderson",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,0,0
".K. Thompson, .K. Looney, .C. Chiozza, .Q. Weatherspoon, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
".S. Curry, .D. Green, .K. Looney, .J. Toscano-Anderson, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-2
".A. Iguodala, .N. Bjelica, .A. Wiggins, .G. Payton II, .J. Poole",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".S. Curry, .N. Bjelica, .A. Wiggins, .D. Lee, .J. Toscano-Anderson",GSW,1,0,2,0,0,0.0,0,0,0.0,2,2,100,0,0,0,0,0,0,0,0,0,1,2
".K. Thompson, .A. Wiggins, .K. Looney, .G. Payton II, .J. Toscano-Anderson",GSW,1,0,3,1,1,100,1,1,100,0,0,0.0,0,0,0,1,0,1,0,0,0,0,3
".A. Iguodala, .D. Green, .A. Wiggins, .G. Payton II, .C. Chiozza",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0
".K. Thompson, .O. Porter Jr., .A. Wiggins, .K. Looney, .G. Payton II",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,-3
".A. Iguodala, .G. Payton II, .D. Lee, .J. Toscano-Anderson, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-2
".K. Thompson, .D. Green, .O. Porter Jr., .G. Payton II, .J. Poole",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
".D. Lee, .C. Chiozza, .J. Toscano-Anderson, .J. Poole, .M. Moody",GSW,1,0,2,0,0,0.0,0,0,0.0,2,2,100,0,1,1,0,0,0,0,0,0,1,2
".O. Porter Jr., .K. Looney, .J. Toscano-Anderson, .J. Kuminga, .M. Moody",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".S. Curry, .K. Thompson, .D. Green, .A. Wiggins, .K. Looney",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
".A. Wiggins, .K. Looney, .G. Payton II, .D. Lee, .J. Toscano-Anderson",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,0,0
".A. Iguodala, .A. Wiggins, .G. Payton II, .J. Toscano-Anderson, .J. Kuminga",GSW,1,0,2,1,1,100,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,2
".A. Iguodala, .S. Curry, .A. Wiggins, .G. Payton II, .J. Toscano-Anderson",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,-1
".S. Curry, .O. Porter Jr., .G. Payton II, .D. Lee, .M. Moody",GSW,1,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0
".S. Curry, .K. Thompson, .K. Looney, .D. Lee, .J. Poole",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".S. Curry, .O. Porter Jr., .A. Wiggins, .G. Payton II, .M. Moody",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1,-4
".S. Curry, .K. Thompson, .A. Wiggins, .D. Lee, .J. Poole",GSW,1,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".K. Thompson, .O. Porter Jr., .K. Looney, .C. Chiozza, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".N. Bjelica, .A. Wiggins, .D. Lee, .C. Chiozza, .J. Poole",GSW,1,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".A. Wiggins, .G. Payton II, .J. Toscano-Anderson, .J. Kuminga, .M. Moody",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-2
".A. Iguodala, .N. Bjelica, .A. Wiggins, .G. Payton II, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
".A. Iguodala, .O. Porter Jr., .A. Wiggins, .G. Payton II, .J. Poole",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".D. Green, .A. Wiggins, .G. Payton II, .J. Toscano-Anderson, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0
".K. Thompson, .D. Lee, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".S. Curry, .N. Bjelica, .K. Thompson, .D. Lee, .J. Poole",GSW,1,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".D. Green, .A. Wiggins, .C. Chiozza, .J. Toscano-Anderson, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0
".K. Looney, .G. Payton II, .D. Lee, .J. Toscano-Anderson, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".S. Curry, .D. Green, .O. Porter Jr., .D. Lee, .J. Poole",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
".A. Iguodala, .D. Green, .A. Wiggins, .K. Looney, .D. Lee",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
