PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,SEASON
Shaun Livingston,BKN,28,6-7,175,None,USA,2004,1,4,12.0,9.7,3.5,3.3,-10.0,2.9,11.8,18.6,56.7,21.2,2014
Shawn Marion,DAL,36,6-7,228,UNLV,USA,1999,1,9,7.0,8.4,5.3,1.9,-7.7,6.6,13.1,15.6,46.2,10.2,2014
Shelvin Mack,ATL,24,6-3,207,Butler,USA,2011,2,34,7.0,8.1,1.9,3.6,10.8,2.3,8.8,23.0,54.5,40.3,2014
Solomon Hill,IND,23,6-7,225,Arizona,USA,2013,1,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
Stephen Curry,GSW,26,6-3,185,Davidson,USA,2009,1,7,7.0,23.0,3.6,8.4,0.3,1.4,7.3,22.8,59.9,30.7,2014
Steve Blake,GSW,34,6-3,172,Maryland,USA,2003,2,38,6.0,1.8,0.7,0.3,-28.4,1.9,6.8,11.4,44.2,6.7,2014
Steve Novak,TOR,31,6-10,235,Marquette,USA,2006,2,32,4.0,0.0,1.3,0.3,12.9,0.0,26.3,8.6,0.0,10.0,2014
Steven Adams,OKC,20,7-0,255,Pittsburgh,New Zealand,2013,1,12,18.0,3.9,4.1,0.2,-4.6,6.9,14.4,8.8,63.5,2.0,2014
Taj Gibson,CHI,29,6-9,225,Southern California,USA,2009,1,26,5.0,18.2,6.2,0.4,4.0,13.5,6.2,24.3,62.5,2.8,2014
Tayshaun Prince,MEM,34,6-9,215,Kentucky,USA,2002,1,23,7.0,3.0,1.4,0.9,-8.7,3.5,5.7,11.6,40.4,8.2,2014
Terrence Jones,HOU,22,6-9,252,Kentucky,USA,2012,1,18,6.0,7.7,6.2,1.3,-0.8,11.3,14.4,14.2,51.9,8.5,2014
Terrence Ross,TOR,23,6-6,195,Washington,USA,2012,1,8,7.0,5.0,2.0,0.3,-8.4,0.7,10.4,16.3,35.6,2.1,2014
Thabo Sefolosha,OKC,30,6-7,222,None,Switzerland,2006,1,13,15.0,3.7,2.1,0.7,-3.6,3.1,10.2,11.9,49.0,6.1,2014
Thomas Robinson,POR,23,6-10,237,Kansas,USA,2012,1,5,11.0,2.9,2.5,0.5,-3.5,7.5,13.4,13.6,46.9,7.3,2014
Tiago Splitter,SAS,29,6-11,245,None,Brazil,2007,1,28,23.0,7.5,6.1,2.0,10.3,9.3,18.2,13.1,65.9,12.7,2014
Tim Duncan,SAS,38,6-11,250,Wake Forest,US Virgin Islands,1997,1,1,23.0,16.3,9.2,2.0,10.1,9.5,19.2,21.7,56.8,9.3,2014
Toney Douglas,MIA,28,6-2,195,Florida State,USA,2009,1,29,10.0,1.0,0.4,0.5,-14.3,3.1,11.1,16.9,50.6,27.8,2014
Tony Allen,MEM,32,6-4,213,Oklahoma State,USA,2004,1,25,7.0,12.3,7.7,1.4,-2.4,9.5,13.7,17.9,52.9,7.6,2014
Tony Parker,SAS,32,6-2,185,None,France,2001,1,28,23.0,17.4,2.0,4.8,7.9,0.8,5.5,27.9,53.1,26.0,2014
Tony Snell,CHI,22,6-7,200,New Mexico,USA,2013,1,20,5.0,0.8,1.2,0.4,0.0,0.0,11.8,9.6,22.2,8.0,2014
Trevor Ariza,WAS,28,6-8,220,UCLA,USA,2004,2,43,11.0,13.6,8.9,1.7,3.0,5.0,19.2,15.2,62.6,7.9,2014
Trevor Booker,WAS,26,6-8,235,Clemson,USA,2010,1,23,9.0,3.3,4.3,0.9,-6.1,10.4,16.0,11.4,47.4,9.3,2014
Troy Daniels,HOU,22,6-4,204,Virginia Commonwealth,USA,Undrafted,Undrafted,Undrafted,4.0,7.8,2.3,0.3,4.3,4.1,8.6,12.7,80.7,2.1,2014
Tyler Hansbrough,TOR,28,6-9,250,North Carolina,USA,2009,1,13,3.0,2.3,2.0,0.3,17.4,8.0,13.8,12.7,62.1,5.9,2014
Udonis Haslem,MIA,34,6-8,235,Florida,USA,Undrafted,Undrafted,Undrafted,16.0,2.5,2.6,0.3,-23.8,7.5,20.4,12.4,48.3,4.1,2014
Victor Claver,POR,25,6-9,224,None,Spain,2009,1,22,2.0,0.0,2.5,0.0,-31.3,0.0,45.5,15.0,0.0,0.0,2014
Vince Carter,DAL,37,6-6,220,North Carolina,USA,1998,1,5,7.0,12.6,3.6,2.4,7.2,3.6,10.3,18.5,59.3,13.4,2014
Wayne Ellington,DAL,26,6-4,200,North Carolina,USA,2009,1,28,2.0,4.0,1.0,1.0,18.7,0.0,16.7,30.0,58.1,25.0,2014
Wesley Matthews,POR,27,6-5,220,Marquette,USA,Undrafted,Undrafted,Undrafted,11.0,14.5,3.9,1.3,-5.3,1.6,8.2,17.6,53.3,5.0,2014
Will Barton,POR,23,6-6,175,Memphis,USA,2012,2,40,7.0,6.4,1.7,0.4,-15.7,5.1,7.9,21.9,61.4,7.0,2014
Willie Green,LAC,32,6-3,201,Detroit,USA,2003,2,41,5.0,1.0,1.4,0.2,-9.8,0.0,30.4,15.2,42.5,10.0,2014
Zach Randolph,MEM,32,6-9,260,Michigan State,USA,2001,1,19,6.0,18.2,8.7,2.3,-6.1,6.4,15.0,25.7,44.7,11.4,2014
