,Player,FG-FGA,3P-3PA,FT-FTA,Off,Def,Tot,PF,TP,A,TO,Blk,Stl,Min,Date,Event
0,Andrew Stefonowicz,3-5,2-4,2-2,2,1,3,1,10,4,2,0,0,30,04/23/2022,EYBL Session 2 (Indianapolis)
1,Jaden Morgan,0-2,0-1,0-0,1,2,3,0,0,2,1,0,0,6,04/23/2022,EYBL Session 2 (Indianapolis)
2,Jack Robison,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
3,Isaiah Johnson-Arigu,0-4,0-1,9-10,2,2,4,3,9,3,0,0,0,26,04/23/2022,EYBL Session 2 (Indianapolis)
4,Randy McClendon,0-6,0-3,2-2,0,2,2,1,2,2,0,1,0,29,04/23/2022,EYBL Session 2 (Indianapolis)
5,Daniel Freitag,10-17,4-6,6-6,1,7,8,1,30,3,6,1,2,30,04/23/2022,EYBL Session 2 (Indianapolis)
6,Jackson McAndrew,5-8,5-8,2-2,0,7,7,3,17,0,0,0,1,25,04/23/2022,EYBL Session 2 (Indianapolis)
7,Cash Chavis,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
8,Issac Snell,2-6,0-3,0-0,0,0,0,2,4,2,0,0,0,15,04/23/2022,EYBL Session 2 (Indianapolis)
9,Tahjavion Hurndon,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
10,Cedric Dixon,2-7,2-7,0-0,0,1,1,1,6,3,0,0,0,20,04/23/2022,EYBL Session 2 (Indianapolis)
11,Braeden Lloyd,4-5,3-4,2-4,1,5,6,1,13,4,0,0,1,23,04/23/2022,EYBL Session 2 (Indianapolis)
12,Dalen Fuller,2-7,1-5,2-2,1,2,3,2,7,1,2,0,1,17,04/23/2022,EYBL Session 2 (Indianapolis)
13,Darian Grant,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
14,Dayton Forsythe,5-9,0-2,4-5,0,3,3,1,14,6,4,0,2,31,04/23/2022,EYBL Session 2 (Indianapolis)
15,Dylan Warlick,9-15,0-1,4-4,2,6,8,3,22,2,1,0,0,32,04/23/2022,EYBL Session 2 (Indianapolis)
16,Reid Cason,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
17,Erik Madrid,2-2,0-0,0-0,0,0,0,1,4,0,0,0,0,5,04/23/2022,EYBL Session 2 (Indianapolis)
18,Antonio Barrett,6-9,2-3,0-0,2,2,4,3,14,4,1,0,1,32,04/23/2022,EYBL Session 2 (Indianapolis)
0,Gui Tesch,0-2,0-2,0-0,0,1,1,0,0,0,1,0,0,8,04/23/2022,EYBL Session 2 (Indianapolis)
1,Jayden Hastings,2-7,0-0,1-4,2,1,3,4,5,1,2,1,1,19,04/23/2022,EYBL Session 2 (Indianapolis)
2,Justin Johnson,2-5,0-0,0-0,0,4,4,0,4,0,1,0,0,16,04/23/2022,EYBL Session 2 (Indianapolis)
3,Marouf Moumine,0-2,0-0,4-4,1,1,2,0,4,1,0,0,1,14,04/23/2022,EYBL Session 2 (Indianapolis)
4,Kjei Parker,6-10,1-3,0-0,0,0,0,0,13,3,6,0,3,24,04/23/2022,EYBL Session 2 (Indianapolis)
5,A Jerome,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
6,A.Pierre Jerome,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
7,Mason Brown,8-11,0-0,3-6,4,0,4,1,19,0,0,0,1,20,04/23/2022,EYBL Session 2 (Indianapolis)
8,Nathaniel Sasser,4-10,0-1,1-4,3,2,5,1,9,1,2,1,2,20,04/23/2022,EYBL Session 2 (Indianapolis)
9,Nigle Cook,0-4,0-4,0-0,1,1,2,1,0,2,1,0,0,13,04/23/2022,EYBL Session 2 (Indianapolis)
10,Keenan Johnson,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
11,Gabriel Fajardo,4-10,2-5,2-2,0,3,3,4,12,0,0,0,1,17,04/23/2022,EYBL Session 2 (Indianapolis)
12,TBA,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
13,Dallas Jones,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
14,Kristian Gonzalez,1-2,0-1,0-0,1,1,2,1,2,2,1,1,3,10,04/23/2022,EYBL Session 2 (Indianapolis)
15,Broyce Batchan,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
16,Yarell Greer,4-5,2-3,0-0,1,3,4,0,10,8,2,0,0,15,04/23/2022,EYBL Session 2 (Indianapolis)
17,Devon Malcolm,9-13,2-5,0-0,3,2,5,2,20,3,2,1,2,19,04/23/2022,EYBL Session 2 (Indianapolis)
18,Tyler Bey,9-17,1-5,2-3,4,3,7,1,21,1,3,1,1,23,04/23/2022,EYBL Session 2 (Indianapolis)
19,Jackson Shelstad,9-15,5-8,0-0,0,6,6,1,23,2,2,0,2,21,04/23/2022,EYBL Session 2 (Indianapolis)
20,Jacob Bannarbie,0-0,0-0,0-1,0,2,2,5,0,0,0,1,0,8,04/23/2022,EYBL Session 2 (Indianapolis)
21,Kosy Akametu,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
22,Jimmy Oladokun,3-9,0-0,3-3,3,4,7,2,9,2,1,0,2,24,04/23/2022,EYBL Session 2 (Indianapolis)
23,Elhadji Seck,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
24,Pasha Goodarzi,4-8,1-2,0-0,0,1,1,1,9,0,1,1,1,21,04/23/2022,EYBL Session 2 (Indianapolis)
25,Chris White,0-1,0-1,0-0,1,1,2,1,0,1,1,0,0,6,04/23/2022,EYBL Session 2 (Indianapolis)
26,Dimitrius Dudley,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
27,King Wilhite,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
0,Rodrigo Farias,0-3,0-3,3-4,0,4,4,1,3,3,2,0,0,26,04/23/2022,EYBL Session 2 (Indianapolis)
1,J. Howard,1-4,0-2,0-0,0,4,4,1,2,3,1,0,0,17,04/23/2022,EYBL Session 2 (Indianapolis)
2,Derrell Odom,3-4,0-0,4-4,1,5,6,3,10,2,1,0,0,23,04/23/2022,EYBL Session 2 (Indianapolis)
3,CURTAVIAN Clark,1-1,0-0,0-0,0,0,0,3,2,0,0,0,0,2,04/23/2022,EYBL Session 2 (Indianapolis)
4,Gabriel Guasmore,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
5,Trajen Greco,6-12,2-6,1-1,0,9,9,2,15,5,4,0,4,31,04/23/2022,EYBL Session 2 (Indianapolis)
6,Daniel Mbaeteka,3-6,0-0,0-0,2,2,4,1,6,1,0,0,0,15,04/23/2022,EYBL Session 2 (Indianapolis)
7,Harold Lee,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,2,04/23/2022,EYBL Session 2 (Indianapolis)
8,R Mckenzie,4-6,0-1,0-0,0,0,0,1,8,0,3,0,0,11,04/23/2022,EYBL Session 2 (Indianapolis)
9,Karris Bilal,1-9,0-4,4-5,0,2,2,2,6,1,3,0,2,23,04/23/2022,EYBL Session 2 (Indianapolis)
10,Kevin Alabi,1-1,0-0,0-0,1,2,3,0,2,0,0,0,0,11,04/23/2022,EYBL Session 2 (Indianapolis)
11,Jadan Baugh,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
12,Lawrence Rudolph,1-5,0-1,0-0,0,3,3,2,2,8,1,2,5,32,04/23/2022,EYBL Session 2 (Indianapolis)
13,Zander Jimenez,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0,4,04/23/2022,EYBL Session 2 (Indianapolis)
14,Jase Butler,4-9,0-3,5-6,2,1,3,2,13,3,2,0,1,30,04/23/2022,EYBL Session 2 (Indianapolis)
15,Deundrae Perteete,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
16,Michael Lewis,4-12,2-9,0-0,1,3,4,0,10,3,4,0,0,30,04/23/2022,EYBL Session 2 (Indianapolis)
17,Tzahari Trevino,0-0,0-0,0-0,0,0,0,1,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
18,MARCUS WASHINGTON,0-0,0-0,0-0,0,0,0,1,0,0,0,0,0,4,04/23/2022,EYBL Session 2 (Indianapolis)
19,Steven Emeneke,0-0,0-0,0-0,1,1,2,0,0,0,0,0,0,7,04/23/2022,EYBL Session 2 (Indianapolis)
20,Tyler Thompson,7-15,1-6,4-6,3,4,7,2,19,1,1,0,0,27,04/23/2022,EYBL Session 2 (Indianapolis)
21,Austin Maurer,5-13,2-6,3-6,1,7,8,2,15,1,0,7,0,27,04/23/2022,EYBL Session 2 (Indianapolis)
22,Landon Wigington,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
0,Jacob Emmers,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0,3,04/23/2022,EYBL Session 2 (Indianapolis)
1,Amir McMillian,9-14,1-1,1-1,1,0,1,1,20,1,5,0,2,28,04/23/2022,EYBL Session 2 (Indianapolis)
2,Jaxson Ford,2-3,1-1,0-0,0,2,2,4,5,2,1,1,0,21,04/23/2022,EYBL Session 2 (Indianapolis)
3,Klairus Amir,0-2,0-2,0-0,0,0,0,0,0,2,0,0,0,5,04/23/2022,EYBL Session 2 (Indianapolis)
4,Jaxon Lee,0-0,0-0,0-0,0,1,1,1,0,2,0,0,0,11,04/23/2022,EYBL Session 2 (Indianapolis)
5,Doryan Onwuchekwa,4-10,1-2,4-5,2,6,8,0,13,3,3,0,0,28,04/23/2022,EYBL Session 2 (Indianapolis)
6,Rustan Griffen,2-6,0-3,0-0,2,1,3,1,4,0,0,0,0,17,04/23/2022,EYBL Session 2 (Indianapolis)
7,Liam McNeeley,9-20,0-5,1-4,1,10,11,2,19,1,2,0,3,27,04/23/2022,EYBL Session 2 (Indianapolis)
8,Landon Brown,1-3,1-3,0-0,0,1,1,2,3,4,1,0,0,21,04/23/2022,EYBL Session 2 (Indianapolis)
9,Ahmare Rose,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
10,Derek Peterson,0-1,0-1,0-0,0,1,1,1,0,3,2,0,0,15,04/23/2022,EYBL Session 2 (Indianapolis)
11,Roman Fisher,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0,2,04/23/2022,EYBL Session 2 (Indianapolis)
12,Julian Gomez,1-4,1-1,0-0,2,1,3,0,3,0,0,0,0,11,04/23/2022,EYBL Session 2 (Indianapolis)
13,Isaiah Elohim,7-12,0-1,0-0,0,6,6,1,14,2,1,1,3,28,04/23/2022,EYBL Session 2 (Indianapolis)
14,Tracy Bryden,0-0,0-0,0-0,0,1,1,1,0,1,1,1,1,6,04/23/2022,EYBL Session 2 (Indianapolis)
15,Jamari Phillips,8-18,2-6,2-2,0,3,3,3,20,5,2,0,1,29,04/23/2022,EYBL Session 2 (Indianapolis)
16,Stevie Prudholme,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0,6,04/23/2022,EYBL Session 2 (Indianapolis)
17,Mana Itsse,3-4,0-0,1-2,0,3,3,1,7,0,0,0,1,9,04/23/2022,EYBL Session 2 (Indianapolis)
18,Jayden Quaintance,9-12,1-2,0-0,3,3,6,3,19,1,1,6,5,25,04/23/2022,EYBL Session 2 (Indianapolis)
19,Jaxon Richardson,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,3,04/23/2022,EYBL Session 2 (Indianapolis)
20,Jason Richardson,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
21,Carter Bryant,4-12,0-2,0-0,1,3,4,1,8,6,1,1,0,26,04/23/2022,EYBL Session 2 (Indianapolis)
0,Moses Hipps,1-8,1-8,2-2,0,1,1,0,5,2,1,0,1,18,04/22/2022,EYBL Session 2 (Indianapolis)
1,Robert Wright,9-12,2-2,2-4,1,2,3,3,22,2,3,0,0,28,04/22/2022,EYBL Session 2 (Indianapolis)
2,Jalil Bethea,3-5,1-3,4-4,2,4,6,2,11,0,1,0,1,19,04/22/2022,EYBL Session 2 (Indianapolis)
3,Amir Williams,0-0,0-0,0-0,0,0,0,4,0,1,2,0,1,14,04/22/2022,EYBL Session 2 (Indianapolis)
4,Michael Jones,2-10,1-5,5-8,1,2,3,4,10,2,3,0,3,31,04/22/2022,EYBL Session 2 (Indianapolis)
5,Thomas Sorber,2-7,0-2,2-5,4,4,8,5,6,1,0,3,0,17,04/22/2022,EYBL Session 2 (Indianapolis)
6,Luke Bevilacqua,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2022,EYBL Session 2 (Indianapolis)
7,Elijah Brown,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2022,EYBL Session 2 (Indianapolis)
8,Makye Taylor,1-3,0-1,0-0,0,3,3,6,2,0,3,1,1,15,04/22/2022,EYBL Session 2 (Indianapolis)
9,Nick Coval,1-4,0-2,9-10,1,0,1,1,11,2,0,0,1,19,04/22/2022,EYBL Session 2 (Indianapolis)
10,Danzelle Coles,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2022,EYBL Session 2 (Indianapolis)
11,Markus Robinson,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2022,EYBL Session 2 (Indianapolis)
12,Ashley Sims,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2022,EYBL Session 2 (Indianapolis)
13,Christian Foy,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2022,EYBL Session 2 (Indianapolis)
14,Malik Johnson,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2022,EYBL Session 2 (Indianapolis)
15,Peter Quaye,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2022,EYBL Session 2 (Indianapolis)
16,Edward Joyner,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2022,EYBL Session 2 (Indianapolis)
17,Isreal Bosenge,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2022,EYBL Session 2 (Indianapolis)
18,Almani Aw,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2022,EYBL Session 2 (Indianapolis)
19,Kobe Broome,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2022,EYBL Session 2 (Indianapolis)
20,TaVeon Jones,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2022,EYBL Session 2 (Indianapolis)
21,Mason Hagedron,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2022,EYBL Session 2 (Indianapolis)
22,Zion Collins,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/22/2022,EYBL Session 2 (Indianapolis)
0,Player 10,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
1,Jalen Haralson,6-14,2-6,5-8,2,7,9,2,19,3,4,1,1,28,04/23/2022,EYBL Session 2 (Indianapolis)
2,TBA,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
3,Trent Sisley,1-7,0-2,0-0,2,3,5,4,2,0,0,1,0,18,04/23/2022,EYBL Session 2 (Indianapolis)
4,TBA,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
5,Brauntae johnson,2-4,1-1,2-4,1,3,4,1,7,3,2,0,3,19,04/23/2022,EYBL Session 2 (Indianapolis)
6,Jaiden Rayna,0-1,0-1,0-0,0,1,1,0,0,2,1,0,0,8,04/23/2022,EYBL Session 2 (Indianapolis)
7,TBA,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
8,Kanon Catchings,4-12,3-6,2-3,4,3,7,1,13,2,0,1,0,23,04/23/2022,EYBL Session 2 (Indianapolis)
9,Ajani Washington,0-3,0-2,0-0,2,1,3,1,0,0,1,0,0,8,04/23/2022,EYBL Session 2 (Indianapolis)
10,TBA,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
11,Ian Ioppolo,1-4,0-3,0-0,0,0,0,2,2,0,0,0,1,7,04/23/2022,EYBL Session 2 (Indianapolis)
12,TBA,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
13,Lyna Brooks,1-2,0-0,0-0,0,0,0,0,2,0,1,0,0,4,04/23/2022,EYBL Session 2 (Indianapolis)
14,TBA,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
15,Micah Davis,7-13,3-5,0-2,3,2,5,0,17,5,3,0,0,30,04/23/2022,EYBL Session 2 (Indianapolis)
16,Player,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
17,Jesse Mcculloch,0-3,0-2,0-0,0,4,4,5,0,1,0,0,0,15,04/23/2022,EYBL Session 2 (Indianapolis)
18,Dorian Williams,1-4,0-1,0-0,1,1,2,0,2,0,0,0,0,7,04/23/2022,EYBL Session 2 (Indianapolis)
19,Samuel Johnson,3-7,0-1,0-2,4,2,6,0,6,2,0,0,0,11,04/23/2022,EYBL Session 2 (Indianapolis)
20,AJ McBride,7-10,1-2,1-2,2,1,3,4,16,2,0,0,2,18,04/23/2022,EYBL Session 2 (Indianapolis)
21,Mason Shrout,4-9,2-5,0-0,1,2,3,5,10,7,3,0,1,25,04/23/2022,EYBL Session 2 (Indianapolis)
22,Virgil Hall,1-1,0-0,0-0,0,1,1,0,2,0,0,0,0,3,04/23/2022,EYBL Session 2 (Indianapolis)
23,Tyler McKinley,9-18,0-3,7-13,2,10,12,2,25,5,3,2,2,28,04/23/2022,EYBL Session 2 (Indianapolis)
24,Cortez Freeman,0-1,0-0,0-0,0,0,0,0,0,0,0,0,1,2,04/23/2022,EYBL Session 2 (Indianapolis)
25,Delamarr Blanton,0-0,0-0,0-0,0,0,0,1,0,1,0,0,0,5,04/23/2022,EYBL Session 2 (Indianapolis)
26,Xander Wedlow,1-1,0-0,0-0,0,1,1,0,2,0,1,2,0,7,04/23/2022,EYBL Session 2 (Indianapolis)
27,Calvin Little,1-4,0-0,0-0,1,5,6,4,2,6,1,0,2,25,04/23/2022,EYBL Session 2 (Indianapolis)
28,Jackson Washington,2-5,2-4,0-1,0,1,1,3,6,1,0,0,0,20,04/23/2022,EYBL Session 2 (Indianapolis)
0,Nathan Johnson,1-1,0-0,0-0,0,0,0,2,2,0,2,1,0,7,04/23/2022,EYBL Session 2 (Indianapolis)
1,DONTEZ SCOTT,0-2,0-1,0-0,0,2,2,0,0,1,0,0,0,15,04/23/2022,EYBL Session 2 (Indianapolis)
2,Durral Brooks,7-17,1-2,4-7,0,5,5,1,19,2,1,2,1,37,04/23/2022,EYBL Session 2 (Indianapolis)
3,Ayden Davis,1-6,0-0,1-1,5,2,7,5,3,0,0,0,1,20,04/23/2022,EYBL Session 2 (Indianapolis)
4,Jaylan Ouwinga,4-5,0-0,0-0,2,1,3,3,8,0,1,0,1,25,04/23/2022,EYBL Session 2 (Indianapolis)
5,Tyler Ode,1-4,0-2,0-0,0,0,0,1,2,2,1,0,0,28,04/23/2022,EYBL Session 2 (Indianapolis)
6,Merritt Alderink,1-1,0-0,0-0,0,0,0,1,2,0,1,1,0,11,04/23/2022,EYBL Session 2 (Indianapolis)
7,keshawn Fisher,0-1,0-0,0-0,1,0,1,1,0,0,0,0,0,3,04/23/2022,EYBL Session 2 (Indianapolis)
8,Elijah Ryans,4-11,3-7,0-0,0,4,4,1,11,3,1,0,0,33,04/23/2022,EYBL Session 2 (Indianapolis)
9,Ryan Hatcher,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0,5,04/23/2022,EYBL Session 2 (Indianapolis)
10,Jayden Williams,1-2,0-1,0-0,0,1,1,3,2,1,2,0,1,20,04/23/2022,EYBL Session 2 (Indianapolis)
11,Johnuel Fland,5-11,3-5,0-0,0,3,3,2,13,1,0,0,0,21,04/23/2022,EYBL Session 2 (Indianapolis)
12,Player,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
13,Nasir Rodriguez,5-7,2-2,3-5,4,3,7,1,15,1,0,0,0,14,04/23/2022,EYBL Session 2 (Indianapolis)
14,Abraham Rosario,4-6,0-0,0-0,4,2,6,0,8,0,0,0,0,14,04/23/2022,EYBL Session 2 (Indianapolis)
15,Bryan Ndjonga,0-1,0-0,0-0,0,0,0,0,0,1,0,0,1,4,04/23/2022,EYBL Session 2 (Indianapolis)
16,Jason Schofield,0-3,0-0,2-2,1,1,2,2,2,2,0,0,0,22,04/23/2022,EYBL Session 2 (Indianapolis)
17,Yves Missi,6-10,0-3,5-10,2,4,6,1,17,0,2,3,1,27,04/23/2022,EYBL Session 2 (Indianapolis)
18,Samir Thomas,0-1,0-1,1-2,0,1,1,2,1,0,1,0,0,17,04/23/2022,EYBL Session 2 (Indianapolis)
19,Danny Carbuccia,0-2,0-0,0-0,0,2,2,1,0,1,0,0,0,23,04/23/2022,EYBL Session 2 (Indianapolis)
20,Justin Menard,1-5,1-4,0-0,0,2,2,1,3,3,0,0,0,20,04/23/2022,EYBL Session 2 (Indianapolis)
21,Terry Copeland,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
0,Daquan Davis,5-12,2-5,1-2,2,1,3,0,13,5,1,0,3,22,04/23/2022,EYBL Session 2 (Indianapolis)
1,Nykolas Lewis,2-4,0-1,3-4,1,1,2,0,7,3,2,0,6,22,04/23/2022,EYBL Session 2 (Indianapolis)
2,Nathan Guerengomba,5-11,0-2,2-4,0,6,6,0,12,2,0,1,2,23,04/23/2022,EYBL Session 2 (Indianapolis)
3,Alfred Swinton,3-7,1-3,3-3,0,3,3,1,10,1,0,0,2,16,04/23/2022,EYBL Session 2 (Indianapolis)
4,Mekai Johnson,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,2,04/23/2022,EYBL Session 2 (Indianapolis)
5,Nijel Howard,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0,2,04/23/2022,EYBL Session 2 (Indianapolis)
6,Garrett Sundra,1-3,0-0,0-0,3,4,7,0,2,0,0,1,3,19,04/23/2022,EYBL Session 2 (Indianapolis)
7,Daniel Holmes,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,2,04/23/2022,EYBL Session 2 (Indianapolis)
8,Benjamin Hammond,2-5,0-1,0-0,1,1,2,1,4,2,2,0,0,11,04/23/2022,EYBL Session 2 (Indianapolis)
9,Christian Gurdak,0-1,0-0,3-4,1,2,3,2,3,0,0,0,0,11,04/23/2022,EYBL Session 2 (Indianapolis)
10,Rulian Stewart,2-5,0-3,1-2,0,1,1,2,5,0,1,0,0,14,04/23/2022,EYBL Session 2 (Indianapolis)
11,Caleb Williams,3-6,3-5,0-0,0,3,3,3,9,0,4,0,3,19,04/23/2022,EYBL Session 2 (Indianapolis)
12,jalik dunkley-distant,2-7,0-0,0-0,2,6,8,4,4,2,3,0,1,23,04/23/2022,EYBL Session 2 (Indianapolis)
13,Dylan Craven,1-3,0-1,0-0,0,1,1,2,2,4,8,0,1,27,04/23/2022,EYBL Session 2 (Indianapolis)
14,Oliver Engen,1-3,0-0,0-0,0,1,1,1,2,0,2,0,0,13,04/23/2022,EYBL Session 2 (Indianapolis)
15,Jahnai Dunkley-Distant,0-4,0-1,1-2,1,1,2,2,1,0,2,0,0,16,04/23/2022,EYBL Session 2 (Indianapolis)
16,Tyson lama,1-2,0-1,0-0,0,3,3,1,2,3,2,0,2,16,04/23/2022,EYBL Session 2 (Indianapolis)
17,Remil Tissington,8-15,3-5,1-2,1,3,4,0,20,0,5,1,0,25,04/23/2022,EYBL Session 2 (Indianapolis)
18,Andrew McKenna,0-2,0-1,2-2,0,2,2,1,2,0,0,1,0,18,04/23/2022,EYBL Session 2 (Indianapolis)
19,Amare Hamilton,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
20,Zain Mahmood,1-2,1-2,0-0,0,1,1,0,3,0,0,0,0,5,04/23/2022,EYBL Session 2 (Indianapolis)
21,Theo Greene,1-4,0-2,1-2,1,2,3,1,3,0,2,0,0,18,04/23/2022,EYBL Session 2 (Indianapolis)
0,Dallas Hobbs,1-4,1-3,0-0,0,2,2,0,3,3,2,0,0,16,04/23/2022,EYBL Session 2 (Indianapolis)
1,Corey Chest,6-7,0-0,0-2,3,2,5,3,12,1,0,1,0,15,04/23/2022,EYBL Session 2 (Indianapolis)
2,Zyon Little,1-3,0-0,2-2,0,3,3,2,4,1,1,0,0,18,04/23/2022,EYBL Session 2 (Indianapolis)
3,Luke Oxford,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,2,04/23/2022,EYBL Session 2 (Indianapolis)
4,Marcus Millender,0-1,0-0,0-0,0,0,0,0,0,1,0,0,0,6,04/23/2022,EYBL Session 2 (Indianapolis)
5,Todd Jones,0-0,0-0,0-0,0,0,0,1,0,0,0,0,0,1,04/23/2022,EYBL Session 2 (Indianapolis)
6,Wesley Yates,4-9,0-4,4-5,2,1,3,1,12,1,1,1,1,26,04/23/2022,EYBL Session 2 (Indianapolis)
7,kyran ratliff,4-6,0-0,1-2,2,2,4,1,9,0,1,4,0,15,04/23/2022,EYBL Session 2 (Indianapolis)
8,K DeLuma,1-2,0-0,1-1,1,3,4,1,3,1,0,0,0,12,04/23/2022,EYBL Session 2 (Indianapolis)
9,Kameron Johnson,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
10,Christopher Lockett,5-6,3-4,0-3,0,5,5,1,13,6,0,0,3,23,04/23/2022,EYBL Session 2 (Indianapolis)
11,Frederick Payne,8-14,1-3,2-2,0,3,3,1,19,1,2,0,0,23,04/23/2022,EYBL Session 2 (Indianapolis)
12,Fabio Basili,0-0,0-0,0-0,0,0,0,2,0,0,1,0,1,10,04/23/2022,EYBL Session 2 (Indianapolis)
13,Jason Jackson,0-3,0-3,2-4,1,1,2,0,2,2,0,1,2,17,04/23/2022,EYBL Session 2 (Indianapolis)
14,Edgerrin James,6-10,0-1,0-0,0,0,0,2,12,9,3,0,2,27,04/23/2022,EYBL Session 2 (Indianapolis)
15,Cole White,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/23/2022,EYBL Session 2 (Indianapolis)
16,Jordan Burks,1-3,1-2,0-0,0,1,1,0,3,0,1,0,0,8,04/23/2022,EYBL Session 2 (Indianapolis)
17,Carson Cooper,1-2,0-0,0-2,1,0,1,2,2,0,0,2,0,11,04/23/2022,EYBL Session 2 (Indianapolis)
