LINEUPS,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
".D. Green, .A. Wiggins, .G. Payton II, .J. Poole, .J. Kuminga",GSW,3,2.4,4.3,1.0,3.3,30.0,0.3,1.3,25.0,2.0,3.0,66.7,0.3,2.0,2.3,0.7,0.3,0.0,0.0,0.3,0.7,1.7,0.3
".N. Bjelica, .D. Lee, .J. Poole, .J. Kuminga, .M. Moody",GSW,3,2.3,8.3,3.3,5.3,62.5,1.0,2.3,42.9,0.7,0.7,100,1.0,0.7,1.7,1.0,0.7,0.3,0.0,0.7,3.3,0.3,0.7
".S. Curry, .N. Bjelica, .A. Wiggins, .J. Kuminga, .M. Moody",GSW,3,2.3,2.3,0.7,4.3,15.4,0.3,3.0,11.1,0.7,0.7,100,0.7,2.0,2.7,0.7,1.3,0.3,0.0,0.3,1.0,1.0,-3.3
".A. Iguodala, .S. Curry, .O. Porter Jr., .G. Payton II, .D. Lee",GSW,3,2.2,5.0,2.3,4.7,50.0,0.3,2.0,16.7,0.0,0.0,0.0,1.3,1.0,2.3,1.3,0.7,0.3,0.7,0.3,0.7,0.3,-1.0
".N. Bjelica, .A. Wiggins, .D. Lee, .J. Poole, .J. Kuminga",GSW,3,2.2,5.7,2.3,3.7,63.6,1.0,1.3,75.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.7,0.0,0.0,0.0,1.7,0.7,2.3
".S. Curry, .A. Wiggins, .G. Payton II, .J. Toscano-Anderson, .J. Poole",GSW,3,2.2,7.7,2.3,3.7,63.6,1.3,2.3,57.1,1.7,2.7,62.5,0.7,0.7,1.3,1.7,1.3,1.3,1.0,0.0,0.7,1.7,2.7
".D. Lee, .J. Toscano-Anderson, .J. Kuminga, .J. Dowtin, .M. Moody",GSW,3,2.1,6.7,2.3,3.3,70.0,0.3,1.0,33.3,1.7,1.7,100,0.0,2.3,2.3,0.7,0.7,1.0,0.7,0.0,1.0,1.3,4.7
".K. Thompson, .A. Wiggins, .K. Looney, .J. Toscano-Anderson, .J. Poole",GSW,3,2.1,3.3,1.3,5.0,26.7,0.7,2.7,25.0,0.0,0.7,0.0,2.3,1.7,4.0,1.0,1.3,1.0,0.3,0.7,0.3,0.3,0.7
".N. Bjelica, .A. Wiggins, .G. Payton II, .J. Toscano-Anderson, .J. Poole",GSW,3,2.1,3.7,1.3,3.0,44.4,0.0,1.0,0.0,1.0,1.3,75.0,0.7,0.3,1.0,1.0,1.0,0.3,0.3,0.3,0.7,1.0,-0.7
".S. Curry, .D. Green, .O. Porter Jr., .D. Lee, .J. Toscano-Anderson",GSW,3,2.0,8.3,3.3,4.3,76.9,0.7,1.7,40.0,1.0,1.0,100,0.3,1.3,1.7,2.3,0.3,1.3,0.7,0.0,1.3,1.0,4.3
".A. Iguodala, .S. Curry, .O. Porter Jr., .A. Wiggins, .K. Looney",GSW,3,1.9,4.7,1.7,4.0,41.7,1.0,3.0,33.3,0.3,0.3,100,0.7,1.0,1.7,1.7,0.3,0.3,0.0,0.0,1.0,1.0,0.3
".D. Green, .O. Porter Jr., .G. Payton II, .J. Toscano-Anderson, .J. Poole",GSW,3,1.9,4.3,1.7,3.0,55.6,0.0,1.0,0.0,1.0,1.3,75.0,0.3,1.3,1.7,0.7,0.3,0.0,0.3,0.0,1.3,1.3,-1.3
".A. Wiggins, .K. Looney, .G. Payton II, .J. Poole, .J. Kuminga",GSW,3,1.8,6.7,2.0,3.0,66.7,0.7,1.3,50.0,2.0,2.0,100,1.0,2.0,3.0,1.0,0.3,0.3,0.0,0.3,0.7,1.3,3.0
".S. Curry, .N. Bjelica, .A. Wiggins, .D. Lee, .J. Kuminga",GSW,3,1.8,2.7,1.0,3.7,27.3,0.3,1.7,20.0,0.3,0.3,100,0.3,2.3,2.7,0.7,0.7,0.3,0.0,0.0,0.3,0.3,-0.3
".D. Green, .A. Wiggins, .K. Looney, .J. Poole, .M. Moody",GSW,3,1.7,2.0,0.3,2.3,14.3,0.0,1.0,0.0,1.3,1.3,100,0.7,1.7,2.3,0.0,1.3,0.3,0.0,0.0,0.0,0.7,-0.7
".N. Bjelica, .G. Payton II, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,3,1.7,2.7,1.3,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.7,0.0,0.0,0.0,1.7,0.0,-1.3
".N. Bjelica, .O. Porter Jr., .A. Wiggins, .G. Payton II, .J. Poole",GSW,3,1.7,3.7,1.0,3.7,27.3,0.7,1.3,50.0,1.0,1.3,75.0,1.3,1.0,2.3,1.0,0.3,0.3,0.0,0.3,0.3,0.7,0.0
".S. Curry, .K. Thompson, .O. Porter Jr., .A. Wiggins, .J. Kuminga",GSW,3,1.7,4.3,1.0,2.7,37.5,0.3,1.7,20.0,2.0,2.3,85.7,0.7,1.0,1.7,0.7,0.3,0.0,0.3,0.0,1.0,1.0,-1.7
".S. Curry, .N. Bjelica, .D. Green, .O. Porter Jr., .G. Payton II",GSW,3,1.7,4.0,1.7,3.7,45.5,0.7,1.3,50.0,0.0,0.0,0.0,0.3,1.0,1.3,1.3,0.3,1.0,0.0,0.3,0.7,0.0,1.7
".S. Curry, .N. Bjelica, .K. Thompson, .O. Porter Jr., .J. Poole",GSW,3,1.7,4.7,2.0,4.3,46.2,0.3,2.0,16.7,0.3,0.7,50.0,1.0,1.3,2.3,1.0,0.3,0.7,0.0,0.0,1.3,1.0,2.0
".D. Green, .O. Porter Jr., .A. Wiggins, .D. Lee, .J. Poole",GSW,3,1.6,3.3,1.3,3.0,44.4,0.7,1.3,50.0,0.0,0.0,0.0,0.0,0.7,0.7,1.3,0.3,0.3,0.0,0.0,1.3,0.0,-2.0
".K. Thompson, .A. Wiggins, .K. Looney, .G. Payton II, .J. Poole",GSW,3,1.5,4.3,1.3,2.3,57.1,0.3,0.7,50.0,1.3,1.7,80.0,0.0,0.7,0.7,0.3,0.3,0.7,0.3,0.0,0.7,0.7,1.0
".N. Bjelica, .O. Porter Jr., .G. Payton II, .J. Toscano-Anderson, .J. Poole",GSW,3,1.5,3.0,1.0,2.3,42.9,0.0,1.0,0.0,1.0,1.3,75.0,0.3,0.7,1.0,0.3,0.3,0.3,0.0,0.0,0.3,1.3,0.0
".D. Green, .A. Wiggins, .C. Chiozza, .J. Toscano-Anderson, .J. Poole",GSW,3,1.4,2.3,0.7,3.0,22.2,0.7,1.3,50.0,0.3,0.7,50.0,0.7,1.0,1.7,0.7,0.0,0.0,0.3,0.0,1.0,0.3,1.3
".D. Green, .O. Porter Jr., .A. Wiggins, .J. Toscano-Anderson, .J. Poole",GSW,3,1.4,3.0,1.3,2.7,50.0,0.0,0.7,0.0,0.3,0.7,50.0,0.7,0.7,1.3,0.7,0.3,0.7,0.0,0.0,0.3,0.3,-0.3
".N. Bjelica, .D. Green, .O. Porter Jr., .G. Payton II, .J. Poole",GSW,3,1.4,3.7,1.3,1.7,80.0,0.7,1.0,66.7,0.3,0.7,50.0,0.0,0.7,0.7,1.3,0.3,0.0,0.0,0.0,0.7,0.3,-1.3
".S. Curry, .N. Bjelica, .K. Thompson, .O. Porter Jr., .D. Lee",GSW,3,1.4,2.7,1.0,2.3,42.9,0.7,0.7,100,0.0,0.0,0.0,0.3,1.3,1.7,1.0,0.3,0.0,0.0,0.3,0.3,0.7,1.0
".A. Iguodala, .S. Curry, .N. Bjelica, .D. Lee, .J. Poole",GSW,3,1.2,3.3,1.3,2.0,66.7,0.0,0.7,0.0,0.7,0.7,100,0.3,0.7,1.0,1.0,0.7,0.3,0.0,0.0,1.0,0.3,0.7
".A. Iguodala, .S. Curry, .A. Wiggins, .K. Looney, .D. Lee",GSW,3,1.1,0.7,0.3,1.7,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,1.0,1.3,0.0,0.3,0.0,0.0,0.0,0.3,0.7,-2.0
".A. Wiggins, .K. Looney, .C. Chiozza, .J. Toscano-Anderson, .J. Poole",GSW,3,1.1,1.7,0.7,1.3,50.0,0.0,0.3,0.0,0.3,1.3,25.0,0.3,1.0,1.3,0.3,0.7,0.0,0.0,0.0,0.0,0.7,0.0
".A. Iguodala, .S. Curry, .D. Green, .A. Wiggins, .K. Looney",GSW,3,1.0,0.7,0.3,1.0,33.3,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,1.0,0.3,-2.0
".S. Curry, .O. Porter Jr., .A. Wiggins, .J. Toscano-Anderson, .J. Poole",GSW,3,1.0,4.3,1.3,2.0,66.7,0.3,0.7,50.0,1.3,1.7,80.0,0.3,0.7,1.0,0.3,0.0,0.3,0.0,0.3,0.7,0.7,1.3
".S. Curry, .O. Porter Jr., .G. Payton II, .D. Lee, .J. Toscano-Anderson",GSW,3,1.0,4.0,1.7,2.3,71.4,0.7,1.0,66.7,0.0,0.0,0.0,0.3,0.7,1.0,1.0,0.3,0.0,0.0,0.0,0.3,0.0,1.3
".S. Curry, .A. Wiggins, .D. Lee, .J. Poole, .J. Kuminga",GSW,3,0.9,1.7,0.7,1.0,66.7,0.0,0.0,0.0,0.3,0.7,50.0,0.0,0.3,0.3,0.3,0.7,0.0,0.0,0.0,1.0,0.3,0.0
".S. Curry, .N. Bjelica, .O. Porter Jr., .A. Wiggins, .J. Poole",GSW,3,0.9,1.3,0.3,1.3,25.0,0.3,0.7,50.0,0.3,0.7,50.0,0.0,1.0,1.0,0.3,0.0,0.0,0.0,0.0,0.3,0.7,-0.3
".S. Curry, .O. Porter Jr., .A. Wiggins, .D. Lee, .J. Toscano-Anderson",GSW,3,0.8,1.3,0.3,1.0,33.3,0.3,0.7,50.0,0.3,0.7,50.0,0.0,0.3,0.3,0.3,0.7,0.0,0.0,0.0,0.3,0.3,-3.0
".D. Green, .O. Porter Jr., .A. Wiggins, .K. Looney, .J. Poole",GSW,3,0.7,1.3,0.7,1.7,40.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.7,1.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,-0.7
".N. Bjelica, .K. Thompson, .O. Porter Jr., .G. Payton II, .J. Poole",GSW,3,0.7,1.7,0.3,1.3,25.0,0.0,0.7,0.0,1.0,1.7,60.0,0.3,0.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,-0.3
".S. Curry, .N. Bjelica, .O. Porter Jr., .A. Wiggins, .G. Payton II",GSW,3,0.5,0.3,0.0,0.7,0.0,0.0,0.7,0.0,0.3,1.3,25.0,0.3,0.7,1.0,0.0,0.3,0.3,0.0,0.0,0.3,1.0,-0.3
".S. Curry, .D. Green, .O. Porter Jr., .J. Toscano-Anderson, .J. Poole",GSW,3,0.4,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,-1.0
".S. Curry, .N. Bjelica, .O. Porter Jr., .J. Toscano-Anderson, .J. Poole",GSW,3,0.4,2.7,1.0,1.7,60.0,0.7,1.3,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.7
".A. Wiggins, .K. Looney, .G. Payton II, .J. Toscano-Anderson, .J. Kuminga",GSW,3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
".A. Iguodala, .A. Wiggins, .K. Looney, .G. Payton II, .J. Toscano-Anderson",GSW,3,0.1,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-0.3
".S. Curry, .D. Green, .O. Porter Jr., .K. Looney, .G. Payton II",GSW,2,14.5,43.5,17.0,29.5,57.6,5.0,11.5,43.5,4.5,5.5,81.8,5.0,10.0,15.0,11.5,2.5,2.0,3.5,0.5,6.0,5.0,9.5
".K. Looney, .D. Lee, .J. Toscano-Anderson, .J. Poole, .M. Moody",GSW,2,13.1,35.5,12.5,25.0,50.0,7.0,13.5,51.9,3.5,3.5,100,3.0,8.0,11.0,8.5,3.5,1.0,0.0,0.5,4.0,3.5,-1.5
".A. Iguodala, .S. Curry, .N. Bjelica, .D. Lee, .J. Toscano-Anderson",GSW,2,8.2,23.5,8.0,15.5,51.6,2.5,6.5,38.5,5.0,5.0,100,1.0,6.0,7.0,5.0,0.5,0.0,1.0,0.5,5.0,3.5,3.5
".K. Thompson, .D. Green, .A. Wiggins, .K. Looney, .J. Poole",GSW,2,8.1,14.0,6.0,16.5,36.4,1.0,4.5,22.2,1.0,1.0,100,1.5,7.5,9.0,4.5,2.0,0.5,0.0,1.5,3.5,1.5,-5.0
".A. Iguodala, .S. Curry, .O. Porter Jr., .D. Lee, .J. Kuminga",GSW,2,7.9,15.0,5.0,14.5,34.5,1.0,6.5,15.4,4.0,5.5,72.7,4.0,8.0,12.0,3.5,4.0,1.0,0.5,0.5,3.5,5.0,4.0
".K. Thompson, .D. Green, .O. Porter Jr., .G. Payton II, .D. Lee",GSW,2,7.3,15.5,5.5,14.0,39.3,0.5,3.5,14.3,4.0,4.5,88.9,2.5,5.0,7.5,3.5,3.0,2.5,0.0,0.5,3.5,4.0,-0.5
".K. Thompson, .J. Toscano-Anderson, .J. Poole, .J. Kuminga, .M. Moody",GSW,2,7.1,16.5,6.5,13.0,50.0,2.5,5.0,50.0,1.0,3.0,33.3,2.0,6.5,8.5,3.5,3.0,1.0,1.0,0.0,2.5,3.0,4.0
".G. Payton II, .D. Lee, .J. Toscano-Anderson, .J. Kuminga, .M. Moody",GSW,2,6.3,14.0,5.0,10.0,50.0,2.0,4.0,50.0,2.0,3.5,57.1,0.5,5.0,5.5,3.0,1.0,0.5,0.0,1.0,2.5,2.5,-0.5
".K. Thompson, .K. Looney, .G. Payton II, .D. Lee, .J. Poole",GSW,2,6.3,14.5,5.5,10.0,55.0,1.5,4.5,33.3,2.0,2.0,100,2.0,5.5,7.5,3.0,2.5,0.0,0.5,0.5,1.5,3.0,6.0
".S. Curry, .A. Wiggins, .K. Looney, .G. Payton II, .J. Toscano-Anderson",GSW,2,6.0,11.5,4.5,9.5,47.4,0.5,3.0,16.7,2.0,3.0,66.7,1.5,4.5,6.0,3.5,3.5,1.0,0.0,1.0,1.5,2.0,-1.5
".S. Curry, .J. Toscano-Anderson, .J. Poole, .J. Kuminga, .M. Moody",GSW,2,5.0,7.0,2.5,8.0,31.3,1.0,4.0,25.0,1.0,1.0,100,1.0,2.0,3.0,1.5,2.0,1.5,0.0,1.5,1.0,0.5,-7.5
".S. Curry, .N. Bjelica, .G. Payton II, .D. Lee, .J. Kuminga",GSW,2,4.5,10.0,3.5,6.5,53.8,2.0,4.0,50.0,1.0,1.0,100,0.5,1.5,2.0,3.0,0.5,1.5,0.5,0.0,1.5,1.0,-0.5
".N. Bjelica, .K. Thompson, .O. Porter Jr., .J. Poole, .J. Kuminga",GSW,2,4.4,13.0,5.5,8.5,64.7,1.5,2.5,60.0,0.5,1.0,50.0,1.0,3.5,4.5,3.0,1.0,1.5,0.5,0.5,3.0,1.5,0.5
".N. Bjelica, .K. Thompson, .O. Porter Jr., .C. Chiozza, .J. Kuminga",GSW,2,4.3,9.0,3.5,5.5,63.6,1.5,3.0,50.0,0.5,1.0,50.0,0.0,2.5,2.5,3.0,2.0,1.0,0.0,0.0,1.0,0.5,0.5
".S. Curry, .D. Green, .A. Wiggins, .K. Looney, .C. Chiozza",GSW,2,4.3,10.0,4.0,10.5,38.1,2.0,5.0,40.0,0.0,0.0,0.0,3.0,3.5,6.5,3.5,0.5,1.0,0.0,1.0,1.0,1.0,3.5
".S. Curry, .D. Green, .K. Looney, .D. Lee, .J. Kuminga",GSW,2,4.3,7.5,3.0,6.0,50.0,1.0,3.0,33.3,0.5,1.0,50.0,0.0,4.5,4.5,1.5,2.5,1.5,0.5,0.0,2.0,0.5,1.0
".A. Iguodala, .N. Bjelica, .O. Porter Jr., .J. Poole, .M. Moody",GSW,2,4.1,8.5,3.0,8.0,37.5,1.5,4.5,33.3,1.0,1.0,100,0.5,4.5,5.0,2.0,0.5,1.5,1.0,1.0,1.5,1.0,5.0
".G. Payton II, .D. Lee, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,2,3.9,12.5,4.5,6.5,69.2,1.5,3.5,42.9,2.0,2.0,100,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,1.5,1.5,1.0
".S. Curry, .N. Bjelica, .D. Green, .A. Wiggins, .D. Lee",GSW,2,3.8,9.0,3.0,7.5,40.0,1.0,3.0,33.3,2.0,3.0,66.7,1.0,3.0,4.0,2.5,0.5,0.0,0.0,0.0,0.5,2.5,1.0
".K. Thompson, .O. Porter Jr., .D. Lee, .J. Poole, .J. Kuminga",GSW,2,3.5,9.5,3.0,7.0,42.9,1.0,2.0,50.0,2.5,3.0,83.3,1.0,4.5,5.5,1.5,0.5,0.0,1.0,0.5,0.0,1.5,2.5
".S. Curry, .K. Thompson, .J. Toscano-Anderson, .J. Kuminga, .M. Moody",GSW,2,3.5,8.0,3.0,4.5,66.7,0.5,2.0,25.0,1.5,1.5,100,0.0,2.0,2.0,2.5,2.0,0.0,0.5,0.0,1.5,1.0,-2.5
".A. Wiggins, .G. Payton II, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,2,3.4,7.5,3.0,6.0,50.0,1.5,4.0,37.5,0.0,0.0,0.0,0.5,3.5,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.5
".N. Bjelica, .K. Thompson, .O. Porter Jr., .A. Wiggins, .J. Poole",GSW,2,3.4,7.5,2.0,5.0,40.0,1.0,2.5,40.0,2.5,3.0,83.3,1.0,2.0,3.0,1.0,0.5,0.5,1.0,0.0,3.0,2.0,-2.0
".A. Iguodala, .S. Curry, .D. Green, .O. Porter Jr., .D. Lee",GSW,2,3.3,10.5,4.5,6.0,75.0,1.5,3.0,50.0,0.0,0.0,0.0,0.0,2.5,2.5,4.0,0.5,0.5,0.5,0.0,0.5,0.5,5.5
".S. Curry, .N. Bjelica, .K. Thompson, .J. Kuminga, .M. Moody",GSW,2,3.3,9.5,3.5,6.5,53.8,1.5,3.0,50.0,1.0,1.0,100,1.0,2.0,3.0,2.0,0.5,0.0,0.0,0.0,2.5,0.5,-1.5
".A. Iguodala, .N. Bjelica, .A. Wiggins, .D. Lee, .J. Kuminga",GSW,2,3.2,2.5,1.0,5.5,18.2,0.0,2.0,0.0,0.5,1.0,50.0,0.5,2.0,2.5,0.5,1.5,0.0,1.0,0.5,0.5,1.5,-5.0
".G. Payton II, .C. Chiozza, .J. Toscano-Anderson, .J. Kuminga, .M. Moody",GSW,2,3.2,3.5,1.0,4.5,22.2,1.0,3.0,33.3,0.5,1.0,50.0,0.5,2.0,2.5,1.0,3.0,1.0,0.0,0.0,2.0,1.0,-5.5
".K. Looney, .C. Chiozza, .J. Toscano-Anderson, .J. Poole, .M. Moody",GSW,2,3.2,6.0,1.5,6.0,25.0,1.0,3.5,28.6,2.0,3.5,57.1,1.0,1.5,2.5,1.0,0.0,1.0,0.0,1.0,1.0,2.5,-0.5
".S. Curry, .O. Porter Jr., .A. Wiggins, .D. Lee, .J. Kuminga",GSW,2,3.2,7.5,3.0,6.0,50.0,0.5,3.0,16.7,1.0,1.0,100,0.5,4.0,4.5,1.5,1.0,0.0,0.5,0.0,1.5,0.5,0.5
".A. Iguodala, .S. Curry, .K. Thompson, .A. Wiggins, .G. Payton II",GSW,2,3.0,3.0,1.5,6.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,1.0,0.5,0.5,0.5,0.0,1.5,0.0,-5.5
".K. Looney, .D. Lee, .C. Chiozza, .J. Toscano-Anderson, .J. Kuminga",GSW,2,3.0,3.5,1.5,4.0,37.5,0.5,1.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,2.0,0.0,0.0,0.5,1.0,0.0,-5.5
".A. Iguodala, .S. Curry, .A. Wiggins, .K. Looney, .G. Payton II",GSW,2,2.9,7.0,2.5,8.5,29.4,0.0,3.5,0.0,2.0,2.0,100,3.0,3.5,6.5,0.5,0.5,1.5,0.5,0.0,2.0,1.5,5.5
".D. Green, .A. Wiggins, .G. Payton II, .J. Toscano-Anderson, .J. Poole",GSW,2,2.9,8.5,3.5,6.0,58.3,1.0,3.5,28.6,0.5,0.5,100,0.5,1.5,2.0,2.5,0.0,0.5,0.5,0.0,1.0,2.0,3.0
".A. Iguodala, .O. Porter Jr., .D. Lee, .J. Poole, .J. Kuminga",GSW,2,2.8,4.0,0.5,5.0,10.0,0.5,3.0,16.7,2.5,2.5,100,0.5,1.5,2.0,0.5,1.0,0.0,0.0,0.5,1.0,2.0,-6.0
".D. Lee, .C. Chiozza, .J. Poole, .J. Kuminga, .M. Moody",GSW,2,2.8,7.5,3.0,6.5,46.2,1.5,3.5,42.9,0.0,0.0,0.0,1.5,2.0,3.5,2.0,1.0,0.0,0.0,0.5,1.5,0.0,3.5
".N. Bjelica, .K. Thompson, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,2,2.8,6.5,3.0,5.5,54.5,0.5,1.5,33.3,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,0.5,0.0,0.5,0.0,-2.0
".A. Wiggins, .K. Looney, .D. Lee, .J. Poole, .M. Moody",GSW,2,2.7,7.0,3.0,6.5,46.2,1.0,4.0,25.0,0.0,0.0,0.0,0.5,1.0,1.5,1.5,0.0,0.5,0.0,0.0,0.5,0.5,-2.0
".A. Iguodala, .S. Curry, .D. Green, .O. Porter Jr., .G. Payton II",GSW,2,2.6,5.0,1.0,5.0,20.0,0.5,2.5,20.0,2.5,3.0,83.3,1.0,1.5,2.5,1.0,0.0,0.5,0.0,0.5,0.0,2.0,-1.5
".S. Curry, .N. Bjelica, .O. Porter Jr., .G. Payton II, .J. Poole",GSW,2,2.6,10.5,3.5,4.0,87.5,2.5,3.0,83.3,1.0,1.0,100,0.0,2.0,2.0,3.0,1.0,0.5,0.5,0.0,0.5,1.0,4.5
".A. Iguodala, .N. Bjelica, .G. Payton II, .D. Lee, .J. Poole",GSW,2,2.5,7.0,2.5,4.0,62.5,0.5,1.5,33.3,1.5,2.0,75.0,0.5,2.0,2.5,2.0,1.0,1.5,0.0,0.0,1.5,1.5,3.5
".A. Iguodala, .S. Curry, .N. Bjelica, .D. Lee, .J. Kuminga",GSW,2,2.4,8.5,3.0,4.0,75.0,0.5,1.0,50.0,2.0,3.0,66.7,0.5,3.0,3.5,2.0,0.5,1.0,0.5,0.0,0.5,1.5,6.0
".O. Porter Jr., .K. Looney, .G. Payton II, .D. Lee, .J. Poole",GSW,2,2.4,3.5,1.5,5.0,30.0,0.0,2.5,0.0,0.5,0.5,100,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,-4.5
".S. Curry, .D. Lee, .J. Toscano-Anderson, .J. Kuminga, .M. Moody",GSW,2,2.4,6.5,2.5,4.5,55.6,1.5,2.5,60.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.5,1.0,0.0,0.5,2.0,1.5,0.0
".S. Curry, .O. Porter Jr., .D. Lee, .J. Poole, .J. Kuminga",GSW,2,2.4,3.5,1.5,6.5,23.1,0.5,3.0,16.7,0.0,0.0,0.0,1.0,2.5,3.5,1.5,0.5,1.0,0.0,1.0,1.0,0.0,0.5
".A. Iguodala, .N. Bjelica, .D. Lee, .J. Poole, .J. Kuminga",GSW,2,2.3,6.0,1.5,3.0,50.0,1.0,2.5,40.0,2.0,2.0,100,0.0,0.5,0.5,1.5,2.0,1.0,0.0,0.0,1.0,1.0,-1.0
".A. Iguodala, .N. Bjelica, .O. Porter Jr., .A. Wiggins, .G. Payton II",GSW,2,2.3,5.0,1.5,2.0,75.0,0.5,1.0,50.0,1.5,2.0,75.0,0.0,1.0,1.0,1.0,1.5,0.5,0.0,0.0,1.0,1.0,0.0
".S. Curry, .K. Thompson, .J. Poole, .J. Kuminga, .M. Moody",GSW,2,2.3,4.0,1.5,3.0,50.0,0.0,0.5,0.0,1.0,2.0,50.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.5,1.5,-1.0
".S. Curry, .N. Bjelica, .A. Wiggins, .C. Chiozza, .J. Toscano-Anderson",GSW,2,2.3,4.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,2.0,2.5,1.5,0.5,0.0,0.0,0.0,0.5,0.5,-1.0
".A. Iguodala, .A. Wiggins, .K. Looney, .J. Poole, .M. Moody",GSW,2,2.2,5.0,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.5,2.5,3.0,0.5,0.5,0.0,0.5,0.5,0.0,1.5,1.5
".N. Bjelica, .O. Porter Jr., .C. Chiozza, .J. Poole, .J. Kuminga",GSW,2,2.2,5.5,2.5,5.5,45.5,0.5,2.0,25.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,-3.5
".N. Bjelica, .O. Porter Jr., .G. Payton II, .J. Poole, .J. Kuminga",GSW,2,2.1,5.0,1.5,3.5,42.9,0.5,1.5,33.3,1.5,1.5,100,0.0,3.5,3.5,1.5,1.0,0.5,0.0,0.5,0.5,0.5,3.0
".A. Iguodala, .S. Curry, .D. Green, .D. Lee, .J. Toscano-Anderson",GSW,2,2.0,4.0,2.0,4.0,50.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,0.5,1.0,0.0,0.0,1.0,0.0,-1.5
".A. Iguodala, .S. Curry, .O. Porter Jr., .A. Wiggins, .J. Poole",GSW,2,2.0,6.0,2.5,4.0,62.5,0.5,1.5,33.3,0.5,1.0,50.0,0.5,1.5,2.0,0.5,1.0,0.0,0.5,0.0,0.5,0.5,2.0
".O. Porter Jr., .A. Wiggins, .K. Looney, .J. Poole, .M. Moody",GSW,2,2.0,1.0,0.5,4.5,11.1,0.0,1.5,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.5,0.0,1.0,0.0,0.0,0.0,0.5,-3.0
".S. Curry, .D. Green, .K. Looney, .G. Payton II, .J. Toscano-Anderson",GSW,2,2.0,4.0,1.5,3.0,50.0,0.0,0.5,0.0,1.0,1.5,66.7,0.5,1.0,1.5,0.5,0.5,1.5,0.5,0.0,2.5,0.5,0.0
".S. Curry, .O. Porter Jr., .K. Looney, .G. Payton II, .J. Toscano-Anderson",GSW,2,2.0,5.5,2.0,3.5,57.1,1.0,1.5,66.7,0.5,0.5,100,0.0,1.5,1.5,2.0,0.5,0.5,0.5,0.0,0.0,0.5,4.5
".N. Bjelica, .A. Wiggins, .D. Lee, .C. Chiozza, .J. Kuminga",GSW,2,1.9,1.5,0.0,2.0,0.0,0.0,1.0,0.0,1.5,2.0,75.0,0.5,1.0,1.5,0.0,1.0,1.0,0.0,0.0,1.0,1.5,-0.5
".O. Porter Jr., .A. Wiggins, .K. Looney, .J. Toscano-Anderson, .J. Poole",GSW,2,1.9,4.5,1.5,4.0,37.5,0.5,1.5,33.3,1.0,1.0,100,1.5,2.0,3.5,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5
".S. Curry, .A. Wiggins, .K. Looney, .J. Kuminga, .M. Moody",GSW,2,1.9,2.0,0.5,3.0,16.7,0.0,2.0,0.0,1.0,1.0,100,0.5,2.5,3.0,0.0,1.5,0.0,0.0,0.0,1.0,0.5,-2.5
