LINEUPS,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
".D. Green, .A. Wiggins, .K. Looney, .D. Lee, .C. Chiozza",GSW,1,1.4,4.0,1.0,4.0,25.0,1.0,3.0,33.3,1.0,2.0,50.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0
".D. Green, .O. Porter Jr., .A. Wiggins, .C. Chiozza, .J. Poole",GSW,1,1.4,3.0,1.0,2.0,50.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
".K. Looney, .D. Lee, .J. Toscano-Anderson, .J. Kuminga, .M. Moody",GSW,1,1.4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.0
".K. Thompson, .O. Porter Jr., .K. Looney, .C. Chiozza, .Q. Weatherspoon",GSW,1,1.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
".K. Thompson, .O. Porter Jr., .K. Looney, .D. Lee, .J. Poole",GSW,1,1.4,4.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
".N. Bjelica, .K. Thompson, .A. Wiggins, .J. Toscano-Anderson, .J. Poole",GSW,1,1.4,5.0,2.0,4.0,50.0,1.0,1.0,100,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
".N. Bjelica, .K. Thompson, .G. Payton II, .J. Poole, .M. Moody",GSW,1,1.4,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-4.0
".S. Curry, .D. Green, .O. Porter Jr., .K. Looney, .M. Moody",GSW,1,1.4,5.0,2.0,3.0,66.7,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
".S. Curry, .G. Payton II, .J. Toscano-Anderson, .J. Poole, .M. Moody",GSW,1,1.4,6.0,2.0,2.0,100,1.0,1.0,100,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
".S. Curry, .K. Thompson, .K. Looney, .J. Poole, .M. Moody",GSW,1,1.4,2.0,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0
".S. Curry, .N. Bjelica, .G. Payton II, .J. Toscano-Anderson, .J. Kuminga",GSW,1,1.4,3.0,1.0,2.0,50.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
".S. Curry, .N. Bjelica, .K. Thompson, .D. Green, .O. Porter Jr.",GSW,1,1.4,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
".A. Iguodala, .D. Green, .G. Payton II, .D. Lee, .J. Poole",GSW,1,1.3,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,-2.0
".A. Iguodala, .O. Porter Jr., .K. Looney, .D. Lee, .J. Poole",GSW,1,1.3,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
".A. Iguodala, .S. Curry, .K. Thompson, .O. Porter Jr., .G. Payton II",GSW,1,1.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0
".K. Thompson, .C. Chiozza, .J. Toscano-Anderson, .Q. Weatherspoon, .J. Kuminga",GSW,1,1.3,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0
".K. Thompson, .K. Looney, .G. Payton II, .J. Poole, .M. Moody",GSW,1,1.3,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
".N. Bjelica, .K. Thompson, .D. Green, .O. Porter Jr., .J. Kuminga",GSW,1,1.3,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
".S. Curry, .G. Payton II, .D. Lee, .J. Kuminga, .M. Moody",GSW,1,1.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-4.0
".S. Curry, .K. Looney, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,1.3,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0
".S. Curry, .K. Thompson, .D. Lee, .J. Toscano-Anderson, .M. Moody",GSW,1,1.3,4.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
".S. Curry, .N. Bjelica, .G. Payton II, .J. Poole, .M. Moody",GSW,1,1.3,4.0,1.0,1.0,100,1.0,1.0,100,1.0,1.0,100,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
".A. Iguodala, .D. Green, .A. Wiggins, .D. Lee, .M. Moody",GSW,1,1.2,3.0,1.0,3.0,33.3,0.0,2.0,0.0,1.0,1.0,100,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
".A. Iguodala, .S. Curry, .K. Looney, .G. Payton II, .D. Lee",GSW,1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0
".A. Iguodala, .S. Curry, .N. Bjelica, .O. Porter Jr., .J. Toscano-Anderson",GSW,1,1.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-9.0
".K. Thompson, .A. Wiggins, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,1.2,5.0,1.0,1.0,100,0.0,0.0,0.0,3.0,3.0,100,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0
".S. Curry, .A. Wiggins, .G. Payton II, .J. Kuminga, .M. Moody",GSW,1,1.2,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
".S. Curry, .D. Green, .K. Looney, .G. Payton II, .J. Poole",GSW,1,1.2,5.0,2.0,4.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0
".S. Curry, .N. Bjelica, .D. Green, .G. Payton II, .J. Toscano-Anderson",GSW,1,1.2,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
".S. Curry, .N. Bjelica, .K. Looney, .G. Payton II, .J. Toscano-Anderson",GSW,1,1.2,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
".D. Green, .O. Porter Jr., .K. Looney, .D. Lee, .J. Poole",GSW,1,1.1,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-4.0
".D. Lee, .C. Chiozza, .J. Poole, .Q. Weatherspoon, .J. Kuminga",GSW,1,1.1,4.0,1.0,3.0,33.3,0.0,0.0,0.0,2.0,2.0,100,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
".N. Bjelica, .D. Lee, .C. Chiozza, .J. Toscano-Anderson, .J. Poole",GSW,1,1.1,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
".N. Bjelica, .G. Payton II, .J. Toscano-Anderson, .J. Dowtin, .M. Moody",GSW,1,1.1,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
".N. Bjelica, .K. Thompson, .A. Wiggins, .J. Poole, .M. Moody",GSW,1,1.1,3.0,1.0,2.0,50.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
".O. Porter Jr., .A. Wiggins, .G. Payton II, .J. Toscano-Anderson, .J. Poole",GSW,1,1.1,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0
".O. Porter Jr., .K. Looney, .G. Payton II, .C. Chiozza, .J. Toscano-Anderson",GSW,1,1.1,3.0,1.0,3.0,33.3,1.0,1.0,100,0.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
".S. Curry, .D. Green, .A. Wiggins, .D. Lee, .C. Chiozza",GSW,1,1.1,4.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,4.0,100,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0
".A. Iguodala, .A. Wiggins, .K. Looney, .D. Lee, .J. Poole",GSW,1,1.0,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
".A. Iguodala, .O. Porter Jr., .D. Lee, .J. Poole, .M. Moody",GSW,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
".A. Iguodala, .O. Porter Jr., .G. Payton II, .J. Poole, .M. Moody",GSW,1,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-6.0
".A. Wiggins, .K. Looney, .C. Chiozza, .J. Toscano-Anderson, .M. Moody",GSW,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-6.0
".N. Bjelica, .G. Payton II, .J. Kuminga, .J. Dowtin, .M. Moody",GSW,1,1.0,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
".N. Bjelica, .J. Poole, .Q. Weatherspoon, .J. Kuminga, .M. Moody",GSW,1,1.0,5.0,2.0,2.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
".N. Bjelica, .K. Looney, .D. Lee, .C. Chiozza, .J. Toscano-Anderson",GSW,1,1.0,2.0,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
".N. Bjelica, .K. Looney, .D. Lee, .J. Toscano-Anderson, .M. Moody",GSW,1,1.0,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-2.0
".N. Bjelica, .O. Porter Jr., .A. Wiggins, .C. Chiozza, .J. Poole",GSW,1,1.0,4.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
".S. Curry, .D. Green, .D. Lee, .J. Kuminga, .M. Moody",GSW,1,1.0,5.0,2.0,2.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
".S. Curry, .D. Green, .O. Porter Jr., .A. Wiggins, .C. Chiozza",GSW,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0
".S. Curry, .D. Lee, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,1.0,3.0,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
".S. Curry, .N. Bjelica, .O. Porter Jr., .J. Toscano-Anderson, .J. Kuminga",GSW,1,1.0,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
".A. Iguodala, .S. Curry, .D. Green, .A. Wiggins, .M. Moody",GSW,1,0.9,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
".A. Iguodala, .S. Curry, .O. Porter Jr., .A. Wiggins, .G. Payton II",GSW,1,0.9,6.0,1.0,1.0,100,1.0,1.0,100,3.0,3.0,100,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
".A. Wiggins, .G. Payton II, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.0
".A. Wiggins, .K. Looney, .G. Payton II, .C. Chiozza, .J. Toscano-Anderson",GSW,1,0.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0
".D. Lee, .J. Toscano-Anderson, .J. Poole, .J. Kuminga, .J. Dowtin",GSW,1,0.9,3.0,1.0,2.0,50.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
".K. Looney, .C. Chiozza, .Q. Weatherspoon, .J. Kuminga, .M. Moody",GSW,1,0.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0
".N. Bjelica, .O. Porter Jr., .A. Wiggins, .C. Chiozza, .J. Kuminga",GSW,1,0.9,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
".O. Porter Jr., .A. Wiggins, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,0.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0
".O. Porter Jr., .A. Wiggins, .K. Looney, .D. Lee, .C. Chiozza",GSW,1,0.9,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0
".S. Curry, .A. Wiggins, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,1,0.9,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
".S. Curry, .K. Thompson, .D. Green, .J. Poole, .J. Kuminga",GSW,1,0.9,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0
".S. Curry, .K. Thompson, .D. Green, .O. Porter Jr., .K. Looney",GSW,1,0.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
".S. Curry, .O. Porter Jr., .A. Wiggins, .D. Lee, .M. Moody",GSW,1,0.9,5.0,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0
".A. Iguodala, .A. Wiggins, .K. Looney, .D. Lee, .C. Chiozza",GSW,1,0.8,6.0,2.0,2.0,100,2.0,2.0,100,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
".A. Iguodala, .N. Bjelica, .O. Porter Jr., .G. Payton II, .C. Chiozza",GSW,1,0.8,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
".A. Iguodala, .O. Porter Jr., .A. Wiggins, .K. Looney, .J. Poole",GSW,1,0.8,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
".A. Iguodala, .S. Curry, .D. Green, .D. Lee, .J. Poole",GSW,1,0.8,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
".G. Payton II, .D. Lee, .C. Chiozza, .J. Toscano-Anderson, .M. Moody",GSW,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0
".N. Bjelica, .D. Green, .A. Wiggins, .D. Lee, .J. Poole",GSW,1,0.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
".N. Bjelica, .K. Thompson, .D. Green, .O. Porter Jr., .G. Payton II",GSW,1,0.8,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
".O. Porter Jr., .G. Payton II, .J. Toscano-Anderson, .J. Kuminga, .M. Moody",GSW,1,0.8,4.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
".S. Curry, .D. Lee, .J. Toscano-Anderson, .J. Poole, .M. Moody",GSW,1,0.8,3.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
".S. Curry, .N. Bjelica, .K. Looney, .J. Toscano-Anderson, .M. Moody",GSW,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
".S. Curry, .O. Porter Jr., .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0
".A. Iguodala, .O. Porter Jr., .A. Wiggins, .J. Poole, .M. Moody",GSW,1,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0
".A. Iguodala, .S. Curry, .D. Green, .O. Porter Jr., .J. Toscano-Anderson",GSW,1,0.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-2.0
".D. Green, .K. Looney, .D. Lee, .C. Chiozza, .J. Toscano-Anderson",GSW,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-2.0
".K. Thompson, .D. Green, .G. Payton II, .D. Lee, .J. Kuminga",GSW,1,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-4.0
".K. Thompson, .G. Payton II, .D. Lee, .J. Poole, .J. Kuminga",GSW,1,0.7,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
".N. Bjelica, .A. Wiggins, .G. Payton II, .C. Chiozza, .J. Kuminga",GSW,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
".N. Bjelica, .D. Lee, .J. Toscano-Anderson, .J. Poole, .Q. Weatherspoon",GSW,1,0.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
".O. Porter Jr., .A. Wiggins, .K. Looney, .C. Chiozza, .J. Poole",GSW,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
".S. Curry, .A. Wiggins, .G. Payton II, .D. Lee, .J. Kuminga",GSW,1,0.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-3.0
".S. Curry, .K. Looney, .D. Lee, .J. Poole, .M. Moody",GSW,1,0.7,3.0,1.0,1.0,100,0.0,0.0,0.0,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0
".S. Curry, .O. Porter Jr., .A. Wiggins, .J. Poole, .M. Moody",GSW,1,0.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0
".S. Curry, .O. Porter Jr., .K. Looney, .C. Chiozza, .J. Toscano-Anderson",GSW,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-3.0
".A. Iguodala, .S. Curry, .N. Bjelica, .D. Green, .J. Poole",GSW,1,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
".D. Green, .O. Porter Jr., .D. Lee, .J. Poole, .J. Kuminga",GSW,1,0.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".D. Green, .O. Porter Jr., .G. Payton II, .D. Lee, .J. Poole",GSW,1,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-1.0
".G. Payton II, .D. Lee, .C. Chiozza, .J. Poole, .J. Kuminga",GSW,1,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
".K. Looney, .D. Lee, .J. Kuminga, .J. Dowtin, .M. Moody",GSW,1,0.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
".K. Thompson, .D. Green, .J. Toscano-Anderson, .J. Poole, .Q. Weatherspoon",GSW,1,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".K. Thompson, .D. Green, .O. Porter Jr., .C. Chiozza, .J. Toscano-Anderson",GSW,1,0.6,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
".K. Thompson, .O. Porter Jr., .A. Wiggins, .D. Lee, .J. Poole",GSW,1,0.6,7.0,3.0,3.0,100,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0
".K. Thompson, .O. Porter Jr., .G. Payton II, .J. Poole, .M. Moody",GSW,1,0.6,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".S. Curry, .A. Wiggins, .K. Looney, .D. Lee, .J. Poole",GSW,1,0.6,3.0,1.0,2.0,50.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0
".S. Curry, .K. Thompson, .A. Wiggins, .J. Toscano-Anderson, .J. Kuminga",GSW,1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.0
".S. Curry, .N. Bjelica, .K. Thompson, .A. Wiggins, .J. Poole",GSW,1,0.6,3.0,1.0,1.0,100,0.0,0.0,0.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0
".A. Iguodala, .N. Bjelica, .G. Payton II, .J. Poole, .J. Kuminga",GSW,1,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
".A. Iguodala, .S. Curry, .O. Porter Jr., .A. Wiggins, .J. Kuminga",GSW,1,0.5,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
".K. Thompson, .A. Wiggins, .G. Payton II, .J. Toscano-Anderson, .J. Kuminga",GSW,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
