Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
420,Brandon Sampson,SG,21,CHI,4,28,16,0.857,0.571,0,0,15.7,7.8,5.6,0,0,0,11,0.1,0,0.1,0.174,2.3,-3.7,-1.4,0
421,Dario Saric,PF,24,TOT,66,1628,12.7,0.556,0.476,0.206,6.8,18.1,12.4,8.8,1.1,0.4,11.8,17.4,1.7,1.2,2.8,0.084,0.1,-1.2,-1,0.4
421,Dario Saric,PF,24,PHI,13,396,8.1,0.496,0.53,0.227,5.8,17,11.6,9,0.5,0.6,14.7,18,-0.1,0.3,0.2,0.027,-2.4,-1.2,-3.6,-0.2
421,Dario Saric,PF,24,MIN,53,1232,14.1,0.576,0.459,0.2,7.1,18.4,12.7,8.8,1.3,0.3,10.8,17.2,1.8,0.8,2.6,0.102,0.9,-1.1,-0.2,0.6
422,Tomas Satoransky,SG,27,WAS,64,1650,14.2,0.598,0.303,0.268,4.2,10,7,24.2,1.8,0.7,16.7,14,3,0.7,3.7,0.106,0.4,-0.9,-0.5,0.6
423,Dennis Schroder,PG,25,OKC,63,1812,12.8,0.5,0.314,0.209,1.7,11,6.3,21.3,1.4,0.5,12.9,25.1,0,1.9,2,0.053,-2,-1.4,-3.4,-0.6
424,Mike Scott,PF,30,TOT,65,1052,9.1,0.525,0.591,0.088,3.4,17.7,10.8,7.5,1.1,0.8,10.3,15.2,0.2,1,1.2,0.055,-1.5,-0.9,-2.4,-0.1
424,Mike Scott,PF,30,LAC,52,748,9.5,0.521,0.578,0.078,3.5,20.5,12.3,8.2,1.1,0.8,10.2,15,0.2,0.7,0.9,0.058,-1.5,-0.6,-2.1,0
424,Mike Scott,PF,30,PHI,13,304,8.2,0.535,0.622,0.112,3.3,10.9,7.2,5.9,1.1,0.8,10.4,15.9,0,0.3,0.3,0.047,-1.4,-1.5,-2.9,-0.1
425,Thabo Sefolosha,SF,34,UTA,35,364,11.9,0.621,0.538,0.175,1.8,23.3,12.7,5,3.4,0.7,16.5,12.1,0.1,0.7,0.8,0.11,-2.5,2.5,0,0.2
426,Wayne Selden,SG,24,TOT,61,1110,8.6,0.505,0.378,0.207,2.7,9,5.8,11.4,1.1,1,12.7,17.6,-0.4,0.7,0.2,0.01,-3.1,-1.5,-4.7,-0.7
426,Wayne Selden,SG,24,MEM,32,455,8.9,0.495,0.391,0.18,3.9,7.1,5.5,12.5,1.1,1.3,11.7,19.5,-0.2,0.4,0.2,0.02,-3.1,-1.7,-4.9,-0.3
426,Wayne Selden,SG,24,CHI,29,655,8.3,0.513,0.366,0.23,1.8,10.4,6.1,10.6,1.1,0.8,13.6,16.3,-0.2,0.3,0,0.004,-3.1,-1.4,-4.5,-0.4
427,Collin Sexton,PG,20,CLE,66,2022,10.4,0.493,0.211,0.223,2.5,8.6,5.4,15.5,0.9,0.2,12.8,25.3,-1.3,-0.3,-1.6,-0.038,-2.8,-3.5,-6.3,-2.2
428,Landry Shamet,SG-PG,21,TOT,65,1428,11.1,0.612,0.711,0.176,1.2,6.2,3.8,7.4,1.1,0.5,6.6,15,2.2,0.9,3,0.102,1.3,-2.2,-0.9,0.4
428,Landry Shamet,SG,21,PHI,54,1108,10.7,0.606,0.706,0.156,1.4,6,3.8,7.5,1,0.6,6.6,15,1.6,0.7,2.3,0.099,1,-2.3,-1.2,0.2
428,Landry Shamet,PG,21,LAC,11,320,12.3,0.633,0.729,0.25,0.7,7,4,7.4,1.2,0.2,7,15.1,0.6,0.2,0.8,0.113,2.4,-2.1,0.3,0.2
429,Iman Shumpert,SG,28,TOT,49,1211,9.3,0.5,0.604,0.108,1.8,10.5,6.1,10.6,1.9,1.5,9.6,15,0.1,1.1,1.2,0.047,-1.2,0.3,-0.9,0.3
429,Iman Shumpert,SG,28,SAC,42,1099,10.1,0.511,0.58,0.118,1.7,10.4,6,10.8,2,1.6,9.4,15.2,0.3,1,1.3,0.057,-0.8,0.5,-0.4,0.5
429,Iman Shumpert,SG,28,HOU,7,112,2.1,0.371,0.871,0,1.9,11.3,6.5,8.6,1.3,0.8,11.4,13.5,-0.2,0.1,-0.1,-0.046,-4.7,-1.8,-6.5,-0.1
430,Pascal Siakam,PF,24,TOR,66,2103,18.7,0.627,0.221,0.329,5.4,18.1,11.9,13.9,1.4,1.8,12,20,4.8,2.9,7.7,0.176,2,1.6,3.6,3
431,Jordan Sibert,SG,26,ATL,1,4,29.9,1.5,1,0,0,0,0,0,0,0,0,10.2,0,0,0,0.184,13,-6.7,6.3,0
432,Ben Simmons,PG,22,PHI,66,2262,19.9,0.581,0.005,0.451,7.1,21,14.3,35.1,1.9,1.7,20,22.3,3.7,3.2,6.9,0.146,1.4,2.8,4.2,3.5
433,Jonathon Simmons,SG-SF,29,TOT,51,974,7.5,0.449,0.294,0.272,2.7,9.8,6.2,16,1.2,1.2,15,18.8,-1.1,0.9,-0.1,-0.007,-4.7,-0.7,-5.4,-0.8
433,Jonathon Simmons,SG,29,ORL,41,845,7.5,0.445,0.29,0.252,2.9,9.9,6.3,16,1,1.4,15,19.3,-1,0.8,-0.2,-0.014,-4.9,-0.6,-5.5,-0.7
433,Jonathon Simmons,SF,29,PHI,10,129,7.6,0.48,0.324,0.441,1.7,8.8,5.4,16.5,2.2,0,14.7,15.5,0,0.1,0.1,0.04,-3.5,-1.2,-4.7,-0.1
434,Kobi Simmons,PG,21,CLE,1,2,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.032,-6.4,-1,-7.4,0
435,Anfernee Simons,SG,19,POR,13,69,-5.4,0.315,0.4,0.133,0,10.6,5.4,7.9,0,0,20.1,24.4,-0.4,0,-0.4,-0.271,-12,-4.4,-16.4,-0.3
436,Marcus Smart,SG,24,BOS,66,1812,13.2,0.57,0.631,0.245,2.8,8.8,5.8,19.3,3.1,1.2,16.5,14.3,2,2.7,4.7,0.125,0.7,1.5,2.2,1.9
437,Dennis Smith,PG,21,TOT,48,1383,12.8,0.508,0.318,0.251,2.1,8.7,5.4,27.9,2.2,1.2,17.5,24.2,-0.7,1.2,0.5,0.017,-1.4,-0.8,-2.2,-0.1
437,Dennis Smith,PG,21,DAL,32,908,11.6,0.527,0.35,0.23,2.2,9.3,5.7,24.4,2.1,1,20.3,23.3,-0.6,0.9,0.3,0.014,-2.1,-0.3,-2.4,-0.1
437,Dennis Smith,PG,21,NYK,16,475,15.1,0.478,0.267,0.284,2.1,7.5,4.7,34.6,2.3,1.6,12.8,25.9,-0.1,0.3,0.2,0.024,-0.1,-1.7,-1.7,0
438,Ish Smith,PG,30,DET,39,864,11.3,0.496,0.315,0.127,1.4,10.7,5.9,24.2,1,1,11.9,19.3,0.3,0.8,1.1,0.063,-1.8,-0.9,-2.7,-0.2
439,J.R. Smith,SG,33,CLE,11,222,7.8,0.444,0.494,0.127,0,9.4,4.5,14,2.5,1.2,11.7,18.6,-0.2,0.1,-0.2,-0.037,-3.5,-1.7,-5.2,-0.2
440,Jason Smith,C-PF,32,TOT,18,170,10.4,0.507,0.38,0.28,8.9,21.6,15.2,10.1,0.8,3.5,17.6,17,0,0.2,0.2,0.049,-3.9,0.1,-3.7,-0.1
440,Jason Smith,C,32,WAS,12,130,11.7,0.52,0.27,0.324,9.1,22.2,15.5,12.2,0.4,3.3,14.2,16.1,0.1,0.1,0.2,0.07,-3,-0.2,-3.2,0
440,Jason Smith,PF,32,MIL,6,40,6.4,0.468,0.692,0.154,8.2,19.4,14.1,3.1,2.3,4.2,26.5,19.9,-0.1,0.1,0,-0.019,-6.7,1.2,-5.6,0
441,Tony Snell,SG,27,MIL,67,1174,10.8,0.59,0.566,0.113,2.4,8.7,5.7,6.6,0.9,1,5.8,13.1,1.5,1.4,2.9,0.119,-0.4,-0.6,-1,0.3
442,Ray Spalding,PF,21,TOT,2,5,-5.5,0,0,0,0,22.7,11.1,0,0,0,0,8.6,0,0,0,-0.2,-15.4,-4.1,-19.4,0
442,Ray Spalding,PF,21,DAL,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,0.001,-6.6,0.5,-6.1,0
442,Ray Spalding,PF,21,PHO,1,4,-6.9,0,0,0,0,28.4,13.9,0,0,0,0,10.7,0,0,0,-0.25,-17.6,-5.2,-22.8,0
443,Omari Spellman,PF,21,ATL,46,805,12.5,0.516,0.525,0.184,9.4,16.4,12.8,8.1,1.5,2.7,10.5,14.9,0.6,0.6,1.2,0.072,-1,0,-1,0.2
444,Nik Stauskas,SG,25,TOT,53,791,10.3,0.536,0.552,0.172,1.8,11.3,6.6,11.2,0.9,0.5,13,17.8,0.3,0.4,0.7,0.045,-1.4,-2.3,-3.7,-0.3
444,Nik Stauskas,SG,25,POR,44,673,10.8,0.545,0.546,0.157,1.6,10.9,6.3,12.7,1,0.5,14,17.9,0.3,0.4,0.7,0.053,-1,-1.9,-2.9,-0.2
444,Nik Stauskas,SG,25,CLE,9,118,7.5,0.484,0.59,0.256,2.7,13.7,8,2.4,0.4,0.7,6.5,17.2,0,0,0,-0.006,-3.6,-4.6,-8.2,-0.2
445,D.J. Stephens,SG,28,MEM,1,7,5.6,0.5,0,0,0,0,0,0,7.1,0,33.3,19.3,0,0,0,-0.113,-10,2.5,-7.4,0
446,Lance Stephenson,SG,28,LAL,61,952,12.5,0.537,0.446,0.172,3,15.8,9.6,17.7,1.8,0.5,15.5,21.1,0,1,1,0.052,-1.4,-0.6,-2,0
447,Edmond Sumner,PG,23,IND,19,170,4.7,0.378,0.408,0.245,4.7,7.7,6.2,6.1,2.6,2.6,12.8,16,-0.3,0.3,-0.1,-0.024,-5.7,1.1,-4.6,-0.1
448,Caleb Swanigan,PF,21,POR,18,145,3.2,0.372,0.114,0.159,9.8,28.1,19.1,6.3,1.3,0,25.4,18.4,-0.4,0.2,-0.3,-0.087,-9,-0.7,-9.6,-0.3
449,Jayson Tatum,SF,20,BOS,67,2086,15.6,0.553,0.304,0.234,3.2,18.1,10.6,8.9,1.7,2.2,9.6,22.4,1.6,3.2,4.8,0.109,-1.2,0.7,-0.6,0.8
450,Jeff Teague,PG,30,MIN,42,1264,15.5,0.528,0.252,0.368,1.3,7.7,4.5,37.5,1.6,1.2,16.7,19.2,1.8,0.6,2.4,0.091,0.1,-2.4,-2.3,-0.1
451,Garrett Temple,SG,32,TOT,60,1729,8.3,0.542,0.541,0.201,1.3,10.2,5.7,7.1,1.6,1.6,11.2,13.4,0.1,1.9,2,0.055,-2,0.7,-1.2,0.3
451,Garrett Temple,SG,32,MEM,49,1530,8.7,0.551,0.543,0.196,1.3,10,5.6,6.8,1.6,1.6,11.4,14,0.1,1.7,1.8,0.057,-1.9,0.7,-1.1,0.3
451,Garrett Temple,SG,32,LAC,11,199,5.4,0.45,0.528,0.25,1.6,11.3,6.6,9.7,1.2,1.6,9.1,9.3,0,0.2,0.2,0.039,-2.6,0.5,-2.1,0
452,Milos Teodosic,PG,31,LAC,15,150,6.6,0.557,0.675,0.175,2.2,8.9,5.6,29.2,0.9,0.5,32.8,18,-0.1,0.1,0,-0.016,-2.9,-3.1,-6,-0.2
453,Jared Terrell,SG,23,MIN,8,69,2,0.391,0.423,0.077,1.5,4.7,3.1,13.6,2.1,1.2,20.7,20.5,-0.2,0,-0.2,-0.129,-7,-2.4,-9.4,-0.1
454,Emanuel Terry,PF,22,TOT,3,23,19.8,0.571,0,0.571,14.2,19.8,16.9,12.2,6.2,0,18.6,20.1,0,0,0.1,0.119,-0.7,2.4,1.8,0
454,Emanuel Terry,PF,22,PHO,2,20,20,0.654,0,0.333,10.9,22.7,16.7,8,7.2,0,22.5,19.1,0,0,0.1,0.13,-1.2,3,1.8,0
454,Emanuel Terry,PF,22,MIA,1,3,18.5,0.266,0,2,35.9,0,18,40.4,0,0,0,26.8,0,0,0,0.046,3.1,-1.6,1.5,0
455,Daniel Theis,C,26,BOS,53,759,18,0.639,0.256,0.296,10.4,17.1,13.7,11.4,1.2,4,10.6,16,2.1,1.2,3.2,0.205,1.3,1.8,3.1,1
456,Isaiah Thomas,PG,29,DEN,9,140,7.7,0.462,0.44,0.253,3.8,5.5,4.6,15.8,1.4,0.6,16.1,30.1,-0.3,0.1,-0.2,-0.07,-4.2,-4.1,-8.3,-0.2
457,Khyri Thomas,SG,22,DET,21,174,8.5,0.485,0.554,0.196,2.5,8.4,5.3,5,2,1.9,6.2,16,0,0.2,0.2,0.056,-2.8,-0.2,-3,0
458,Lance Thomas,PF,30,NYK,34,566,7,0.478,0.397,0.185,3.2,13,8,4.8,1.4,0.9,8.7,12.9,-0.1,0.3,0.2,0.017,-3.6,-0.8,-4.5,-0.4
459,Klay Thompson,SG,28,GSW,63,2167,17.4,0.577,0.425,0.124,1.6,10.2,6.1,10.4,1.6,1.6,7.3,25.9,2.8,1.8,4.5,0.1,1.6,-2.1,-0.5,0.8
460,Tristan Thompson,C,27,CLE,35,1043,18.6,0.547,0,0.258,15.8,26.1,20.7,11.4,1.3,1.3,12,17.5,1.8,0.5,2.4,0.11,0.3,0.4,0.7,0.7
461,Sindarius Thornwell,SG,24,LAC,49,261,3.7,0.443,0.318,0.523,1.7,12.9,7.5,7.3,2.2,1.2,25,11.7,-0.4,0.3,-0.1,-0.022,-5.7,1,-4.7,-0.2
462,Anthony Tolliver,PF,33,MIN,50,792,8.9,0.594,0.841,0.228,1.6,15.7,8.6,4.6,0.8,1.5,12.2,12.5,0.5,0.4,1,0.06,-0.9,-1.3,-2.3,-0.1
463,Karl-Anthony Towns,C,23,MIN,64,2127,26.9,0.628,0.28,0.337,11,28.7,19.8,16.4,1.3,4.4,12.9,28.2,6.8,2.9,9.6,0.217,5.3,2,7.3,5
464,Gary Trent,SG,20,POR,9,38,0.6,0.337,0.474,0.211,0,11,5.6,3.6,0,2.1,4.6,24.2,-0.1,0,-0.1,-0.154,-9,-4.8,-13.7,-0.1
465,Allonzo Trier,SG,23,NYK,60,1371,12.8,0.576,0.254,0.451,2.1,12.4,7.1,12.7,1,0.9,15.8,21,0.8,0.5,1.3,0.046,-1.7,-1.7,-3.4,-0.5
466,P.J. Tucker,PF,33,HOU,66,2317,9.5,0.555,0.721,0.126,4.9,14.9,9.7,4.9,2.3,1.1,10.7,9.7,1.9,2,3.9,0.081,-0.3,1.4,1.1,1.8
467,Evan Turner,PG,30,POR,58,1339,11.2,0.497,0.119,0.22,2.7,18.1,10.5,22.7,1,0.8,18.6,16.4,0.1,1.2,1.3,0.048,-2.8,0.5,-2.2,-0.1
468,Myles Turner,C,22,IND,60,1699,18.1,0.566,0.236,0.226,5.2,21.9,13.7,8.2,1.4,9,11,20.1,1.3,3.7,5,0.142,-1.7,5.1,3.4,2.3
469,Ekpe Udoh,C,31,UTA,35,192,17.5,0.717,0,0.41,6.8,15.7,11.3,10.7,1,7.1,14.8,12,0.4,0.3,0.8,0.195,-1.1,4.3,3.2,0.3
470,Tyler Ulis,PG,23,CHI,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.014,-6.7,-0.3,-7,0
471,Jonas Valanciunas,C,26,TOT,40,820,25,0.639,0.103,0.341,9.7,30.8,20.3,11.4,0.9,3.9,11.9,26.8,2.2,1.5,3.7,0.214,0.8,1.1,1.9,0.8
471,Jonas Valanciunas,C,26,TOR,30,564,24.6,0.639,0.116,0.363,10.5,30.6,20.7,8.5,1.1,3.4,11.5,25.7,1.6,1,2.6,0.225,0.7,0.5,1.2,0.5
471,Jonas Valanciunas,C,26,MEM,10,256,26,0.639,0.078,0.297,7.8,31.4,19.4,18,0.6,5.2,12.7,29.2,0.6,0.5,1,0.19,1.2,2.2,3.4,0.3
472,Jarred Vanderbilt,PF,19,DEN,8,21,9.5,0.222,0,0.8,15.4,46.8,31,5.7,4.7,4.3,22.8,17.7,-0.1,0.1,0,-0.069,-12.2,4.7,-7.5,0
473,Fred VanVleet,PG,24,TOR,51,1369,13.3,0.529,0.495,0.192,1.6,9.2,5.4,23.3,1.6,0.7,11.3,17.9,1.7,1.4,3.1,0.108,0.6,-0.7,-0.1,0.7
474,Noah Vonleh,PF,23,NYK,66,1680,14.1,0.565,0.315,0.355,6.7,26.4,16.2,11,1.3,2.6,14.8,14.7,1.6,1.7,3.3,0.094,-1.4,1.8,0.4,1
475,Nikola Vucevic,C,28,ORL,67,2097,25.9,0.575,0.171,0.163,9.4,32.1,20.6,23,1.6,3.2,9.8,27.8,4.7,3.9,8.5,0.195,3.4,3.6,7,4.8
476,Dwyane Wade,SG,37,MIA,56,1433,15.5,0.509,0.274,0.243,3.8,11.8,7.8,27.5,1.5,1.9,14.6,27.2,0.1,1.5,1.6,0.054,-0.7,-0.3,-1,0.4
477,Moritz Wagner,C,21,LAL,27,221,12.6,0.544,0.484,0.253,5.8,15.5,10.8,9.6,1.5,1.8,15.8,22.6,0,0.2,0.2,0.043,-2.3,-1.3,-3.6,-0.1
478,Dion Waiters,SG,27,MIA,28,676,10.5,0.513,0.577,0.117,0.8,11.2,6,17.8,1.4,0.5,13.6,20.4,-0.1,0.6,0.5,0.035,-1.3,-1.6,-2.8,-0.1
479,Kemba Walker,PG,28,CHO,66,2297,20.7,0.552,0.451,0.259,1.8,11.2,6.5,28.2,1.8,1.1,10.5,31.1,3.8,1.6,5.4,0.113,4.5,-1.7,2.8,2.8
480,Lonnie Walker,SG,20,SAS,7,59,0.1,0.295,0.273,0.182,0,20.2,10.2,4.2,2.5,1.4,14.4,20.6,-0.3,0.1,-0.2,-0.176,-11.5,-0.8,-12.2,-0.2
481,John Wall,PG,28,WAS,32,1104,18,0.527,0.306,0.317,1.5,10.2,5.7,39,2.1,2.2,16.1,28.8,0.5,0.7,1.2,0.051,0.9,-1.2,-0.3,0.5
482,Tyrone Wallace,PG,24,LAC,52,531,7.5,0.444,0.086,0.273,4.1,12.7,8.6,9.4,1.7,1,12.2,19,-0.7,0.5,-0.2,-0.018,-5.3,-0.7,-6,-0.5
483,Taurean Waller-Prince,SF,24,ATL,44,1226,12,0.573,0.533,0.196,1.8,12.7,7.2,11.1,1.7,1.1,13.8,19.5,0.6,0.6,1.2,0.049,-0.5,-1.3,-1.8,0.1
484,Brad Wanamaker,PG,29,BOS,29,257,13.7,0.605,0.408,0.197,1.2,10.9,6,20.2,1.7,0.4,14.5,16.2,0.4,0.3,0.7,0.132,-0.9,-1.4,-2.2,0
485,T.J. Warren,SF,25,PHO,43,1360,16.4,0.58,0.295,0.203,2.5,11.9,7.1,7.8,1.8,1.8,7.2,22.6,1.6,0.6,2.2,0.079,0.2,-1.7,-1.4,0.2
486,Julian Washburn,SF,27,MEM,7,110,1.6,0.241,0.421,0.211,4,16.7,10.3,3.6,1.8,0,12.6,9.7,-0.3,0.1,-0.1,-0.051,-8.2,0.5,-7.7,-0.2
487,Yuta Watanabe,SG,24,MEM,10,98,7,0.448,0.321,0.357,1.1,21.1,10.9,6.1,1,1,11,16.7,-0.1,0.1,0,-0.006,-7.2,-1,-8.2,-0.2
488,Thomas Welsh,C,22,DEN,10,33,12.4,0.589,0.636,0.182,0,13.2,6.6,16.7,0,0,7.8,16.5,0.1,0,0.1,0.111,-0.2,-4,-4.2,0
489,Russell Westbrook,PG,30,OKC,58,2075,20.8,0.499,0.266,0.321,4.1,28.3,15.9,45.5,2.6,1,16.8,31.5,0.9,4,4.9,0.114,2,3.9,6,4.2
490,Derrick White,PG,24,SAS,52,1336,14.9,0.566,0.259,0.235,2.1,13.4,7.8,20.5,2,2.3,14.6,17.3,1.4,1.4,2.8,0.1,0.1,1,1.1,1
491,Okaro White,PF,26,WAS,3,6,-4.5,0,1,0,17.9,18.5,18.2,0,0,0,0,14.1,0,0,0,-0.251,-11,-8.2,-19.2,0
492,Hassan Whiteside,C,29,MIA,57,1422,22.6,0.547,0.028,0.357,16.4,35.9,26.1,5.9,1.4,7.2,11.5,22.6,1.6,3.2,4.8,0.161,-2.5,2.9,0.4,0.9
493,Andrew Wiggins,SF,23,MIN,59,2053,11.9,0.483,0.288,0.256,3.6,11.3,7.4,10,1.4,1.7,9,24.1,-0.6,1.2,0.6,0.013,-2,-1.2,-3.1,-0.6
494,Alan Williams,PF,26,BRK,3,17,25,0.512,0.125,0.5,18.8,68.8,43.8,20,0,0,9.3,26.7,0,0,0.1,0.199,-1.9,0.7,-1.2,0
495,C.J. Williams,SG,28,MIN,10,69,2.1,0.441,0.412,0,1.5,4.7,3.1,11.4,0.7,0,19,12.7,-0.1,0,-0.1,-0.053,-5.1,-3.1,-8.3,-0.1
496,Johnathan Williams,C,23,LAL,9,133,13.6,0.557,0,0.225,12.8,12.9,12.9,5.3,0.3,3,4.4,14.4,0.2,0.1,0.3,0.126,-1.4,-0.6,-1.9,0
497,Kenrich Williams,SF,24,NOP,33,700,9.7,0.496,0.551,0.091,5.3,16.9,11.2,8.5,1.5,1.5,11,12.9,0.2,0.6,0.8,0.053,-1.3,0.3,-1.1,0.2
498,Lou Williams,SG,32,LAC,61,1620,21.7,0.555,0.257,0.434,2,9.5,5.9,33.7,1.3,0.4,11.6,32.7,3.4,1,4.4,0.13,3.5,-2.5,1,1.2
499,Marvin Williams,PF,32,CHO,65,1874,13,0.558,0.59,0.134,3.8,17.7,10.7,6.2,1.5,2.3,6,15,2.1,1.7,3.8,0.097,0.3,0.4,0.6,1.2
500,Robert Williams,C,21,BOS,26,221,19.8,0.74,0,0.286,10.6,18,14.3,3.1,1.3,13,16,11,0.5,0.5,1,0.213,-1.8,6.7,5,0.4
501,Troy Williams,SF,24,SAC,18,286,11.1,0.55,0.471,0.172,3.2,16.8,9.8,4.7,1.6,2.4,7.9,14.7,0.2,0.3,0.5,0.08,-2,0.1,-1.9,0
502,D.J. Wilson,PF,22,MIL,34,575,9.8,0.508,0.513,0.182,5.5,19.6,12.9,6.2,1,2.8,11.2,13.7,0.1,1,1,0.087,-2.9,1.4,-1.6,0.1
503,Justise Winslow,PF,22,MIA,59,1758,12.9,0.512,0.336,0.196,3.7,16.3,10,22,1.7,0.8,15,20.6,0.4,2.1,2.5,0.068,-1,0.7,-0.3,0.8
504,Christian Wood,PF,23,MIL,13,62,17.3,0.585,0.2,0.6,7,25.1,16.6,4.6,0,0,8.7,23.5,0.1,0.1,0.2,0.149,-3.3,-4.1,-7.4,-0.1
505,Delon Wright,PG,26,TOT,61,1230,14.5,0.523,0.299,0.23,4.5,12,8.2,17.4,2.3,1.5,10.4,17.5,1.3,1.7,2.9,0.114,-0.5,1.1,0.6,0.8
505,Delon Wright,PG,26,TOR,49,897,14.6,0.527,0.307,0.208,4.8,10.2,7.5,16.8,2.5,1.4,10.4,17,1.1,1.2,2.3,0.122,-0.1,1.2,1,0.7
505,Delon Wright,PG,26,MEM,12,333,14.1,0.512,0.277,0.286,3.7,16.9,10.2,18.9,1.8,1.7,10.6,19.1,0.2,0.5,0.6,0.092,-1.7,1,-0.6,0.1
506,Guerschon Yabusele,PF,23,BOS,33,178,13.1,0.53,0.345,0.276,10.8,12.1,11.4,9.3,1.9,3.5,15.6,18.7,0.1,0.3,0.4,0.098,-2,0.9,-1.1,0
507,Nick Young,SG,33,DEN,4,37,2.4,0.5,0.889,0,0,3,1.5,6.8,0,2.4,18.2,12.6,0,0,0,-0.019,-4.3,-2.7,-7,0
508,Thaddeus Young,PF,30,IND,67,2053,16.4,0.565,0.16,0.165,8.9,14.3,11.6,11.5,2.5,1.4,11.4,17.9,2.6,3.4,6,0.139,0.8,2.2,2.9,2.6
509,Trae Young,PG,20,ATL,68,2093,15.7,0.531,0.384,0.337,2.5,9.9,6.1,39.3,1.2,0.6,18.6,28,1.4,0.6,1.9,0.044,0.8,-3,-2.2,-0.1
510,Cody Zeller,C,26,CHO,49,1243,17.2,0.611,0.064,0.409,9.4,19.6,14.5,12,1.5,2.8,13.2,16.2,2.7,1.3,4,0.153,0.4,1.7,2.1,1.3
511,Tyler Zeller,C,29,ATL,1,7,-1,0,0.5,0,29.9,31,30.4,0,0,0,0,11.7,0,0,0,-0.115,-10.4,-8.6,-19,0
512,Ante Zizic,C,22,CLE,46,790,15.7,0.579,0,0.4,10.3,24.2,16.9,6.6,0.8,1.8,13.2,18,1.1,0.3,1.4,0.083,-2.4,-1.4,-3.8,-0.4
513,Ivica Zubac,C,21,TOT,44,731,18.8,0.601,0,0.36,10.7,23.5,17.3,9,0.5,4.1,13,20.7,1.3,0.9,2.2,0.147,-1.6,0.7,-0.9,0.2
513,Ivica Zubac,C,21,LAL,33,516,19.6,0.633,0,0.342,11.1,21.1,16.3,7.2,0.4,4.2,12.9,20.5,1.2,0.6,1.8,0.165,-1.2,0.2,-1,0.1
513,Ivica Zubac,C,21,LAC,11,215,16.8,0.526,0,0.405,9.7,29,19.7,13.3,0.9,4,13.1,21,0.1,0.3,0.5,0.105,-2.7,2,-0.6,0.1
