PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FGP,TPM,TPA,TPP,FTM,FTA,FTP,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PM,OFFRTG,DEFRTG,NETRTG,ASTP,ASTTOR,ASTRATIO,OREBP,DREBP,REBP,TORATIO,EFGP,TSP,USGP,PACE,PIE,PTS OFF TO,2ND PTS,FBPS,PITP,OPP PTS OFF TO,OPP 2ND PTS,OPP FBPS,OPP PITP,BLK,BLKA,PF,PFD,PFGA 2PT,PFGA 3PT,PPTS 2PT,PPTS 2PT MR,PPTS 3PT,PPTS FBPS,PPTSFT,PPTS OFFTO,PPTS PITP,2FGM PAST,2FGM PUAST,3FGM PAST,3FGM PUAST,FGM PAST,FGM PUAST,USGP,PFGM,PFGA,P3PM,P3PA,PFTM,PFTA,POREB,PDREB,PREB,PAST,PTOV,PSTL,PBLK,PBLKA,PPF,PPFD,PPTS,DEF RTG,DREB,DREBP,PDREB,STL,STLP,BLK,PBLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
JAIME NARED,LVA,23,31,14,17,9.1,2.5,0.8,2.6,30,0.2,1,22.6,0.8,0.9,85.7,0.3,1.2,1.5,0.5,0.5,0.4,0.1,0.8,5.9,0,0,0.2,88.5,86.1,2.3,8,0.82,11.3,3.1,11.1,7.1,13.7,34.4,42.8,15.6,102.01,6.5,0.7,0.4,0.2,0.4,3.4,2.3,1.3,5.2,0.1,0.1,0.8,0.7,61.3,38.8,43,27.8,26.6,8.9,30.4,27.8,15.2,58.8,41.2,100,0,70.8,29.2,15.6,12.1,15.9,36.8,36.5,21.1,17.7,14.3,18.5,17.4,11.3,17,23.2,6.7,5.4,18.7,14.9,14.9,86.1,1.2,11.1,18.5,0.4,23.2,0.1,6.7,3.4,2.3,1.3,5.2,0.091
JAMIERRA FAULKNER,CHI,27,17,6,11,21.2,7.6,2.7,7.9,34.3,1.1,3.7,30.2,1.1,1.4,75,0.3,1.1,1.4,3.9,2.1,0.5,0.1,1.6,14.9,0,0,-3.6,100.7,108.6,-7.9,32.4,1.91,27.1,1.5,5.3,3.4,14.2,41.4,44.6,21.4,98.76,5.7,1.2,0.6,1.1,2.6,10.1,7.2,5.6,20.8,0.1,0.5,1.6,1.6,53,47,41.9,7.8,44.2,14,14,16.3,34.1,14.8,85.2,78.9,21.1,41.3,58.7,21.4,18.2,23.3,31.1,37.3,10.1,11,7.4,8.4,8.2,40.1,25,15.4,6.1,20.5,16.1,14.8,17.3,108.6,1.1,5.3,8.4,0.5,15.4,0.1,6.1,10.1,7.2,5.6,20.8,0.023
JANTEL LAVENDER,LAS,30,30,16,14,17,5.2,2.3,5.3,42.8,0.1,0.5,18.8,0.6,0.7,90,1.1,2.6,3.7,0.7,1,0.4,0.2,1.4,11.8,0,0,-2.9,90.6,98.7,-8.1,7.5,0.73,10,6.7,16.2,11.3,13.7,43.7,46.8,17.1,96.47,7.7,0.4,1.1,0.1,1.9,6.8,4,5,13.8,0.2,0.2,1.4,0.7,89.9,10.1,82.8,45.9,5.7,2.5,11.5,8.3,36.9,84.6,15.4,100,0,85.3,14.7,17.1,18.8,18.6,4.2,7,13.5,12,37.4,24,26.9,10.9,17.9,14.9,18.4,20.7,19.5,10.9,16.9,98.7,2.6,16.2,24,0.4,14.9,0.2,18.4,6.8,4,5,13.8,0.085
JASMINE THOMAS,CON,29,34,21,13,28.1,12.9,4.7,11.8,39.8,1.4,4.4,31.1,2.1,2.4,85.5,0.8,2.5,3.3,4.8,2.5,1.1,0.2,2.1,25.4,0,0,3,105.5,100,5.5,25.9,1.92,23.8,2.6,9.4,5.8,12.4,45.5,49.8,22.8,97.9,10.1,2.5,1.6,2,4.6,10,5.8,5.9,22.8,0.2,0.6,2.1,2.5,63.2,36.8,52.2,16,31.6,15.6,16.2,19.7,36.2,14.9,85.1,65.2,34.8,29.4,70.6,22.8,20.3,23,26,30.5,23.7,21,9.4,13.3,12.2,36.4,26.3,21.8,11.8,19.8,15.7,20.8,21.3,100,2.5,9.4,13.3,1.1,21.8,0.2,11.8,10,5.8,5.9,22.8,0.123
JAZMON GWATHMEY,IND,26,10,1,9,11.6,2.4,0.9,3.9,23.1,0.1,1.1,9.1,0.5,1,50,0.2,1.5,1.7,0.9,0.7,0.3,0.2,1.4,6.6,0,0,-5.6,83.5,104.6,-21.2,14.3,1.29,15,1.6,14.7,7.5,11.7,24.4,27.6,19.2,96.9,-1,0.2,0.1,0.4,1.2,4.1,3,1.5,9.6,0.2,0.3,1.4,0.8,71.8,28.2,66.7,16.7,12.5,16.7,20.8,8.3,50,50,50,100,0,55.6,44.4,19.2,12.5,20.4,11.1,21.2,12.8,20,8,21.7,18.1,23.7,17.9,20,15.4,42.9,24.1,16.3,12.5,104.6,1.5,14.7,21.7,0.3,20,0.2,15.4,4.1,3,1.5,9.6,0.031
JESSICA BRELAND,ATL,31,34,23,11,26.4,8.3,3.6,8.5,42.8,0,0,0,1,1.3,75,1.7,6.2,7.9,2,1.7,1.1,1.9,2.5,28.3,2,0,2.1,99.7,94.9,4.8,12.3,1.19,15.6,6.2,21.2,13.9,13.1,42.8,45.4,17.4,98.97,11.8,1.7,1.4,0.2,3.5,8.6,7,5.9,21.4,1.9,0.5,2.5,1.3,100,0,88.3,46.3,0,2.8,11.7,20.3,42,83.9,16.1,0,0,83.9,16.1,17.4,18.3,18.6,0,0,9,9.1,29,33.4,32.3,15.9,18.6,23.8,47.4,20,22.5,10,15.3,94.9,6.2,21.2,33.4,1.1,23.8,1.9,47.4,8.6,7,5.9,21.4,0.168
JEWELL LOYD,SEA,25,34,26,8,29.7,15.5,5.4,12.6,42.3,2,5.3,37,2.9,3.4,85.1,1.2,3.3,4.6,3.7,1.9,1.3,0.1,1.8,28.9,1,0,8.4,112.3,98.4,13.9,19,1.94,18.9,4.4,11.1,7.8,9.7,50.1,55,23.3,97.32,11.8,4.1,1.8,2.9,4.6,9.3,7.1,4.3,25.6,0.1,0.7,1.8,3.2,57.9,42.1,43.6,14,38.1,18.8,18.4,26.3,29.5,33.9,66.1,80.6,19.4,51.1,48.9,23.3,21.6,24.5,28.6,29.7,25.6,24.4,19.8,16.9,17.6,22.3,20.4,21.1,4,31.6,14.9,25.2,22.9,98.4,3.3,11.1,16.9,1.3,21.1,0.1,4,9.3,7.1,4.3,25.6,0.149
JISU PARK,LVA,20,32,14,18,13,2.8,1.2,3.1,38.8,0,0.1,0,0.4,0.7,61.9,0.8,2.5,3.3,0.9,0.7,0.3,0.6,1.7,10.3,0,0,-0.9,95,98.1,-3,10.9,1.3,18.8,6,17.7,11.8,14.4,38.8,41.5,13,100.24,6.4,0.5,0.3,0.1,1,4.6,2.7,2.5,8.9,0.6,0.3,1.7,0.7,98,2,85.4,49.4,0,4.5,14.6,16.9,36,84.2,15.8,0,0,84.2,15.8,13,12.1,13.3,0,1.8,8,9.6,27.6,26.4,26.7,14.9,16.5,17.2,44.4,16.7,29.8,12.1,10.8,98.1,2.5,17.7,26.4,0.3,17.2,0.6,44.4,4.6,2.7,2.5,8.9,0.067
JONQUEL JONES,CON,25,34,21,13,20.5,11.8,4.4,8,55,1.5,3.1,46.7,1.6,2.3,67.1,2.1,3.4,5.5,1.7,1.6,0.4,1.2,2.9,24.4,2,0,4.9,107.5,95.8,11.7,12.9,1.04,13.7,10.2,16.5,13.4,13.2,64.2,65.6,21.5,97.85,15,2,2.4,0.6,5.3,7.6,4.9,3.9,13.9,1.2,0.4,2.9,2.4,60.5,39.5,49.4,4.5,37.4,5.5,13.2,16.7,44.9,67.7,32.3,98,2,77.9,22.1,21.5,25.3,21.8,36.2,27.6,25.4,27.5,35.5,24.8,28,16.2,21.6,12.9,56.8,24.1,30,27,26.3,95.8,3.4,16.5,24.8,0.4,12.9,1.2,56.8,7.6,4.9,3.9,13.9,0.122
JORDIN CANADA,SEA,23,33,25,8,16.5,5.7,2,5.5,35.7,0.3,1.7,18.2,1.5,2,73.8,0.3,1.2,1.5,3.3,1.7,0.9,0,1.2,13.5,0,0,0.3,93.7,93.4,0.3,33.8,1.93,28.8,1.7,7,4.4,14.9,38.5,44.6,21.2,98.53,8.5,1.3,0.3,1,2.5,5.3,3.5,3.3,14.2,0,0.3,1.2,1.8,69.8,30.2,58.5,13.8,16,17,25.5,22.3,44.7,23.6,76.4,50,50,27.7,72.3,21.2,16.9,20.1,9.2,16.7,28.4,30.7,8.8,10.4,10.1,46.4,30.1,30.3,2.1,17,15.6,28.5,17.9,93.4,1.2,7,10.4,0.9,30.3,0,2.1,5.3,3.5,3.3,14.2,0.115
KAELA DAVIS,DAL,24,27,13,14,16.8,5,1.9,5.3,34.7,0.4,1.5,24.4,0.9,1.4,64.1,0.5,1.6,2,1.4,1.3,0.3,0,2.1,9.3,0,0,-0.4,102.9,103.8,-0.9,13.3,1.06,15.8,2.9,8.8,6,15,38.2,41.9,18.4,97.57,2.1,1.1,1,0.7,1.9,6.1,4.4,3.9,13.3,0,0.3,2.1,1.3,71.5,28.5,59.3,22.2,22.2,13.3,18.5,22.2,37,47.5,52.5,90,10,56,44,18.4,15.2,19.4,16.4,18.8,11,13.4,11.4,13.9,13.2,19.5,21.2,14.3,2.1,19.6,26.3,14.8,14.3,103.8,1.6,8.8,13.9,0.3,14.3,0,2.1,6.1,4.4,3.9,13.3,0.048
KAHLEAH COPPER,CHI,24,33,13,20,15.9,7.1,2.5,6.2,39.7,0.7,1.9,37.5,1.5,1.7,87.5,0.5,1.7,2.2,0.6,1,0.3,0.2,1.4,11.2,0,0,-3.8,94.5,106.8,-12.3,6.9,0.63,7.1,3.1,10.4,6.7,11.4,45.6,51.4,20.6,99.92,7.3,1.4,0.8,0.8,2.4,7.5,5.1,4.9,15.2,0.2,0.5,1.4,1.6,68.6,31.4,48.5,15.3,30.6,11.5,20.9,19.6,33.2,59.6,40.4,100,0,71.6,28.4,20.6,21.8,22.9,28.9,25.3,23.7,21.5,14,17.8,16.8,8.4,15.6,13.2,12,22.5,17.4,21,22.7,106.8,1.7,10.4,17.8,0.3,13.2,0.2,12,7.5,5.1,4.9,15.2,0.028
KALEENA MOSQUEDA-LEWIS,SEA,25,33,25,8,13.4,5.1,1.8,4.5,41.2,1,2.5,42,0.3,0.4,91.7,0.2,1.2,1.5,0.8,0.7,0.1,0,1.2,7.7,0,0,-0.2,98,98.9,-0.9,10.2,1.13,13.3,1.9,8.3,5.3,11.8,52.7,54.5,17.4,97.52,6.2,0.4,0.4,0.8,0.8,4.9,3.4,3.1,12.2,0,0.2,1.2,0.6,45.3,54.7,32.3,16.8,61.1,15,6.6,7.8,15.6,77.8,22.2,94.1,5.9,86.9,13.1,17.4,18.8,20.2,35.8,31.3,8.1,7.1,9.6,12.5,11.9,12.7,14.6,5.6,0,14.3,20.9,12.5,19,98.9,1.2,8.3,12.5,0.1,5.6,0,0,4.9,3.4,3.1,12.2,0.065
KARIMA CHRISTMAS-KELLY,DAL,29,6,3,3,27.8,9.3,2.2,4.8,44.8,0.7,1.5,44.4,4.3,5.3,81.3,1.8,3.7,5.5,1.5,1.5,0.3,0.3,2.3,18.7,1,0,5.7,101.1,90.7,10.4,8.6,1,14.5,6.5,10.9,8.9,14.5,51.7,65,13,102.02,10.8,1.5,1.3,0.7,2.7,11.5,8,5.8,24,0.3,0.7,2.3,3.7,69,31,32.1,3.6,21.4,7.1,46.4,16.1,28.6,55.6,44.4,50,50,53.8,46.2,13,11,10.7,13.3,9.9,28.6,27.1,29.7,16.9,19.8,14.3,12.3,8,6.3,17.4,15.6,23.7,15.7,90.7,3.7,10.9,16.9,0.3,8,0.3,6.3,11.5,8,5.8,24,0.228
KARLIE SAMUELSON,LAS,24,20,9,11,4.2,1,0.4,0.9,38.9,0.3,0.8,31.3,0,0,0,0.1,0.4,0.5,0.3,0.2,0.1,0.3,0.7,2.9,0,0,0.3,98.9,101.8,-2.9,10.9,2,22.2,2.7,12.5,7.2,11.1,52.8,52.8,10.8,98.97,4.4,0.4,0,0,0,2.2,1,0.8,3.9,0.3,0,0.7,0.3,11.1,88.9,21.1,21.1,78.9,0,0,42.1,0,50,50,80,20,71.4,28.6,10.8,11.3,13.6,27.8,33.3,0,0,15.4,19.5,18.5,17.1,10.3,20,71.4,0,30.2,11.9,10.8,101.8,0.4,12.5,19.5,0.1,20,0.3,71.4,2.2,1,0.8,3.9,0.016
KAYLA ALEXANDER,IND,28,30,5,25,8.6,2.7,1.1,2,54.1,0,0,0,0.5,0.6,82.4,0.7,1.5,2.2,0.2,0.6,0.1,0.3,1.2,6.3,0,0,-5.1,82.4,113,-30.6,3.9,0.26,5.4,7.2,18.7,12.4,20.4,54.1,58.4,14.2,98.76,8.5,0.5,0.5,0.1,1.7,3.2,2.6,2.3,7.6,0.3,0.1,1.2,0.4,100,0,82.5,20,0,3.8,17.5,18.8,62.5,81.8,18.2,0,0,81.8,18.2,14.2,20.6,13.9,0,0,15.4,14.5,38.2,29.3,31.7,6.8,21.1,10.3,47.6,14.8,27.6,11,18.2,113,1.5,18.7,29.3,0.1,10.3,0.3,47.6,3.2,2.6,2.3,7.6,-0.005
KAYLA MCBRIDE,LVA,27,31,14,17,32.3,18.2,6.4,14.2,44.9,1.5,3.9,39.3,3.9,4.3,91.7,0.8,3.1,3.9,3.5,2,1.1,0.1,1.1,29.7,1,0,-0.9,105.6,107.1,-1.5,17.9,1.73,16.6,2.5,9.4,6,9.6,50.3,56.6,23.3,99.39,12.3,3.7,1.6,2.1,4.1,11.4,7.9,6.4,21.8,0.1,0.6,1.1,3.3,72.2,27.8,52.9,30.2,25.6,11.5,21.5,20.4,22.7,56.4,43.6,83.3,16.7,62.9,37.1,23.3,24.4,24.9,45.3,43.1,25.7,22.3,11,14.2,13.4,20.3,20.9,22.4,4,15.1,8,20.9,25.7,107.1,3.1,9.4,14.2,1.1,22.4,0.1,4,11.4,7.9,6.4,21.8,0.053
KAYLA THORNTON,DAL,26,34,15,19,28.6,9.2,3.4,7.5,44.7,1.3,3.6,35.5,1.3,1.5,86,1.3,2.7,4,1.8,1.1,1,0.4,2.7,19.9,0,0,1.7,105.7,103.4,2.4,9.8,1.68,16.5,4.5,9.5,7,9.8,53.1,56.7,13.7,97.47,7.7,2.2,1.4,1.9,3.4,10.2,7.3,8.2,25.2,0.4,0.3,2.7,1.7,52.5,47.5,45.2,8.3,41.1,20.1,13.7,24.2,36.9,62,38,90.7,9.3,72.8,27.2,13.7,15.3,15.2,24.6,21.9,10.2,9.3,18.6,14.7,15.8,13.5,11.1,20.3,10.5,10.6,20.5,11.9,15,103.4,2.7,9.5,14.7,1,20.3,0.4,10.5,10.2,7.3,8.2,25.2,0.087
KELSEY BONE,LVA,27,32,14,18,10.8,2.8,1.3,2.5,50,0,0,0,0.3,0.6,50,0.6,1.6,2.2,1.2,0.9,0.1,0.1,1.9,6.7,0,0,-3.7,92.3,107.6,-15.3,18,1.27,24.5,5.5,16,10.5,19.4,50,50.6,14.3,101.7,4.4,0.6,0.5,0.1,1.5,4.7,2.7,1.4,6.8,0.1,0.2,1.9,0.7,100,0,89.9,36,0,4.5,10.1,22.5,53.9,72.5,27.5,0,0,72.5,27.5,14.3,15.9,14,0,0,6.4,9.5,28.4,25.2,26,21.5,22.9,4.7,8.7,9.8,35.5,13.1,13.3,107.6,1.6,16,25.2,0.1,4.7,0.1,8.7,4.7,2.7,1.4,6.8,0.016
KELSEY MITCHELL,IND,23,34,6,28,24.4,12.7,4.2,12.1,34.6,2.1,6.1,33.5,2.3,2.9,80.4,0.3,1.5,1.8,2.7,1.9,0.7,0.1,2.4,19.3,0,0,-7.1,93.6,108.5,-14.8,20.9,1.39,15,1,6.6,3.6,10.8,43.2,47.7,26.9,97.2,6.3,2.4,1.4,1.5,2.6,8.9,6.8,5.4,22,0.1,0.6,2.4,2.7,49,51,33.3,13,48.6,11.8,18.1,18.5,20.4,20.8,79.2,48.6,51.4,34.5,65.5,26.9,24.4,28,50.4,49.8,28.8,29.3,5,10.1,8.8,29.2,25.1,18.4,6.5,24.4,20.4,26.2,27.4,108.5,1.5,6.6,10.1,0.7,18.4,0.1,6.5,8.9,6.8,5.4,22,0.028
KELSEY PLUM,LVA,24,31,14,17,25.5,9.5,3.4,7.3,46.7,1.5,3.5,43.9,1.1,1.3,87.5,0.5,1.9,2.4,4,1.2,0.8,0.2,2.1,20.1,1,0,-1.1,105.7,107.7,-2,22.4,3.44,30.6,1.7,7.5,4.6,8.9,57,60.1,15.1,99.39,9.3,2,1.5,1.9,2.1,8.1,6.3,4.9,16.9,0.2,0.3,2.1,1.4,52.9,47.1,40.1,18.4,48,20.1,11.9,21.4,21.8,27.1,72.9,78.7,21.3,50,50,15.1,16.1,16,55.3,48,10.7,9.5,7.8,11.2,10.3,29.2,16.7,21.4,6.9,9.9,19.3,12.1,17,107.7,1.9,7.5,11.2,0.8,21.4,0.2,6.9,8.1,6.3,4.9,16.9,0.036
KIA NURSE,NYL,23,34,7,27,22.8,9.1,3,7.5,40.2,1.1,3.7,29.4,2,2.3,87,0.7,1.7,2.4,1.6,0.9,0.7,0.1,2.1,16,0,0,-4.2,97.3,105.8,-8.5,11.8,1.8,14.6,3,7.3,5.2,8.1,47.5,53.5,17.8,96.51,8.1,1.8,0.8,1.5,3.1,10,7.8,3.4,15.5,0.1,0.5,2.1,2.8,50.8,49.2,42.6,8.4,35.8,16.1,21.6,19.7,34.2,60.6,39.4,100,0,74.8,25.2,17.8,18.4,19.5,26.2,28.6,27.1,23.8,13.1,12,12.3,15.1,10.7,19.5,9.4,23.9,17.2,27.1,20.6,105.8,1.7,7.3,12,0.7,19.5,0.1,9.4,10,7.8,3.4,15.5,0.049
KIA VAUGHN,NYL,32,29,7,22,18.3,5.7,2.5,4.7,53.3,0,0,0,0.6,1,64.3,1.2,2.8,4,0.7,1,0.7,0.2,1.7,13.2,1,0,-3.6,94,103.3,-9.3,6.4,0.69,10.1,6.7,15.1,11,14.6,53.3,54.9,15.1,95.93,8.7,0.9,1.1,0.1,3.9,8,5.2,3.4,14.5,0.2,0.4,1.7,0.9,100,0,89,20.7,0,2.4,11,15.2,68.3,79.5,20.5,0,0,79.5,20.5,15.1,18.9,15.6,0,0,12.5,15,35.1,22.6,25.3,7.5,14.4,23.3,25,25.6,19.9,12.8,16.4,103.3,2.8,15.1,22.6,0.7,23.3,0.2,25,8,5.2,3.4,14.5,0.057
KIAH STOKES,NYL,26,30,6,24,14.2,3.1,1.4,2.6,54.5,0,0,0,0.3,0.5,53.3,1.4,3,4.5,0.4,0.7,0.4,0.6,1.9,11.3,1,0,-2.7,94.7,103.6,-8.9,4.5,0.57,10.3,9.4,20.9,15,17.9,54.5,55,10.6,96.33,9.3,0.1,1,0.2,2.5,5,4.6,2,9.1,0.6,0.2,1.9,0.7,100,0,91.3,10.9,0,7.6,8.7,4.3,80.4,71.4,28.6,0,0,71.4,28.6,10.6,13.6,10.3,0,0,6.2,8.7,38.1,33.8,35.1,6.3,14.4,15.9,59.4,14.6,24.5,10.4,11.4,103.6,3,20.9,33.8,0.4,15.9,0.6,59.4,5,4.6,2,9.1,0.043
KRISTI TOLIVER,WAS,32,33,21,12,32.9,13.9,4.5,10.4,43.3,2.2,6.1,36,2.7,2.9,91.8,0.2,2.2,2.3,4.4,2.2,1.2,0,1.6,24.9,0,0,5.8,110.3,101.2,9.1,20.7,2.03,24.3,0.5,6.7,3.6,12,53.8,59.4,18.6,94.72,10.3,2.6,1.3,1.4,2.4,10.2,9.8,5.8,28.4,0,0.1,1.6,2.8,41.9,58.1,33.6,16.1,47.1,10.2,19.4,19,17.4,22.1,77.9,63.9,36.1,42.3,57.7,18.6,17.4,18.4,29.1,30.2,21.8,20.6,2.2,10.7,8.5,28.9,22.9,20.4,0.9,5.6,11.1,19.7,19.4,101.2,2.2,6.7,10.7,1.2,20.4,0,0.9,10.2,9.8,5.8,28.4,0.128
KRYSTAL THOMAS,WAS,30,24,15,9,9.9,1.8,0.8,1.8,42.9,0,0,0,0.3,0.5,63.6,0.9,1.5,2.5,0.2,0.8,0.2,0.1,1.9,5,0,0,-1.2,98.3,105.5,-7.1,2.6,0.21,5.6,9.8,16.6,13.2,26.8,42.9,45.9,12.2,97.02,1.1,0,0.7,0,1.3,4.6,2.3,2.6,8.3,0.1,0.5,1.9,0.8,100,0,83.7,14,0,0,16.3,0,69.8,50,50,0,0,50,50,12.2,10.7,10.9,0,0,7.6,9.7,46.8,27.6,32.6,4.4,19.8,12.5,20,42.3,36.3,15.7,9.1,105.5,1.5,16.6,27.6,0.2,12.5,0.1,20,4.6,2.3,2.6,8.3,0.023
LATOYA SANDERS,WAS,32,28,17,11,24.5,10.2,4.1,6.8,60.7,0,0,0,1.9,2.2,86.9,2.3,4.1,6.4,1.6,1.1,1.3,1.1,2.4,26.2,2,0,5.4,112.8,100.7,12,10,1.47,15.1,10.2,17,13.7,10.3,60.7,65.4,16.4,94.17,13.9,1.9,1.4,0.7,4.4,7.2,7.9,4.3,21.8,1.1,0.2,2.4,2,99.5,0.5,81.4,38.6,0,7,18.6,18.9,42.8,85.3,14.7,0,0,85.3,14.7,16.4,20.9,16.3,0,0.3,20.6,20.5,47.8,26.7,31.8,12.5,17,25.5,37.8,15,23.7,20.4,18.8,100.7,4.1,17,26.7,1.3,25.5,1.1,37.8,7.2,7.9,4.3,21.8,0.099
LAYSHIA CLARENDON,CON,28,33,20,13,16.6,4.8,1.7,4.3,40.1,0.1,0.6,10,1.3,1.6,81.1,0.5,1.3,1.8,2.2,1.2,0.5,0,1.5,10.5,0,0,-2.2,93.6,99.5,-5.9,21.4,1.89,26.3,2.9,7.6,5.3,13.9,40.8,48.1,15.3,99.05,7.3,1.7,0.4,0.7,2.5,6.9,5.1,3.7,14.7,0,0.2,1.5,1.8,85.9,14.1,69.2,17.6,3.8,13.8,27,34.6,51.6,40,60,100,0,42.1,57.9,15.3,14.5,15.1,2.9,8.4,21.4,19.3,12.5,12.8,12.7,30.1,18.6,15.3,0,9.8,18.5,22.6,15.1,99.5,1.3,7.6,12.8,0.5,15.3,0,0,6.9,5.1,3.7,14.7,0.077
LEILANI MITCHELL,PHO,34,31,20,11,14.9,4.4,1.5,4.2,35.1,1,2.9,34.1,0.4,0.5,85.7,0.3,1.1,1.4,2.3,1.1,0.5,0.2,1.3,10.2,0,0,-1.6,94.2,99.4,-5.2,26.7,2,28.8,2.3,6.7,4.6,14.4,46.9,49.2,16.3,98.99,7.6,0.9,0.3,0.2,0.7,7.3,4,2.7,12.1,0.2,0.1,1.3,0.7,30.5,69.5,22.2,5.9,68.9,4.4,8.9,20.7,16.3,26.7,73.3,90.3,9.7,69.6,30.4,16.3,14.9,17.9,32.6,31.4,6.5,6.1,14.1,11.9,12.3,33.5,19.2,21.2,11.1,15.4,16.9,9,15.1,99.4,1.1,6.7,11.9,0.5,21.2,0.2,11.1,7.3,4,2.7,12.1,0.07
LETICIA ROMERO,DAL,24,21,9,12,6.9,1.1,0.2,0.8,31.3,0,0.2,20,0.6,0.7,86.7,0.4,0.4,0.8,1.1,0.7,0,0,1,3.2,0,0,-1.7,98.6,109.7,-11.1,23,1.53,37.7,5.5,6.2,5.8,24.6,34.4,53.1,11.2,98.1,2.4,0,0.2,0,0.3,2.9,2,2.5,5.6,0,0,1,0.7,68.8,31.3,33.3,8.3,12.5,0,54.2,0,25,0,100,100,0,20,80,11.2,4.8,6.7,5.3,6.4,20.6,17.4,24.2,9.9,13.7,38.3,30,5.3,0,8.3,36.2,19.5,8.2,109.7,0.4,6.2,9.9,0,5.3,0,0,2.9,2,2.5,5.6,0.004
LEXIE BROWN,CON,24,22,15,7,5.6,1.7,0.5,2,27.3,0.4,1.3,31,0.2,0.3,57.1,0,0.7,0.8,0.5,0.5,0.3,0,0.5,3.9,0,0,0.2,102,102,0,13.6,1.2,17.4,0.7,11.8,6.3,14.5,37.5,39.3,18.8,97.73,4.4,0.4,0.3,0.1,0.2,2.1,2.1,0.7,3,0,0,0.5,0.3,34.1,65.9,16.2,5.4,73,8.1,10.8,24.3,10.8,0,100,88.9,11.1,66.7,33.3,18.8,12,19.6,34.6,38.2,11.8,12.7,2.8,21.6,15.5,20.7,25,28.6,9.1,10,17.5,10.5,14.2,102,0.7,11.8,21.6,0.3,28.6,0,9.1,2.1,2.1,0.7,3,0.02
LINDSAY ALLEN,LVA,24,24,8,16,14.9,3.1,1.2,3,38.4,0,0.7,6.3,0.7,1,70.8,0.1,1.1,1.3,2.9,0.9,0.6,0,0.7,9.9,0,0,-0.8,94.8,99.1,-4.3,29.6,3.29,40.1,0.8,7.1,3.8,12.2,39,44.3,11.4,102.46,9,0.6,0.3,0.3,0.9,5.5,3.2,2.6,10.3,0,0.1,0.7,1.3,78.1,21.9,73,43.2,4.1,10.8,23,20.3,29.7,22.2,77.8,100,0,25,75,11.4,10.7,11.7,3.4,18.4,9.4,9.8,3.4,11.2,9.1,40.4,15,24.6,0,5.8,9.8,14.5,10.1,99.1,1.1,7.1,11.2,0.6,24.6,0,0,5.5,3.2,2.6,10.3,0.072
LINDSAY WHALEN,MIN,37,32,16,16,19.3,5.7,2,5.6,36.3,0.5,1.3,35.7,1.2,1.3,88.1,0.3,2.3,2.6,3.1,1.3,0.7,0.1,1.3,14.4,0,0,0.9,100.3,98.4,2,24.1,2.41,29.4,1.7,12.1,6.9,12.2,40.5,46.1,16.9,94.61,8.6,0.8,0.8,0.4,1.8,6,4.5,4.7,14.7,0.1,0.3,1.3,1.3,76.5,23.5,54.9,24.2,24.7,6.6,20.3,13.7,30.8,40,60,100,0,53.8,46.2,16.9,13.7,17.2,20,19.2,18.9,16.2,7,17.6,14.9,31.3,19.6,20,7.3,17.7,18.3,16.1,14.9,98.4,2.3,12.1,17.6,0.7,20,0.1,7.3,6,4.5,4.7,14.7,0.096
LINNAE HARPER,CHI,24,24,9,15,6.1,2,0.8,2,40.4,0.2,0.5,30.8,0.3,0.4,60,0.2,0.6,0.8,1,0.4,0.2,0,0.6,4.8,0,0,-1.8,94.8,111.4,-16.6,28.6,2.67,28.6,2.8,9.7,6.3,10.7,44.7,46.7,17.3,99.54,7.5,0.3,0,0.2,0.8,2.5,2.3,1.6,5.4,0,0.2,0.6,0.3,72.3,27.7,62.5,20.8,25,8.3,12.5,12.5,41.7,26.7,73.3,100,0,42.1,57.9,17.3,18.4,19.6,16,19.7,10.2,13.9,14.3,18.7,17.5,33.3,18.8,22.7,11.1,26.7,23.1,10.1,16.6,111.4,0.6,9.7,18.7,0.2,22.7,0,11.1,2.5,2.3,1.6,5.4,0
LIZ CAMBAGE,DAL,27,32,15,17,29.5,23,8.7,14.8,58.9,0.4,1.2,32.4,5.3,7.2,73.8,2.3,7.3,9.7,2.3,2.8,0.5,1.7,2.8,41.7,15,0,2.3,107.6,104.5,3.1,15.6,0.82,10.1,8,24.4,16.2,12.3,60.2,64.3,28.7,98.83,21,2.9,4.8,1.3,14.7,11.9,8,10.2,25.2,1.7,0.7,2.8,6.5,92.2,7.8,72.2,8.4,4.9,5.6,22.9,12.6,63.8,62.8,37.2,100,0,64.4,35.6,28.7,37.3,29,7.6,7.6,37.2,39.6,30.5,37.3,35.4,16,25,9.8,46.2,20.6,20.1,40.8,35.1,104.5,7.3,24.4,37.3,0.5,9.8,1.7,46.2,11.9,8,10.2,25.2,0.077
