PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,SEASON
Carmelo Anthony,NYK,32,6-8,240,Syracuse,USA,2003,1,3,72,1573,556,299,-1,3.9,17.3,29.1,53.0,20.9,2016
Caron Butler,SAC,36,6-7,228,Connecticut,USA,2002,1,10,17,63,22,10,-13,2.5,9.8,15.9,49.0,9.9,2016
Chandler Parsons,DAL,27,6-10,230,Florida,USA,2011,2,38,61,837,285,169,0,1.7,14.1,20.4,58.9,15.8,2016
Channing Frye,CLE,33,6-11,255,Arizona,USA,2005,1,8,70,425,234,71,5,3.0,17.2,15.3,58.6,8.6,2016
Charlie Villanueva,DAL,31,6-11,232,Connecticut,USA,2005,1,7,62,319,152,24,-8,3.2,19.3,23.6,47.3,6.3,2016
Chase Budinger,PHX,28,6-7,209,Arizona,USA,2009,2,44,66,271,150,64,0,4.3,11.5,13.8,51.4,9.8,2016
Chris Andersen,MEM,37,6-10,245,Blinn J.C.,USA,Undrafted,Undrafted,Undrafted,27,105,98,12,-10,8.8,17.5,10.8,59.8,4.5,2016
Chris Bosh,MIA,32,6-11,235,Georgia Tech,USA,2003,1,4,53,1010,390,128,1,2.8,18.8,24.7,57.1,12.9,2016
Chris Copeland,MIL,32,6-9,239,Colorado,USA,Undrafted,Undrafted,Undrafted,24,50,10,11,-26,0.6,6.4,16.9,46.2,12.0,2016
Chris Johnson,UTA,26,6-6,206,Dayton,USA,Undrafted,Undrafted,Undrafted,70,205,132,45,2,3.2,11.8,13.1,48.2,8.2,2016
Chris Kaman,POR,34,7-0,265,Central Michigan,USA,2003,1,6,16,44,24,11,-15,6.7,14.8,20.2,49.6,18.6,2016
Chris McCullough,BKN,21,6-11,200,Syracuse,USA,2015,1,29,24,112,68,9,-15,6.3,12.6,15.8,47.0,3.8,2016
Chris Paul,LAC,31,6-0,175,Wake Forest,USA,2005,1,4,74,1446,310,738,11,1.7,10.5,26.5,57.5,49.3,2016
Christian Wood,PHI,20,6-11,220,UNLV,USA,Undrafted,Undrafted,Undrafted,17,61,38,3,-13,7.5,15.5,18.5,49.0,3.5,2016
Chuck Hayes,LAC,33,6-6,240,Kentucky,USA,Undrafted,Undrafted,Undrafted,2,4,8,2,-2,0.0,25.0,11.3,69.4,13.3,2016
Cleanthony Early,NYK,25,6-8,210,Wichita State,USA,2014,2,34,17,31,26,6,0,2.4,12.4,14.7,37.1,5.8,2016
Cliff Alexander,POR,20,6-8,240,Kansas,USA,Undrafted,Undrafted,Undrafted,8,10,6,0,-20,6.5,10.5,13.4,50.0,0.0,2016
Clint Capela,HOU,22,6-10,240,None,Switzerland,2014,1,25,77,542,494,47,4,12.3,20.2,15.6,55.3,5.0,2016
Cody Zeller,CHA,23,7-0,240,Indiana,USA,2013,1,4,73,638,455,71,5,7.7,17.8,15.2,59.2,6.1,2016
Cole Aldrich,LAC,27,6-11,250,Kansas,USA,2010,1,11,60,328,288,50,-1,11.0,25.2,18.5,62.6,10.7,2016
Corey Brewer,HOU,30,6-9,186,Florida,USA,2007,1,7,82,590,199,109,-2,2.3,9.0,17.2,48.1,10.2,2016
Cory Jefferson,PHX,25,6-9,218,Baylor,USA,2014,2,60,8,22,16,0,-7,10.3,18.5,20.3,44.6,0.0,2016
Cory Joseph,TOR,24,6-3,190,Texas,Canada,2011,1,29,80,677,210,250,6,1.9,8.0,16.6,51.2,19.9,2016
Coty Clarke,BOS,23,6-7,225,Arkansas,USA,Undrafted,Undrafted,Undrafted,3,6,1,0,42,0.0,20.0,35.7,75.0,0.0,2016
Courtney Lee,CHA,30,6-5,200,Western Kentucky,USA,2008,1,22,79,761,205,136,3,1.3,7.7,14.6,55.1,8.8,2016
Cristiano Felicio,CHI,23,6-10,275,None,Brazil,Undrafted,Undrafted,Undrafted,31,105,102,26,8,9.4,21.8,13.5,60.1,11.5,2016
D'Angelo Russell,LAL,20,6-5,195,Ohio State,USA,2015,1,2,80,1054,274,266,-12,1.9,10.1,23.8,50.7,21.3,2016
D.J. Augustin,DEN,28,6-0,183,Texas-Austin,USA,2008,1,9,62,467,95,198,-1,0.7,7.2,18.0,57.5,25.7,2016
Dahntay Jones,CLE,35,6-6,225,Duke,USA,2003,1,20,1,13,5,2,2,2.4,9.5,15.6,46.4,6.7,2016
Damian Lillard,POR,25,6-3,195,Weber State,USA,2012,1,6,75,1879,302,512,2,1.6,9.3,30.4,56.0,33.0,2016
Damien Inglis,MIL,21,6-8,246,None,France,2014,2,31,20,36,31,10,-14,1.3,17.1,14.9,44.4,11.2,2016
Damjan Rudez,MIN,30,6-9,230,None,Croatia,Undrafted,Undrafted,Undrafted,33,75,20,11,-3,1.9,5.6,12.3,57.2,5.8,2016
Danilo Gallinari,DEN,27,6-10,225,None,Italy,2008,1,6,53,1036,281,135,-3,2.7,12.7,22.6,58.2,12.2,2016
Danny Green,SAS,29,6-6,215,North Carolina,USA,2009,2,46,79,572,303,141,13,2.4,12.1,14.3,49.2,9.2,2016
Dante Cunningham,NOP,29,6-8,230,Villanova,USA,2009,2,33,80,484,236,77,-6,2.8,9.7,11.0,54.0,5.6,2016
Darrell Arthur,DEN,28,6-9,235,Kansas,USA,2008,1,27,70,527,293,96,-2,5.5,13.2,16.5,51.4,10.2,2016
Darren Collison,SAC,28,6-0,175,UCLA,USA,2009,1,21,74,1035,169,318,-2,1.2,6.2,19.0,59.1,21.9,2016
Darrun Hilliard,DET,23,6-6,205,Villanova,USA,2015,2,38,38,152,45,27,-2,1.3,10.3,19.0,51.1,11.7,2016
David Lee,DAL,33,6-9,245,Florida,USA,2005,1,30,55,427,305,84,-4,10.8,21.8,21.0,56.8,16.2,2016
David West,SAS,35,6-9,250,Xavier,USA,2003,1,18,78,554,309,143,12,5.5,16.8,17.5,57.3,15.0,2016
DeAndre Jordan,LAC,27,6-11,265,Texas A&M,USA,2008,2,35,77,980,1059,90,9,10.5,28.6,15.5,62.8,5.1,2016
DeJuan Blair,WAS,27,6-7,270,Pittsburgh,USA,2009,2,37,29,61,57,11,-10,8.1,18.0,16.6,41.4,7.7,2016
DeMar DeRozan,TOR,26,6-7,220,Southern California,USA,2009,1,9,78,1830,349,315,3,2.3,10.3,29.1,55.0,20.8,2016
DeMarcus Cousins,SAC,25,6-11,270,Kentucky,USA,2010,1,5,65,1748,747,214,1,7.0,24.9,35.1,53.8,16.7,2016
DeMarre Carroll,TOR,29,6-8,212,Missouri,USA,2009,1,27,26,286,122,27,3,3.7,11.8,17.6,49.0,5.6,2016
Delon Wright,TOR,24,6-5,190,Utah,USA,2015,1,20,27,103,37,31,3,3.5,12.0,21.8,54.0,22.6,2016
Dennis Schroder,ATL,22,6-1,172,None,Germany,2013,1,17,80,879,204,349,8,1.6,10.6,28.6,51.0,36.8,2016
Deron Williams,DAL,32,6-3,200,Illinois,USA,2005,1,3,65,918,190,378,0,0.9,7.9,21.8,53.0,29.5,2016
Derrick Favors,UTA,24,6-10,265,Georgia Tech,USA,2010,1,3,62,1016,503,94,2,8.9,18.0,23.4,55.1,8.6,2016
Derrick Rose,CHI,27,6-3,190,Memphis,USA,2008,1,1,66,1080,225,311,-4,2.1,7.8,26.6,47.9,25.0,2016
Derrick Williams,NYK,25,6-8,240,Arizona,USA,2011,1,2,80,746,296,75,-7,3.2,16.9,23.0,55.0,9.6,2016
Devin Booker,PHX,19,6-6,206,Kentucky,USA,2015,1,13,76,1048,187,200,-8,1.2,7.5,22.8,53.5,16.2,2016
Devin Harris,DAL,33,6-3,185,Wisconsin,USA,2004,1,5,64,487,138,118,-3,1.4,8.9,16.8,55.9,14.9,2016
Devyn Marble,ORL,23,6-6,200,Iowa,USA,2014,2,56,28,60,38,12,-1,2.1,12.0,15.3,36.8,7.2,2016
Dewayne Dedmon,ORL,26,7-0,245,Southern California,USA,Undrafted,Undrafted,Undrafted,58,255,228,13,-1,9.5,22.3,15.1,60.6,2.9,2016
Dion Waiters,OKC,24,6-4,220,Syracuse,USA,2012,1,4,78,762,202,154,4,1.6,7.3,17.3,49.2,10.3,2016
Dirk Nowitzki,DAL,38,7-0,245,None,Germany,1998,1,9,75,1372,489,132,4,2.2,18.2,24.9,55.5,9.6,2016
Donald Sloan,BKN,28,6-3,205,Texas A&M,USA,Undrafted,Undrafted,Undrafted,61,424,173,268,-5,1.3,11.9,16.3,53.6,29.3,2016
Donatas Motiejunas,HOU,25,7-0,222,None,Lithuania,2011,1,20,37,230,109,41,4,6.9,12.4,21.4,50.4,11.6,2016
Doug McDermott,CHI,24,6-8,225,Creighton,USA,2014,1,11,81,764,195,59,-3,1.9,8.0,16.6,56.1,4.9,2016
Draymond Green,GSW,26,6-7,230,Michigan State,USA,2012,2,35,81,1131,769,598,18,5.0,19.8,18.4,58.7,27.7,2016
Drew Gooden,WAS,34,6-10,250,Kansas,USA,2002,1,4,30,82,85,13,-12,8.3,19.8,16.9,37.6,6.6,2016
Duje Dukan,SAC,24,6-9,220,Wisconsin,Croatia,Undrafted,Undrafted,Undrafted,1,6,4,1,-15,5.1,6.9,15.4,30.0,6.7,2016
Dwight Howard,HOU,30,6-11,265,None,USA,2004,1,1,71,976,835,98,1,10.3,26.1,18.4,60.4,7.1,2016
Dwight Powell,DAL,24,6-11,240,Stanford,Canada,2014,2,45,69,399,273,44,-2,8.2,18.8,17.5,55.7,7.7,2016
Dwyane Wade,MIA,34,6-4,220,Marquette,USA,2003,1,5,74,1409,302,344,0,3.8,9.6,31.0,51.7,26.7,2016
E'Twaun Moore,CHI,27,6-4,191,Purdue,USA,2011,2,55,59,443,133,99,-1,1.5,8.2,15.7,54.8,11.8,2016
Ed Davis,POR,27,6-10,240,North Carolina,USA,2010,1,13,81,526,599,88,1,12.5,21.1,12.5,61.6,7.8,2016
Edy Tavares,ATL,24,7-3,260,None,Cabo Verde,2014,2,43,11,25,21,3,-4,11.5,19.7,16.7,55.5,5.5,2016
Elfrid Payton,ORL,22,6-4,185,Louisana-Lafayette,USA,2014,1,10,73,778,261,467,-1,3.4,8.7,19.8,47.8,31.7,2016
Elijah Millsap,UTA,28,6-6,225,Alabama-Birmingham,USA,Undrafted,Undrafted,Undrafted,20,36,35,19,7,3.3,15.2,14.1,38.4,16.4,2016
Elliot Williams,CHA,27,6-5,190,Memphis,USA,2010,1,22,5,8,4,4,-5,2.4,6.8,13.8,34.0,14.3,2016
Elton Brand,PHI,37,6-9,254,Duke,USA,1999,1,1,17,70,63,18,-7,3.4,22.0,16.8,46.1,14.2,2016
Emmanuel Mudiay,DEN,20,6-5,200,None,DRC,2015,1,7,68,872,232,372,-3,1.5,9.7,25.0,43.7,28.1,2016
Enes Freedom,OKC,24,6-11,245,None,Turkey,2011,1,3,82,1038,664,33,4,14.5,23.0,22.9,62.6,3.2,2016
Eric Bledsoe,PHX,26,6-1,190,Kentucky,USA,2010,1,18,31,632,125,190,-2,1.6,10.0,27.0,55.7,29.8,2016
Eric Gordon,NOP,27,6-4,215,Indiana,USA,2008,1,7,45,686,99,121,-2,0.7,5.9,20.3,56.5,12.9,2016
Eric Moreland,SAC,24,6-10,238,Oregon State,USA,Undrafted,Undrafted,Undrafted,8,8,11,1,7,6.7,13.6,9.6,51.5,2.9,2016
Erick Green,DEN,25,6-4,185,Virginia Tech,USA,2013,2,46,9,13,6,3,-1,8.1,10.0,13.8,46.8,10.7,2016
Ersan Ilyasova,ORL,29,6-10,235,None,Turkey,2005,2,36,74,767,403,67,-4,6.9,15.0,18.0,52.6,5.5,2016
Evan Fournier,ORL,23,6-7,205,None,France,2012,1,20,79,1213,225,214,-3,1.3,7.7,20.0,58.7,12.8,2016
Evan Turner,BOS,27,6-7,220,Ohio State,USA,2010,1,2,81,854,397,359,2,2.0,14.5,18.4,51.3,24.7,2016
Festus Ezeli,GSW,26,6-11,265,Vanderbilt,Nigeria,2012,1,30,46,320,257,32,14,12.1,19.6,17.7,55.9,6.0,2016
Frank Kaminsky,CHA,23,7-0,240,Wisconsin,USA,2015,1,9,81,606,335,98,-1,3.8,15.0,16.6,51.3,9.5,2016
Garrett Temple,WAS,30,6-6,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,80,582,212,140,0,1.8,9.1,14.0,52.0,10.2,2016
Gary Harris,DEN,21,6-4,210,Michigan State,USA,2014,1,19,76,932,220,147,-4,2.1,6.9,16.0,56.6,9.3,2016
Gary Neal,WAS,31,6-4,210,Towson,USA,Undrafted,Undrafted,Undrafted,40,390,83,47,-10,1.4,9.3,20.4,55.8,9.9,2016
George Hill,IND,30,6-3,188,Indiana-Purdue Indianapolis,USA,2008,1,26,74,894,298,259,2,2.3,9.3,15.7,55.5,15.7,2016
Gerald Green,MIA,30,6-7,205,No College,USA,2005,1,18,69,616,163,56,1,1.7,8.5,19.2,49.1,5.7,2016
Gerald Henderson,POR,28,6-5,215,Duke,USA,2009,1,12,72,624,211,75,1,2.0,12.1,20.1,52.6,8.4,2016
Giannis Antetokounmpo,MIL,21,6-11,222,None,Greece,2013,1,15,80,1350,612,345,-3,4.2,18.0,22.1,56.6,19.5,2016
Glenn Robinson III,IND,22,6-7,222,Michigan,USA,2014,2,40,45,171,68,26,-4,2.2,10.9,15.7,50.8,7.7,2016
Goran Dragic,MIA,30,6-3,190,None,Slovenia,2008,2,45,72,1018,277,419,4,2.4,9.1,21.1,53.7,27.6,2016
Gordon Hayward,UTA,26,6-8,226,Butler,USA,2010,1,9,80,1578,397,296,2,2.2,12.1,25.0,55.9,18.1,2016
Gorgui Dieng,MIN,26,6-11,241,Louisville,Senegal,2013,1,21,82,827,585,143,0,7.7,19.6,16.5,60.1,9.9,2016
Greg Monroe,MIL,26,6-11,265,Georgetown,USA,2010,1,7,79,1210,696,178,-2,9.9,21.5,23.1,56.2,12.8,2016
Greg Smith,MIN,25,6-10,250,Fresno State,USA,Undrafted,Undrafted,Undrafted,18,43,42,6,-20,5.9,16.9,10.4,54.5,4.9,2016
Greivis Vasquez,MIL,29,6-6,217,Maryland,Venezuela,2010,1,28,23,130,47,91,-10,1.1,9.3,18.4,43.5,32.0,2016
Harrison Barnes,GSW,24,6-8,225,North Carolina,USA,2012,1,7,66,774,325,117,10,3.8,11.4,15.6,55.9,7.7,2016
Hassan Whiteside,MIA,27,7-0,265,Marshall,USA,2010,2,33,73,1040,865,29,2,11.6,28.2,20.1,62.9,2.2,2016
Henry Sims,BKN,26,6-10,248,Georgetown,USA,Undrafted,Undrafted,Undrafted,14,91,72,9,-16,7.2,20.8,16.8,50.4,5.4,2016
Hollis Thompson,PHI,25,6-8,206,Georgetown,USA,Undrafted,Undrafted,Undrafted,77,758,272,99,-9,2.4,9.9,15.7,52.5,7.2,2016
Ian Clark,GSW,25,6-3,175,Belmont,USA,Undrafted,Undrafted,Undrafted,66,236,68,64,-8,2.3,9.0,19.3,54.4,17.1,2016
Ian Mahinmi,IND,29,6-11,250,None,France,2005,1,28,71,660,507,104,4,7.6,19.7,15.7,60.3,9.0,2016
Iman Shumpert,CLE,26,6-5,220,Georgia Tech,USA,2011,1,17,54,311,203,92,8,2.5,12.7,13.0,47.5,10.0,2016
Isaiah Canaan,PHI,25,6-0,201,Murray State,USA,2013,2,34,77,846,174,137,-12,0.9,7.9,19.1,52.8,12.0,2016
Isaiah Thomas,BOS,27,5-9,185,Washington,USA,2011,2,60,82,1823,243,509,5,1.6,7.1,28.9,56.2,31.2,2016
Ish Smith,PHI,27,6-0,175,Wake Forest,USA,Undrafted,Undrafted,Undrafted,77,972,305,502,-7,1.8,11.4,23.5,46.5,37.0,2016
J.J. Barea,DAL,32,6-0,185,Northeastern,Puerto Rico,Undrafted,Undrafted,Undrafted,74,808,152,302,-2,1.5,7.5,22.9,53.6,30.1,2016
JJ Hickson,WAS,27,6-9,242,North Carolina State,USA,2008,1,19,35,206,132,23,-7,8.3,20.1,22.0,51.4,9.1,2016
JJ O'Brien,UTA,24,6-7,220,San Diego State,USA,Undrafted,Undrafted,Undrafted,2,0,1,0,-49,0.0,20.0,7.1,0.0,0.0,2016
JJ Redick,LAC,32,6-4,190,Duke,USA,2006,1,11,75,1226,139,106,12,0.5,5.7,22.0,63.2,8.0,2016
JR Smith,CLE,30,6-6,225,No College,USA,2004,1,18,77,955,217,130,7,1.8,7.6,17.7,54.2,8.2,2016
JaKarr Sampson,DEN,23,6-9,214,St. John's (NY),USA,Undrafted,Undrafted,Undrafted,73,374,190,46,-7,3.8,11.8,16.5,50.4,6.2,2016
JaMychal Green,MEM,26,6-9,227,Alabama,USA,Undrafted,Undrafted,Undrafted,78,578,373,67,-1,9.2,17.4,18.8,52.0,7.4,2016
JaVale McGee,DAL,28,7-0,270,Nevada,USA,2008,1,18,34,172,133,3,-6,13.6,20.8,20.6,57.4,1.5,2016
Jabari Parker,MIL,21,6-8,250,Duke,USA,2014,1,2,76,1070,395,130,-4,5.3,11.4,20.6,53.5,8.6,2016
Jae Crowder,BOS,25,6-6,235,Marquette,USA,2012,2,34,73,1038,373,135,5,2.8,12.5,18.1,56.5,8.7,2016
Jahlil Okafor,PHI,20,6-11,275,Duke,USA,2015,1,3,53,928,373,65,-16,7.5,16.0,27.2,53.6,8.8,2016
Jamal Crawford,LAC,36,6-5,195,Michigan,USA,2000,1,8,79,1120,145,183,2,0.9,5.8,23.9,52.9,14.5,2016
Jameer Nelson,DEN,34,6-0,190,St. Joseph's (PA),USA,2004,1,20,39,299,115,190,-7,1.7,9.7,16.3,46.4,28.7,2016
James Anderson,SAC,27,6-6,213,Oklahoma State,USA,2010,1,20,51,179,86,41,-5,1.7,9.1,13.4,46.9,7.8,2016
James Ennis III,NOP,25,6-7,210,Cal State-Long Beach,USA,2013,2,50,22,159,42,21,-6,6.6,6.9,19.6,62.1,10.4,2016
James Harden,HOU,26,6-5,220,Arizona State,USA,2009,1,3,82,2376,501,612,2,1.9,14.0,31.9,59.8,35.4,2016
James Johnson,TOR,29,6-9,250,Wake Forest,USA,2009,1,16,57,287,126,67,0,3.1,11.0,15.7,53.2,11.3,2016
