PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,SEASON
Isaiah Taylor,ATL,23,6-3,170,Texas-Austin,USA,2016,,,67,445,94,206,-1,1.8,5.8,19.5,49.2,27.2,2019
Isaiah Thomas,LAL,29,5-9,185,Washington,USA,2011,2,60,32,486,67,153,-7,1.9,5.6,27.6,50.8,26.8,2019
Isaiah Whitehead,BKN,23,6-4,213,Seton Hall,USA,2016,2,42,16,100,26,20,-2,2.2,11.3,27.4,53.0,21.3,2019
Ish Smith,DET,29,6-0,175,Wake Forest,USA,Undrafted,Undrafted,Undrafted,82,894,224,360,1,1.3,9.5,20.3,52.5,27.3,2019
Ivan Rabb,MEM,21,6-10,220,California,USA,2017,2,35,36,201,158,32,-8,10.2,21.6,16.7,59.9,9.5,2019
Ivica Zubac,LAL,21,7-1,240,None,Croatia,2016,2,32,43,161,123,25,5,10.1,16.8,17.2,55.7,9.5,2019
J.J. Barea,DAL,34,6-0,185,Northeastern,Puerto Rico,Undrafted,Undrafted,Undrafted,69,801,201,434,1,0.9,12.0,24.3,54.5,42.6,2019
JJ Redick,PHI,34,6-4,200,Duke,USA,2006,1,11,70,1198,178,210,7,0.4,7.1,20.6,61.4,14.9,2019
JR Smith,CLE,32,6-6,225,No College,USA,2004,1,18,80,662,235,141,-2,1.3,9.2,13.6,53.4,8.7,2019
JaKarr Sampson,SAC,25,6-9,207,St. John's (NY),USA,Undrafted,Undrafted,Undrafted,22,103,78,9,0,5.8,16.1,12.4,58.5,4.1,2019
JaMychal Green,MEM,28,6-9,227,Alabama,USA,Undrafted,Undrafted,Undrafted,55,569,464,79,-8,9.6,21.8,17.8,53.0,8.2,2019
JaVale McGee,GSW,30,7-0,270,Nevada,USA,2008,1,18,65,310,169,33,3,10.1,16.6,18.3,64.1,8.0,2019
Jabari Bird,BOS,23,6-6,198,California,USA,2017,2,56,13,39,19,8,7,5.5,10.5,14.1,61.5,9.9,2019
Jabari Parker,MIL,23,6-8,250,Duke,USA,2014,1,2,31,391,151,59,-4,5.5,14.5,22.8,55.0,12.9,2019
Jack Cooley,SAC,27,6-10,274,Notre Dame,USA,Undrafted,Undrafted,Undrafted,7,40,30,6,-5,13.1,18.4,18.5,56.6,12.8,2019
Jacob Pullen,PHI,28,6-1,200,Kansas State,USA,Undrafted,Undrafted,Undrafted,3,2,0,0,4,0.0,0.0,18.8,50.0,0.0,2019
Jacob Wiley,BKN,23,6-8,223,Eastern Washington,USA,Undrafted,Undrafted,Undrafted,5,4,11,2,18,5.3,22.5,6.3,41.0,9.1,2019
Jae Crowder,UTA,27,6-6,235,Marquette,USA,2012,2,34,80,773,275,99,1,2.9,10.3,16.9,52.5,7.1,2019
Jahlil Okafor,BKN,22,6-11,260,Duke,USA,2015,1,3,28,176,85,12,-23,5.8,19.0,21.6,58.4,7.0,2019
Jake Layman,POR,24,6-9,210,Maryland,USA,2016,2,47,35,34,16,11,-12,2.4,7.8,13.9,35.2,9.9,2019
Jakob Poeltl,TOR,22,7-0,230,Utah,Austria,2016,1,9,82,567,393,57,8,10.7,15.0,14.3,66.2,5.4,2019
Jalen Jones,DAL,25,6-7,220,Texas A&M,USA,2016,,,16,74,38,4,-7,6.3,15.4,19.3,48.5,3.2,2019
Jamal Crawford,MIN,38,6-5,185,Michigan,USA,2000,1,8,80,822,99,185,-5,1.3,5.0,23.1,51.9,17.7,2019
Jamal Murray,DEN,21,6-4,207,Kentucky,Canada,2016,1,7,81,1352,297,274,4,3.3,8.7,22.3,57.6,15.9,2019
Jameel Warney,DAL,24,6-8,260,Stony Brook,USA,Undrafted,Undrafted,Undrafted,3,17,9,0,-7,13.8,20.0,23.4,59.9,0.0,2019
Jameer Nelson,DET,36,6-0,190,St. Joseph's (PA),USA,2004,1,20,50,247,104,179,-6,1.3,8.8,13.7,48.9,25.5,2019
Jamel Artis,ORL,25,6-7,213,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,15,77,38,18,-1,1.3,11.9,14.2,45.7,9.8,2019
James Ennis III,DET,27,6-7,210,Cal State-Long Beach,USA,2013,2,50,72,512,224,71,-6,4.5,9.6,13.4,58.8,6.9,2019
James Harden,HOU,28,6-5,220,Arizona State,USA,2009,1,3,72,2191,389,630,10,1.7,13.7,35.3,61.9,44.9,2019
James Johnson,MIA,31,6-8,240,Wake Forest,USA,2009,1,16,73,788,358,280,0,3.2,14.8,18.5,57.5,22.0,2019
James Michael McAdoo,PHI,25,6-9,230,North Carolina,USA,Undrafted,Undrafted,Undrafted,3,8,2,0,3,0.0,12.5,22.0,50.8,0.0,2019
James Webb III,BKN,24,6-9,202,Boise State,USA,2016,,,10,16,24,4,-13,5.9,13.8,9.9,33.3,4.4,2019
James Young,PHI,22,6-6,215,Kentucky,USA,2014,1,17,6,17,2,2,-20,0.0,2.9,13.1,51.1,5.3,2019
Jamil Wilson,LAC,27,6-7,229,Marquette,USA,Undrafted,Undrafted,Undrafted,15,105,32,10,1,1.0,10.0,14.5,63.4,5.6,2019
Jared Dudley,PHX,32,6-7,240,Boston College,USA,2007,1,22,48,152,94,78,0,1.1,12.6,10.2,55.3,15.3,2019
Jarell Eddie,CHI,26,6-7,218,Virginia Tech,USA,Undrafted,Undrafted,Undrafted,3,0,1,0,-10,0.0,16.7,9.1,0.0,0.0,2019
Jarell Martin,MEM,24,6-10,239,Louisiana State,USA,2015,1,25,73,565,318,73,-8,5.7,13.9,16.8,51.6,7.3,2019
Jarrett Allen,BKN,20,6-11,234,Texas,USA,2017,1,22,72,587,388,49,-4,9.6,15.7,16.2,63.6,5.5,2019
Jarrett Jack,NYK,34,6-3,200,Georgia Tech,USA,2005,1,22,62,466,191,348,-1,1.4,10.6,16.4,48.9,30.2,2019
Jason Smith,WAS,32,7-0,240,Colorado State,USA,2007,1,20,33,113,53,14,-16,6.0,12.2,20.4,45.5,8.4,2019
Jason Terry,MIL,40,6-2,185,Arizona,USA,1999,1,10,51,166,48,59,2,0.6,5.6,9.7,52.5,9.8,2019
Jawun Evans,LAC,21,6-0,190,Oklahoma State,USA,2017,2,39,48,231,84,100,2,1.1,9.2,17.0,42.1,17.7,2019
Jaylen Brown,BOS,21,6-7,225,California,USA,2016,1,3,70,1017,346,114,8,3.0,12.4,20.8,56.2,8.1,2019
Jaylen Morris,ATL,22,6-5,185,Molloy,USA,Undrafted,Undrafted,Undrafted,6,28,16,7,-18,1.8,12.5,15.4,43.8,13.0,2019
Jayson Tatum,BOS,20,6-8,205,Duke,USA,2017,1,3,80,1112,402,128,7,2.1,13.8,19.2,58.6,8.1,2019
Jeff Green,CLE,31,6-9,235,Georgetown,USA,2007,1,5,78,846,246,99,4,3.4,9.5,19.0,58.7,8.1,2019
Jeff Teague,MIN,30,6-2,189,Wake Forest,USA,2009,1,19,70,994,209,492,3,1.1,8.1,20.1,55.3,29.8,2019
Jeff Withey,DAL,28,7-0,230,Kansas,USA,2013,2,39,10,15,10,0,25,2.3,22.0,20.0,44.4,0.0,2019
Jerami Grant,OKC,24,6-9,220,Syracuse,USA,2014,2,39,81,682,319,57,2,5.0,14.0,16.1,60.7,5.5,2019
Jeremy Evans,ATL,30,6-9,200,Western Kentucky,USA,2010,2,55,1,2,1,0,-23,14.3,0.0,14.3,100,0.0,2019
Jeremy Lamb,CHA,26,6-5,185,Connecticut,USA,2012,1,12,80,1033,324,186,1,2.4,14.0,22.0,55.9,15.4,2019
Jeremy Lin,BKN,29,6-3,200,Harvard,USA,Undrafted,Undrafted,Undrafted,1,18,0,4,-10,0.0,0.0,25.4,59.7,23.5,2019
Jerian Grant,CHI,25,6-4,198,Notre Dame,USA,2015,1,19,74,619,171,342,-7,1.7,8.4,17.2,52.8,31.4,2019
Jerryd Bayless,PHI,29,6-3,200,Arizona,USA,2008,1,11,39,307,80,54,-3,1.6,6.6,14.6,54.6,8.5,2019
Jimmy Butler,MIN,28,6-8,236,Marquette,USA,2011,1,30,59,1307,314,288,8,3.8,11.2,24.5,59.0,20.4,2019
Joakim Noah,NYK,33,6-11,230,Florida,USA,2007,1,9,7,12,14,4,-2,12.8,20.0,16.2,51.0,20.0,2019
Jodie Meeks,WAS,30,6-4,210,Kentucky,USA,2009,2,41,77,487,126,70,-7,1.3,10.2,17.9,54.8,10.0,2019
Joe Harris,BKN,26,6-6,219,Virginia,USA,2014,2,33,78,846,260,128,-3,2.4,10.1,16.1,63.4,10.1,2019
Joe Ingles,UTA,30,6-8,226,None,Australia,Undrafted,Undrafted,Undrafted,82,940,344,392,5,1.0,12.5,15.6,62.3,22.2,2019
Joe Johnson,HOU,37,6-7,240,Arkansas,USA,2001,1,10,55,372,172,83,-4,1.1,13.0,15.7,49.0,10.9,2019
Joe Young,IND,26,6-2,185,Oregon,USA,2015,2,43,53,207,63,39,-7,2.0,9.1,16.9,52.1,10.3,2019
Joel Bolomboy,MIL,24,6-9,235,Weber State,Ukraine,2016,2,52,6,9,10,0,-18,13.3,12.1,11.5,52.1,0.0,2019
Joel Embiid,PHI,24,7-0,250,Kansas,Cameroon,2014,1,3,63,1445,690,199,12,7.8,25.5,33.0,57.3,18.2,2019
Joffrey Lauvergne,SAS,26,6-11,260,None,France,2013,2,55,55,226,171,41,-6,11.8,20.7,19.2,53.6,12.1,2019
John Collins,ATL,20,6-10,235,Wake Forest,USA,2017,1,19,74,777,541,98,-6,9.4,20.1,17.4,62.0,9.0,2019
John Henson,MIL,27,6-11,229,North Carolina,USA,2012,1,14,76,665,513,114,5,8.3,18.5,14.9,58.2,8.3,2019
John Holland,CLE,29,6-5,205,Boston University,USA,Undrafted,Undrafted,Undrafted,24,54,24,5,-9,3.6,10.4,17.8,41.7,4.0,2019
John Wall,WAS,27,6-4,210,Kentucky,USA,2010,1,1,41,797,150,393,4,1.6,8.8,28.1,51.5,42.5,2019
Johnathan Motley,DAL,23,6-10,230,Baylor,USA,Undrafted,Undrafted,Undrafted,11,96,49,7,-3,7.1,20.0,24.0,55.0,7.8,2019
Johnny O'Bryant III,CHA,25,6-9,257,Louisiana State,USA,2014,2,36,36,171,93,14,-11,6.3,17.3,21.9,47.0,6.7,2019
Jon Leuer,DET,29,6-10,228,Wisconsin,USA,2011,2,40,8,43,32,5,2,4.9,17.9,15.1,50.5,5.1,2019
Jonas Jerebko,UTA,31,6-10,231,None,Sweden,2009,2,39,74,429,246,42,2,4.8,17.5,15.1,58.6,5.7,2019
Jonas Valanciunas,TOR,26,7-0,255,None,Lithuania,2011,1,5,77,980,660,81,6,10.6,26.3,22.2,62.8,7.5,2019
Jonathan Gibson,BOS,30,6-2,185,New Mexico State,USA,Undrafted,Undrafted,Undrafted,4,34,3,4,0,0.0,7.1,28.0,73.9,14.8,2019
Jonathan Isaac,ORL,20,6-10,210,Florida State,USA,2017,1,6,27,145,99,18,-9,2.9,14.1,14.9,46.5,5.3,2019
Jonathon Simmons,ORL,28,6-6,195,Houston,USA,2012,0,0,69,962,239,171,-7,3.0,8.7,21.5,55.5,13.1,2019
Jordan Bell,GSW,23,6-9,224,Oregon,USA,2017,2,38,57,262,207,102,9,8.2,16.2,13.4,64.1,16.6,2019
Jordan Clarkson,CLE,26,6-5,194,Missouri,USA,2014,2,46,81,1124,217,221,-2,2.9,8.0,25.3,54.2,19.3,2019
Jordan Crawford,NOP,29,6-5,195,Xavier,USA,2010,1,27,5,33,4,13,-15,3.6,3.6,23.0,60.1,35.1,2019
Jordan Mickey,MIA,23,6-8,235,Louisiana State,USA,2015,2,33,23,93,81,9,-6,6.5,22.6,16.8,51.5,5.1,2019
Jose Calderon,CLE,36,6-3,200,None,Spain,Undrafted,Undrafted,Undrafted,57,255,84,117,3,1.7,7.9,11.8,64.3,17.5,2019
Josh Gray,PHX,24,6-1,180,Louisiana State,USA,Undrafted,Undrafted,Undrafted,5,32,10,12,-35,1.7,10.4,24.3,34.9,24.0,2019
Josh Hart,LAL,23,6-5,215,Villanova,USA,2017,1,30,63,496,263,80,-2,2.8,14.3,13.3,59.6,7.6,2019
Josh Huestis,OKC,26,6-7,230,Stanford,USA,2014,1,29,69,159,161,20,6,4.2,11.7,9.5,41.7,2.7,2019
Josh Jackson,PHX,21,6-8,200,Kansas,USA,2017,1,4,77,1012,351,119,-12,4.4,12.3,25.3,48.0,10.5,2019
Josh Magette,ATL,28,6-1,160,Alabama Huntsville,USA,2012,0,0,18,46,19,57,-1,0.9,7.9,11.9,46.4,37.0,2019
Josh McRoberts,DAL,31,6-10,240,Duke,USA,2007,2,37,2,0,0,0,-14,0.0,0.0,7.1,0.0,0.0,2019
Josh Richardson,MIA,24,6-6,200,Tennessee,USA,2015,2,40,81,1045,285,231,1,2.5,8.0,17.6,55.1,13.1,2019
Josh Smith,NOP,32,6-9,225,None,USA,2004,1,17,3,2,4,0,-34,13.6,10.0,11.8,25.0,0.0,2019
Jrue Holiday,NOP,28,6-4,205,UCLA,USA,2009,1,17,81,1537,365,486,5,2.2,9.5,22.5,57.0,24.3,2019
Juancho Hernangomez,DEN,22,6-9,230,None,Spain,2016,1,15,25,82,54,12,-4,6.2,13.9,13.4,51.1,6.0,2019
Julius Randle,LAL,23,6-9,250,Kentucky,USA,2014,1,7,82,1323,654,210,-1,8.2,20.2,25.1,60.6,15.8,2019
Julyan Stone,CHA,29,6-6,200,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted,23,19,29,26,9,0.5,15.3,5.1,68.4,18.7,2019
Justin Anderson,PHI,24,6-6,230,Virginia,USA,2015,1,21,38,236,93,25,-7,4.6,12.0,18.8,54.0,7.8,2019
Justin Holiday,CHI,29,6-6,185,Washington,USA,Undrafted,Undrafted,Undrafted,72,876,291,153,-4,1.3,11.4,17.7,51.3,9.7,2019
Justin Jackson,SAC,23,6-8,210,North Carolina,USA,2017,1,15,68,453,187,74,-8,1.8,10.9,13.9,52.1,7.1,2019
Justin Patton,MIN,21,7-0,236,Creighton,USA,2017,1,16,1,2,0,0,30,0.0,0.0,20.0,50.0,0.0,2019
Justise Winslow,MIA,22,6-7,225,Duke,USA,2015,1,10,68,529,370,148,1,3.7,17.8,15.8,49.6,13.4,2019
Jusuf Nurkic,POR,23,7-0,280,None,Bosnia and Herzegovina,2014,1,16,79,1132,708,143,4,8.7,23.7,25.7,52.8,11.5,2019
Kadeem Allen,BOS,25,6-3,200,Arizona,USA,2017,2,53,18,19,11,12,-8,3.4,6.7,13.2,36.6,16.7,2019
Karl-Anthony Towns,MIN,22,7-0,248,Kentucky,USA,2015,1,1,82,1743,1012,199,6,8.5,27.2,22.5,64.6,10.5,2019
Kawhi Leonard,SAS,27,6-7,230,San Diego State,USA,2011,1,15,9,146,42,21,4,2.9,15.9,30.4,57.2,19.1,2019
Kay Felder,DET,23,5-9,176,None,USA,2016,2,54,16,57,18,20,-15,1.9,10.8,28.0,37.9,24.7,2019
Kelly Olynyk,MIA,27,7-0,245,Gonzaga,Canada,2013,1,13,76,872,431,207,5,5.2,20.0,21.3,61.2,18.0,2019
Kelly Oubre Jr.,WAS,22,6-7,205,Kansas,USA,2015,1,15,81,953,363,98,-2,2.6,13.6,18.8,53.4,6.7,2019
Kemba Walker,CHA,28,6-1,184,Connecticut,USA,2011,1,9,80,1770,248,444,3,1.1,7.7,26.7,57.2,26.4,2019
Kendrick Perkins,CLE,33,6-10,270,None,USA,2003,1,27,1,3,1,2,18,0.0,9.1,11.8,52.1,18.2,2019
Kenneth Faried,DEN,28,6-8,228,Morehead State,USA,2011,1,22,32,188,153,18,-5,13.5,19.3,17.3,55.2,6.4,2019
Kent Bazemore,ATL,28,6-5,201,Old Dominion,USA,Undrafted,Undrafted,Undrafted,65,836,248,228,-5,1.4,12.4,22.1,54.7,19.9,2019
Kentavious Caldwell-Pope,LAL,25,6-5,205,Georgia,USA,2013,1,8,74,992,387,162,-1,2.3,12.7,16.5,56.1,9.3,2019
Kevin Durant,GSW,29,6-9,240,Texas,USA,2007,1,2,68,1792,464,366,7,1.5,16.9,29.3,64.0,24.3,2019
Kevin Love,CLE,29,6-10,251,UCLA,USA,2008,1,5,59,1039,546,103,1,6.5,27.4,24.8,61.4,9.9,2019
Kevon Looney,GSW,22,6-9,220,UCLA,USA,2015,1,30,66,267,215,42,6,9.4,13.5,12.1,58.8,6.2,2019
Khem Birch,ORL,25,6-9,220,UNLV,Canada,Undrafted,Undrafted,Undrafted,42,178,180,34,1,11.4,19.1,13.1,58.2,8.8,2019
Khris Middleton,MIL,26,6-8,234,Texas A&M,USA,2012,2,39,82,1652,429,328,2,1.6,13.3,23.9,57.7,17.2,2019
Klay Thompson,GSW,28,6-7,215,Washington State,USA,2011,1,11,73,1461,277,185,7,1.4,8.9,23.2,59.9,10.8,2019
Kobi Simmons,MEM,20,6-4,170,Arizona,USA,Undrafted,Undrafted,Undrafted,32,196,50,68,-17,2.1,6.2,16.3,49.0,15.7,2019
Kosta Koufos,SAC,29,7-0,265,Ohio State,USA,2008,1,23,71,477,472,87,-8,10.0,23.6,15.0,56.6,10.0,2019
Kris Dunn,CHI,24,6-4,210,Providence,USA,2016,1,5,52,699,221,310,-8,1.5,13.1,24.5,48.8,31.9,2019
Kristaps Porzingis,NYK,22,7-3,240,None,Latvia,2015,1,4,48,1088,316,57,0,3.9,15.4,30.5,53.9,6.3,2019
Kyle Anderson,SAS,24,6-9,230,UCLA,USA,2014,1,30,74,585,396,202,3,4.3,15.8,13.3,58.2,14.6,2019
Kyle Collinsworth,DAL,26,6-6,210,Brigham Young,USA,2016,,,32,101,107,56,-2,6.0,16.2,12.4,43.3,16.3,2019
Kyle Korver,CLE,37,6-7,212,Creighton,USA,2003,2,51,73,672,165,88,8,0.6,9.3,15.4,65.2,7.9,2019
Kyle Kuzma,LAL,22,6-9,220,Utah,USA,2017,1,27,77,1242,483,141,-2,3.5,15.4,21.9,54.9,9.1,2019
Kyle Lowry,TOR,32,6-0,205,Villanova,USA,2006,1,24,78,1267,434,537,8,2.6,14.2,21.1,59.8,30.7,2019
Kyle O'Quinn,NYK,28,6-10,250,Norfolk State,USA,2012,2,49,77,550,470,158,-1,9.0,24.2,16.8,62.5,16.6,2019
Kyle Singler,OKC,30,6-8,228,Duke,USA,2011,2,33,12,23,10,2,1,1.6,14.3,21.9,43.0,5.7,2019
Kyrie Irving,BOS,26,6-3,193,Duke,Australia,2011,1,1,60,1466,227,306,6,1.7,9.6,29.8,61.0,28.2,2019
LaMarcus Aldridge,SAS,32,6-11,260,Texas-Austin,USA,2006,1,2,75,1735,635,152,5,9.8,15.6,28.8,57.0,11.1,2019
Lance Stephenson,IND,27,6-6,230,Cincinnati,USA,2010,2,40,82,757,424,235,-3,3.3,20.3,20.8,49.5,18.6,2019
Lance Thomas,NYK,30,6-8,235,Duke,USA,Undrafted,Undrafted,Undrafted,73,298,175,44,-6,3.3,9.8,10.6,51.3,4.4,2019
Langston Galloway,DET,26,6-2,200,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,58,360,92,58,4,1.4,8.9,18.8,50.3,10.5,2019
Larry Drew II,NOP,28,6-2,180,UCLA,USA,Undrafted,Undrafted,Undrafted,10,17,3,10,-9,4.5,0.0,17.0,35.4,19.6,2019
Larry Nance Jr.,CLE,25,6-9,230,Wyoming,USA,2015,1,27,66,573,452,82,1,10.7,19.9,15.5,60.5,8.5,2019
Lauri Markkanen,CHI,21,7-0,230,Arizona,Finland,2017,1,7,68,1033,508,79,-9,3.7,21.7,21.5,55.2,6.4,2019
LeBron James,CLE,33,6-8,250,None,USA,2003,1,1,82,2251,709,747,2,3.3,20.1,31.0,62.1,43.2,2019
London Perrantes,CLE,23,6-2,190,Virginia,USA,2017,,,14,7,4,5,-16,1.5,6.4,10.1,23.0,10.2,2019
Lonzo Ball,LAL,20,6-6,190,UCLA,USA,2017,1,2,52,528,360,376,-1,3.6,15.3,16.9,44.4,28.8,2019
Lorenzo Brown,TOR,27,6-5,189,North Carolina State,USA,2013,2,52,14,32,15,13,14,0.8,9.7,12.3,45.9,12.5,2019
Lou Williams,LAC,31,6-1,175,None,USA,2005,2,45,79,1782,198,417,2,1.5,5.9,28.5,57.4,25.4,2019
Luc Mbah a Moute,HOU,31,6-8,230,UCLA,Cameroon,2008,2,37,61,460,186,55,10,1.5,10.2,12.8,59.5,5.2,2019
Lucas Nogueira,TOR,25,7-0,220,None,Brazil,2013,1,16,49,122,87,22,9,4.4,16.0,11.4,66.1,7.4,2019
Luis Montero,DET,25,6-7,200,Westchester C.C.,Dominican Republic,Undrafted,Undrafted,Undrafted,2,0,2,0,-29,0.0,22.2,16.7,0.0,0.0,2019
Luke Babbitt,MIA,29,6-9,225,Nevada-Reno,USA,2010,1,16,50,259,96,31,-3,1.0,12.3,14.7,57.6,6.4,2019
Luke Kennard,DET,22,6-5,200,Duke,USA,2017,1,12,73,558,176,124,4,1.4,10.4,16.9,56.0,12.7,2019
Luke Kornet,NYK,22,7-1,250,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,20,134,64,26,-9,3.2,15.8,18.9,51.6,11.4,2019
Luol Deng,LAL,33,6-9,220,Duke,United Kingdom,2004,1,7,1,2,0,1,-20,0.0,0.0,9.1,50.0,11.1,2019
Malachi Richardson,TOR,22,6-6,205,Syracuse,USA,2016,1,22,26,89,34,13,-8,1.5,9.7,14.9,44.6,5.8,2019
Malcolm Brogdon,MIL,25,6-5,215,Virginia,USA,2016,2,36,48,625,156,152,-2,1.7,9.7,18.9,57.8,16.5,2019
Malcolm Delaney,ATL,29,6-3,190,Virginia Tech,USA,Undrafted,Undrafted,Undrafted,54,338,100,163,-5,0.9,9.0,16.6,51.9,24.4,2019
Malcolm Miller,TOR,25,6-7,210,Holy Cross,USA,Undrafted,Undrafted,Undrafted,15,38,15,3,3,3.1,9.0,11.4,63.8,3.4,2019
Malik Beasley,DEN,21,6-5,196,Florida State,USA,2016,1,19,62,196,71,31,-1,2.3,9.5,15.1,50.9,7.7,2019
Malik Monk,CHA,20,6-3,200,Kentucky,USA,2017,1,11,63,421,66,91,-12,0.8,6.9,24.1,47.7,17.8,2019
Mangok Mathiang,CHA,25,6-10,230,Louisville,Australia,Undrafted,Undrafted,Undrafted,4,8,10,0,0,13.6,33.3,13.7,53.8,0.0,2019
Manu Ginobili,SAS,40,6-6,205,None,Argentina,1999,2,57,65,576,142,163,2,1.5,9.3,20.5,55.3,19.3,2019
MarShon Brooks,MEM,29,6-5,200,Providence,USA,2011,1,25,7,141,21,25,0,3.9,7.7,27.1,62.9,20.5,2019
Marc Gasol,MEM,33,7-1,255,None,Spain,2007,2,48,73,1258,592,305,-7,3.3,22.5,25.5,53.2,22.5,2019
Marcin Gortat,WAS,34,6-11,240,None,Poland,2005,2,57,82,690,623,151,2,8.9,21.3,15.3,54.6,10.3,2019
Marco Belinelli,PHI,32,6-5,210,None,Italy,2007,1,18,80,971,151,148,-1,1.0,6.6,19.7,58.1,11.5,2019
Marcus Georges-Hunt,MIN,24,6-5,226,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,42,59,16,7,-4,3.0,4.3,11.1,51.5,4.5,2019
Marcus Morris Sr.,BOS,28,6-9,235,Kansas,USA,2011,1,14,54,734,289,72,1,2.9,16.6,22.2,54.1,8.2,2019
Marcus Paige,CHA,24,6-0,164,North Carolina,USA,2016,2,55,5,12,4,3,16,0.0,16.7,22.4,40.3,14.3,2019
Marcus Smart,BOS,24,6-4,220,Oklahoma State,USA,2014,1,6,54,550,188,259,6,2.6,8.5,18.7,47.9,23.4,2019
Mario Chalmers,MEM,32,6-2,190,Kansas,USA,2008,2,34,66,507,157,197,-3,0.9,10.4,18.6,50.3,21.4,2019
Mario Hezonja,ORL,23,6-8,218,None,Croatia,2015,1,5,75,722,281,106,-6,2.4,14.4,19.7,54.4,10.1,2019
Markel Brown,HOU,26,6-3,190,Oklahoma State,USA,2014,2,44,4,5,5,2,-25,2.9,10.8,13.2,35.7,10.5,2019
Markelle Fultz,PHI,20,6-4,200,Washington,USA,2017,1,1,14,100,43,53,5,3.9,10.5,21.8,41.6,29.4,2019
Markieff Morris,WAS,28,6-10,245,Kansas,USA,2011,1,13,73,841,409,142,1,4.0,17.3,19.4,56.6,10.7,2019
Marquese Chriss,PHX,20,6-10,240,Washington,USA,2016,1,8,72,556,395,83,-8,4.6,20.0,17.6,50.9,8.1,2019
Marquis Teague,MEM,25,6-2,189,Kentucky,USA,2012,1,29,3,11,6,13,-20,1.2,7.2,12.1,30.2,24.1,2019
Marreese Speights,ORL,30,6-10,255,Florida,USA,2008,1,16,52,402,133,40,2,3.0,15.2,26.5,53.9,10.4,2019
Marshall Plumlee,MIL,25,7-0,250,Duke,USA,Undrafted,Undrafted,Undrafted,8,14,17,2,2,7.4,24.5,11.1,69.7,6.3,2019
Marvin Williams,CHA,32,6-9,237,North Carolina,USA,2005,1,2,78,744,370,96,2,3.6,14.0,14.5,60.3,6.9,2019
Mason Plumlee,DEN,28,6-11,255,Duke,USA,2013,1,22,74,524,400,142,-1,9.2,18.2,16.1,58.6,14.5,2019
Matt Costello,SAS,24,6-10,240,Michigan State,USA,Undrafted,Undrafted,Undrafted,4,4,9,2,27,4.0,27.6,7.1,50.0,7.1,2019
Matt Williams Jr.,MIA,24,6-5,210,Central Florida,USA,Undrafted,Undrafted,Undrafted,3,5,1,0,67,0.0,8.3,28.0,41.7,0.0,2019
Matthew Dellavedova,MIL,27,6-4,198,St. Mary's,Australia,Undrafted,Undrafted,Undrafted,38,164,64,145,-6,2.1,7.5,13.4,50.0,29.6,2019
Maurice Harkless,POR,25,6-9,220,St. John's (NY),USA,2012,1,15,59,385,162,53,0,3.6,9.0,12.3,59.6,6.1,2019
Maxi Kleber,DAL,26,6-11,220,None,Germany,Undrafted,Undrafted,Undrafted,72,386,234,51,-4,5.5,13.7,13.5,57.6,6.6,2019
Meyers Leonard,POR,26,7-1,255,Illinois,USA,2012,1,11,33,112,70,17,-9,4.7,25.1,15.5,67.6,11.0,2019
Michael Beasley,NYK,29,6-9,235,Kansas State,USA,2008,1,2,74,976,414,123,-4,5.7,19.1,26.1,55.6,12.2,2019
Michael Carter-Williams,CHA,26,6-6,190,Syracuse,USA,2013,1,11,52,239,138,116,-4,4.0,13.1,16.6,44.6,21.4,2019
Michael Kidd-Gilchrist,CHA,24,6-7,232,Kentucky,USA,2012,1,2,74,681,302,71,2,4.4,11.5,15.9,53.6,5.7,2019
Mike Conley,MEM,30,6-1,175,Ohio State,USA,2007,1,4,12,205,27,49,-3,0.0,7.0,26.0,52.0,23.4,2019
Mike James,NOP,27,6-1,195,Lamar,USA,Undrafted,Undrafted,Undrafted,36,336,90,126,-3,1.7,10.4,23.7,46.9,27.9,2019
Mike Muscala,ATL,26,6-11,240,Bucknell,USA,2013,2,44,53,405,230,51,-4,4.9,15.2,14.9,59.7,7.4,2019
Mike Scott,WAS,29,6-8,237,Virginia,USA,2012,2,43,76,668,247,80,-2,3.6,14.1,19.4,59.9,9.3,2019
Miles Plumlee,ATL,29,6-11,249,Duke,USA,2012,1,26,55,237,228,45,-7,8.2,16.0,12.7,57.4,7.4,2019
Milos Teodosic,LAC,31,6-5,196,None,Serbia,Undrafted,Undrafted,Undrafted,45,429,126,209,2,1.4,9.0,17.8,56.4,25.2,2019
Milton Doyle,BKN,24,6-4,180,Loyola (IL),USA,2017,,,10,34,18,10,-5,2.1,12.5,17.3,33.7,12.2,2019
Mindaugas Kuzminskas,NYK,28,6-9,215,None,Lithuania,Undrafted,Undrafted,Undrafted,1,0,0,0,0,0.0,0.0,50.0,0.0,0.0,2019
