,Assister,Scorer,PTS
1268,Malik Monk,Trey Lyles,2
1269,Trey Lyles,Davion Mitchell,2
1270,Davion Mitchell,Malik Monk,3
1271,Malik Monk,Keegan Murray,3
1272,Kevin Huerter,Keegan Murray,3
1273,Kevin Huerter,De'Aaron Fox,2
1274,Domantas Sabonis,De'Aaron Fox,2
1275,Keegan Murray,De'Aaron Fox,2
1276,Trey Lyles,Davion Mitchell,2
1277,Trey Lyles,Kevin Huerter,2
1278,Kevin Huerter,Domantas Sabonis,2
1279,Davion Mitchell,Kevin Huerter,2
1280,Domantas Sabonis,Kevin Huerter,2
1281,Davion Mitchell,Domantas Sabonis,2
1282,De'Aaron Fox,Malik Monk,2
1283,De'Aaron Fox,Chimezie Metu,2
1284,Malik Monk,Chimezie Metu,2
1285,Malik Monk,Chimezie Metu,2
1286,Domantas Sabonis,Keegan Murray,3
1287,Davion Mitchell,Malik Monk,3
1288,Davion Mitchell,Kevin Huerter,3
1289,Kevin Huerter,Domantas Sabonis,2
1290,Domantas Sabonis,Kevin Huerter,3
1291,De'Aaron Fox,Keegan Murray,2
1292,De'Aaron Fox,Keegan Murray,3
1293,Kevin Huerter,Malik Monk,3
1294,Davion Mitchell,Malik Monk,3
1295,De'Aaron Fox,Malik Monk,2
1296,Harrison Barnes,Domantas Sabonis,2
1297,Malik Monk,Domantas Sabonis,2
1298,De'Aaron Fox,Domantas Sabonis,2
1299,Domantas Sabonis,De'Aaron Fox,2
1300,Domantas Sabonis,De'Aaron Fox,2
1301,De'Aaron Fox,Keegan Murray,2
1302,De'Aaron Fox,Domantas Sabonis,2
1303,Malik Monk,Domantas Sabonis,2
1304,Malik Monk,Trey Lyles,2
1305,Trey Lyles,Chimezie Metu,2
1306,Domantas Sabonis,Malik Monk,2
1307,Kevin Huerter,Domantas Sabonis,2
1308,Kevin Huerter,Keegan Murray,3
1309,Kevin Huerter,Harrison Barnes,2
1310,Kevin Huerter,Harrison Barnes,3
1311,Keegan Murray,Chimezie Metu,2
1312,Harrison Barnes,Terence Davis,3
1313,Chimezie Metu,Terence Davis,3
1314,Chimezie Metu,Malik Monk,2
1315,Terence Davis,Malik Monk,2
1316,De'Aaron Fox,Domantas Sabonis,2
1317,Malik Monk,Trey Lyles,3
1318,Malik Monk,Keegan Murray,3
1319,Malik Monk,Trey Lyles,2
1320,De'Aaron Fox,Trey Lyles,2
1321,Kevin Huerter,Domantas Sabonis,2
1322,Kevin Huerter,De'Aaron Fox,3
1323,Domantas Sabonis,Harrison Barnes,2
1324,De'Aaron Fox,Domantas Sabonis,2
1325,Keegan Murray,Domantas Sabonis,3
1326,Davion Mitchell,Domantas Sabonis,2
1327,Malik Monk,Domantas Sabonis,2
1328,De'Aaron Fox,Trey Lyles,2
1329,Malik Monk,Chimezie Metu,2
1330,Harrison Barnes,Trey Lyles,2
1331,De'Aaron Fox,Malik Monk,2
1332,Domantas Sabonis,Kevin Huerter,2
1333,De'Aaron Fox,Domantas Sabonis,2
1334,De'Aaron Fox,Domantas Sabonis,2
1335,De'Aaron Fox,Terence Davis,2
1336,Malik Monk,Domantas Sabonis,2
1337,Malik Monk,Domantas Sabonis,2
1338,De'Aaron Fox,Malik Monk,2
1339,Malik Monk,Domantas Sabonis,2
1340,De'Aaron Fox,Harrison Barnes,3
1341,De'Aaron Fox,Malik Monk,3
1342,Keegan Murray,De'Aaron Fox,3
1343,De'Aaron Fox,Harrison Barnes,3
1344,Domantas Sabonis,Malik Monk,2
1345,Domantas Sabonis,Malik Monk,3
1346,Domantas Sabonis,Harrison Barnes,3
1347,Davion Mitchell,Keegan Murray,3
1348,Domantas Sabonis,Kevin Huerter,2
1349,Terence Davis,Domantas Sabonis,2
1350,Matthew Dellavedova,Malik Monk,2
1351,Malik Monk,Terence Davis,3
1352,Kevin Huerter,Trey Lyles,3
1353,Terence Davis,Chimezie Metu,2
1354,Malik Monk,Chimezie Metu,3
1355,Domantas Sabonis,Kevin Huerter,3
1356,Domantas Sabonis,Trey Lyles,2
1357,Harrison Barnes,Domantas Sabonis,2
1358,Harrison Barnes,Davion Mitchell,3
1359,Kevin Huerter,Domantas Sabonis,2
1360,Terence Davis,Domantas Sabonis,2
1361,Kevin Huerter,Harrison Barnes,3
1362,Malik Monk,Chimezie Metu,3
1363,Keegan Murray,Kevin Huerter,2
1364,Trey Lyles,Kevin Huerter,2
1365,Domantas Sabonis,Kevin Huerter,2
1366,Malik Monk,Harrison Barnes,3
1367,Harrison Barnes,Kevin Huerter,2
1368,Malik Monk,Trey Lyles,2
1369,Domantas Sabonis,Terence Davis,3
1370,Malik Monk,Terence Davis,3
1371,Domantas Sabonis,Malik Monk,2
1372,Trey Lyles,Matthew Dellavedova,3
1373,Terence Davis,Trey Lyles,3
1374,Terence Davis,Malik Monk,2
1375,Malik Monk,Chimezie Metu,3
1376,Matthew Dellavedova,Malik Monk,2
1377,Davion Mitchell,Harrison Barnes,2
1378,Malik Monk,Trey Lyles,3
1379,Harrison Barnes,Domantas Sabonis,2
1380,Domantas Sabonis,Malik Monk,2
1381,Matthew Dellavedova,Malik Monk,2
1382,Trey Lyles,Domantas Sabonis,3
1383,Domantas Sabonis,Davion Mitchell,3
1384,Chimezie Metu,Davion Mitchell,2
1385,Davion Mitchell,Kevin Huerter,3
1386,Keon Ellis,Kevin Huerter,2
1387,Keon Ellis,Richaun Holmes,2
1388,Keegan Murray,Kevin Huerter,3
1389,Matthew Dellavedova,Keon Ellis,3
1390,Matthew Dellavedova,Keon Ellis,2
1391,Matthew Dellavedova,Keon Ellis,3
1392,Matthew Dellavedova,Richaun Holmes,2
1393,Kevin Huerter,Keegan Murray,3
1394,Keegan Murray,Domantas Sabonis,3
1395,De'Aaron Fox,Harrison Barnes,2
1396,Kevin Huerter,Davion Mitchell,3
1397,Davion Mitchell,Domantas Sabonis,2
1398,Domantas Sabonis,Trey Lyles,2
1399,Domantas Sabonis,Davion Mitchell,2
1400,Chimezie Metu,Trey Lyles,2
1401,De'Aaron Fox,Chimezie Metu,2
1402,De'Aaron Fox,Trey Lyles,3
1403,Harrison Barnes,Chimezie Metu,2
1404,Harrison Barnes,Kevin Huerter,3
1405,De'Aaron Fox,Keegan Murray,2
1406,Domantas Sabonis,Kevin Huerter,2
1407,De'Aaron Fox,Kevin Huerter,3
1408,Chimezie Metu,Keegan Murray,3
1409,Kevin Huerter,Domantas Sabonis,2
1410,Harrison Barnes,Keegan Murray,3
1411,Domantas Sabonis,Kevin Huerter,2
1412,De'Aaron Fox,Kevin Huerter,2
1413,Kevin Huerter,Keegan Murray,2
1414,Domantas Sabonis,Keegan Murray,3
1415,Domantas Sabonis,Keegan Murray,3
1416,Davion Mitchell,Keegan Murray,3
1417,Davion Mitchell,Domantas Sabonis,2
1418,Malik Monk,Trey Lyles,2
1419,De'Aaron Fox,Malik Monk,3
1420,Malik Monk,Terence Davis,3
1421,De'Aaron Fox,Trey Lyles,3
1422,Domantas Sabonis,Kevin Huerter,2
1423,Domantas Sabonis,Malik Monk,3
1424,Domantas Sabonis,Malik Monk,3
1425,Davion Mitchell,Malik Monk,3
1426,Domantas Sabonis,Malik Monk,2
1427,Davion Mitchell,Keegan Murray,3
1428,Matthew Dellavedova,Keegan Murray,3
1429,Alex Len,Keon Ellis,3
1430,Matthew Dellavedova,Keegan Murray,2
1431,Kevin Huerter,Domantas Sabonis,2
1432,De'Aaron Fox,Keegan Murray,2
1433,De'Aaron Fox,Kevin Huerter,3
1434,Davion Mitchell,Terence Davis,3
1435,Domantas Sabonis,Malik Monk,3
1436,Malik Monk,Domantas Sabonis,2
1437,Malik Monk,De'Aaron Fox,2
1438,Domantas Sabonis,Keegan Murray,2
1439,Davion Mitchell,Malik Monk,2
1440,De'Aaron Fox,Harrison Barnes,2
1441,Domantas Sabonis,Kevin Huerter,2
1442,Domantas Sabonis,Keegan Murray,3
1443,De'Aaron Fox,Domantas Sabonis,2
1444,Kevin Huerter,Harrison Barnes,3
1445,Domantas Sabonis,Harrison Barnes,2
1446,De'Aaron Fox,Malik Monk,3
1447,Terence Davis,Chimezie Metu,2
1448,De'Aaron Fox,Terence Davis,2
1449,Chimezie Metu,Davion Mitchell,3
1450,Davion Mitchell,Chimezie Metu,2
1451,Chimezie Metu,Davion Mitchell,2
1452,Davion Mitchell,Chimezie Metu,2
1453,Davion Mitchell,Malik Monk,3
1454,De'Aaron Fox,Terence Davis,2
1455,De'Aaron Fox,Terence Davis,3
1456,De'Aaron Fox,Malik Monk,2
1457,Malik Monk,Harrison Barnes,2
1458,De'Aaron Fox,Domantas Sabonis,2
1459,De'Aaron Fox,Keegan Murray,3
1460,Domantas Sabonis,Keegan Murray,3
1461,Domantas Sabonis,Kevin Huerter,2
1462,Domantas Sabonis,De'Aaron Fox,2
1463,Davion Mitchell,Domantas Sabonis,2
1464,Davion Mitchell,Malik Monk,2
1465,De'Aaron Fox,Keegan Murray,2
1466,Malik Monk,Keegan Murray,3
1467,Domantas Sabonis,Harrison Barnes,2
1468,Malik Monk,Domantas Sabonis,2
1469,Harrison Barnes,Domantas Sabonis,2
1470,De'Aaron Fox,Kevin Huerter,2
1471,Kevin Huerter,Terence Davis,3
1472,Domantas Sabonis,Kevin Huerter,2
1473,De'Aaron Fox,Keegan Murray,2
1474,Domantas Sabonis,Keegan Murray,3
1475,De'Aaron Fox,Keegan Murray,3
1476,Malik Monk,Terence Davis,3
1477,Malik Monk,Terence Davis,3
1478,De'Aaron Fox,Harrison Barnes,3
1479,Domantas Sabonis,De'Aaron Fox,2
1480,Terence Davis,Chimezie Metu,2
1481,Kevin Huerter,Harrison Barnes,2
1482,Kevin Huerter,Domantas Sabonis,2
1483,Domantas Sabonis,Harrison Barnes,3
1484,Keegan Murray,Domantas Sabonis,2
1485,Trey Lyles,Keegan Murray,3
1486,Terence Davis,Trey Lyles,2
1487,De'Aaron Fox,Trey Lyles,2
1488,Trey Lyles,Terence Davis,2
1489,De'Aaron Fox,Chimezie Metu,2
1490,Chimezie Metu,Terence Davis,2
1491,De'Aaron Fox,Terence Davis,2
1492,Kevin Huerter,Terence Davis,3
1493,Terence Davis,Domantas Sabonis,2
1494,Keegan Murray,Kevin Huerter,2
1495,Domantas Sabonis,Kevin Huerter,3
1496,Keegan Murray,Kevin Huerter,3
1497,Terence Davis,Domantas Sabonis,2
1498,Kevin Huerter,Trey Lyles,2
1499,De'Aaron Fox,Trey Lyles,3
1500,Trey Lyles,Harrison Barnes,2
1501,De'Aaron Fox,Kevin Huerter,3
1502,Kevin Huerter,Terence Davis,3
1503,Keegan Murray,Domantas Sabonis,2
1504,De'Aaron Fox,Keegan Murray,3
1505,Keegan Murray,Kevin Huerter,2
1506,Domantas Sabonis,Terence Davis,3
1507,De'Aaron Fox,Harrison Barnes,3
1508,De'Aaron Fox,Terence Davis,3
1509,Chimezie Metu,De'Aaron Fox,3
1510,Domantas Sabonis,Kevin Huerter,3
1511,Domantas Sabonis,Kevin Huerter,3
1512,Keegan Murray,De'Aaron Fox,3
1513,Keegan Murray,Harrison Barnes,2
1514,Domantas Sabonis,Keegan Murray,3
1515,Keegan Murray,Domantas Sabonis,2
1516,Domantas Sabonis,De'Aaron Fox,2
1517,Keegan Murray,De'Aaron Fox,2
1518,Kevin Huerter,Domantas Sabonis,2
1519,Domantas Sabonis,Terence Davis,3
1520,Terence Davis,Harrison Barnes,2
1521,Domantas Sabonis,Terence Davis,2
1522,Kessler Edwards,Kevin Huerter,3
1523,Kessler Edwards,Trey Lyles,2
1524,Kevin Huerter,Domantas Sabonis,2
1525,De'Aaron Fox,Kevin Huerter,3
1526,De'Aaron Fox,Domantas Sabonis,2
1527,Domantas Sabonis,Kevin Huerter,2
1528,Domantas Sabonis,Terence Davis,2
1529,Terence Davis,Davion Mitchell,3
1530,Davion Mitchell,Terence Davis,2
1531,Davion Mitchell,Domantas Sabonis,2
1532,Domantas Sabonis,Keegan Murray,3
1533,Malik Monk,Terence Davis,3
1534,Davion Mitchell,Malik Monk,3
1535,Chimezie Metu,Trey Lyles,3
1536,Trey Lyles,De'Aaron Fox,3
1537,Harrison Barnes,De'Aaron Fox,2
1538,De'Aaron Fox,Malik Monk,2
1539,Domantas Sabonis,Kevin Huerter,3
1540,Keegan Murray,Domantas Sabonis,2
1541,Harrison Barnes,Keegan Murray,3
1542,Domantas Sabonis,Harrison Barnes,2
1543,Domantas Sabonis,Terence Davis,3
1544,Domantas Sabonis,Terence Davis,3
1545,Domantas Sabonis,Harrison Barnes,3
1546,De'Aaron Fox,Chimezie Metu,2
1547,Trey Lyles,Terence Davis,3
1548,Terence Davis,De'Aaron Fox,3
1549,Malik Monk,Domantas Sabonis,2
1550,Domantas Sabonis,Malik Monk,2
1551,Domantas Sabonis,Malik Monk,2
1552,Davion Mitchell,Kevin Huerter,3
1553,De'Aaron Fox,Kevin Huerter,3
1554,Kevin Huerter,Keegan Murray,3
1555,De'Aaron Fox,Keegan Murray,2
1556,Harrison Barnes,Kevin Huerter,2
1557,Domantas Sabonis,Davion Mitchell,3
1558,Davion Mitchell,Kevin Huerter,3
1559,Malik Monk,Chimezie Metu,2
1560,Terence Davis,Malik Monk,2
1561,De'Aaron Fox,Trey Lyles,2
1562,De'Aaron Fox,Trey Lyles,2
1563,Malik Monk,Domantas Sabonis,2
1564,Domantas Sabonis,Keegan Murray,2
1565,Malik Monk,Domantas Sabonis,2
1566,Malik Monk,Domantas Sabonis,2
1567,Domantas Sabonis,Malik Monk,3
1568,Kevin Huerter,De'Aaron Fox,2
1569,Keegan Murray,Domantas Sabonis,2
1570,Keegan Murray,Harrison Barnes,3
1571,De'Aaron Fox,Kevin Huerter,3
1572,Kevin Huerter,Keegan Murray,2
1573,Malik Monk,De'Aaron Fox,2
1574,De'Aaron Fox,Malik Monk,2
1575,Harrison Barnes,Trey Lyles,3
1576,De'Aaron Fox,Chimezie Metu,2
1577,Davion Mitchell,Malik Monk,2
1578,Malik Monk,Davion Mitchell,3
1579,Davion Mitchell,Terence Davis,3
1580,Domantas Sabonis,De'Aaron Fox,2
1581,De'Aaron Fox,Domantas Sabonis,2
1582,De'Aaron Fox,Malik Monk,3
1583,De'Aaron Fox,Malik Monk,2
1584,De'Aaron Fox,Malik Monk,3
1585,De'Aaron Fox,Malik Monk,3
1586,Domantas Sabonis,Harrison Barnes,3
1587,Harrison Barnes,De'Aaron Fox,3
1588,Kevin Huerter,Domantas Sabonis,2
1589,De'Aaron Fox,Keegan Murray,2
1590,De'Aaron Fox,Domantas Sabonis,3
1591,Domantas Sabonis,Harrison Barnes,2
1592,Domantas Sabonis,Kevin Huerter,2
1593,Domantas Sabonis,Terence Davis,3
1594,Malik Monk,Trey Lyles,3
1595,Domantas Sabonis,Trey Lyles,2
1596,Malik Monk,Domantas Sabonis,2
1597,De'Aaron Fox,Chimezie Metu,2
1598,Chimezie Metu,Malik Monk,3
1599,Harrison Barnes,Keegan Murray,2
1600,Keegan Murray,Davion Mitchell,2
1601,Keegan Murray,Kevin Huerter,2
1602,De'Aaron Fox,Harrison Barnes,2
1603,Domantas Sabonis,Keegan Murray,3
1604,Domantas Sabonis,Kevin Huerter,2
1605,Harrison Barnes,Keegan Murray,3
1606,De'Aaron Fox,Keegan Murray,3
1607,Kevin Huerter,Domantas Sabonis,2
1608,Domantas Sabonis,Keegan Murray,2
1609,Davion Mitchell,Terence Davis,3
1610,De'Aaron Fox,Malik Monk,3
1611,De'Aaron Fox,Malik Monk,3
1612,Trey Lyles,Chimezie Metu,2
1613,Harrison Barnes,Malik Monk,3
1614,Davion Mitchell,Trey Lyles,3
1615,De'Aaron Fox,Trey Lyles,3
1616,Trey Lyles,Keegan Murray,3
1617,Trey Lyles,De'Aaron Fox,3
1618,Kevin Huerter,Domantas Sabonis,2
1619,Keegan Murray,Kevin Huerter,2
1620,Domantas Sabonis,Davion Mitchell,3
1621,Domantas Sabonis,Keegan Murray,3
1622,Kevin Huerter,Domantas Sabonis,2
1623,Domantas Sabonis,Kevin Huerter,2
1624,Kevin Huerter,Davion Mitchell,3
1625,Domantas Sabonis,Kevin Huerter,2
1626,Domantas Sabonis,Harrison Barnes,3
1627,Keegan Murray,Matthew Dellavedova,3
1628,Malik Monk,Chimezie Metu,2
1629,Matthew Dellavedova,Chimezie Metu,2
1630,Chimezie Metu,Trey Lyles,3
1631,Malik Monk,Trey Lyles,2
1632,Domantas Sabonis,Harrison Barnes,2
1633,Keegan Murray,Davion Mitchell,2
1634,Domantas Sabonis,Keegan Murray,3
1635,Harrison Barnes,Domantas Sabonis,2
1636,Kevin Huerter,Domantas Sabonis,2
1637,Harrison Barnes,Kevin Huerter,3
1638,Davion Mitchell,Harrison Barnes,2
1639,Harrison Barnes,Kevin Huerter,2
1640,Domantas Sabonis,Kevin Huerter,2
1641,Keegan Murray,Harrison Barnes,2
1642,Davion Mitchell,Harrison Barnes,3
1643,Davion Mitchell,Kevin Huerter,2
1644,Chimezie Metu,Trey Lyles,2
1645,Domantas Sabonis,Malik Monk,3
1646,Kevin Huerter,Keegan Murray,3
1647,Kevin Huerter,Harrison Barnes,2
1648,Kevin Huerter,Harrison Barnes,3
1649,Kevin Huerter,Keegan Murray,2
1650,Davion Mitchell,Kevin Huerter,3
1651,Kevin Huerter,Davion Mitchell,2
1652,Domantas Sabonis,Kevin Huerter,3
1653,Domantas Sabonis,Keegan Murray,3
1654,De'Aaron Fox,Domantas Sabonis,2
1655,Malik Monk,Keegan Murray,3
1656,Domantas Sabonis,Keegan Murray,3
1657,Malik Monk,Domantas Sabonis,2
1658,Malik Monk,Domantas Sabonis,2
1659,Trey Lyles,Chimezie Metu,2
1660,Davion Mitchell,Kevin Huerter,2
1661,Domantas Sabonis,Kevin Huerter,3
1662,Domantas Sabonis,Harrison Barnes,2
1663,De'Aaron Fox,Harrison Barnes,2
1664,De'Aaron Fox,Harrison Barnes,2
1665,De'Aaron Fox,Harrison Barnes,2
1666,De'Aaron Fox,Domantas Sabonis,2
1667,De'Aaron Fox,Kevin Huerter,2
1668,Domantas Sabonis,Harrison Barnes,2
1669,Domantas Sabonis,De'Aaron Fox,2
1670,Malik Monk,Domantas Sabonis,2
1671,Malik Monk,Trey Lyles,3
1672,Davion Mitchell,Keegan Murray,3
1673,Malik Monk,De'Aaron Fox,3
1674,De'Aaron Fox,Trey Lyles,3
1675,Malik Monk,Harrison Barnes,2
1676,Davion Mitchell,Kevin Huerter,2
1677,Malik Monk,Domantas Sabonis,2
1678,De'Aaron Fox,Kevin Huerter,2
1679,Domantas Sabonis,Kevin Huerter,2
1680,De'Aaron Fox,Kevin Huerter,3
1681,Malik Monk,Domantas Sabonis,2
1682,Malik Monk,Chimezie Metu,2
1683,Malik Monk,Harrison Barnes,3
1684,Trey Lyles,Chimezie Metu,2
1685,Harrison Barnes,De'Aaron Fox,2
1686,De'Aaron Fox,Harrison Barnes,3
1687,Domantas Sabonis,Kevin Huerter,3
1688,Keegan Murray,Kevin Huerter,2
1689,Domantas Sabonis,Kevin Huerter,2
1690,Keegan Murray,Kevin Huerter,3
1691,De'Aaron Fox,Kevin Huerter,2
1692,Kevin Huerter,Domantas Sabonis,2
1693,De'Aaron Fox,Harrison Barnes,2
1694,De'Aaron Fox,Trey Lyles,3
1695,Kevin Huerter,De'Aaron Fox,2
1696,Malik Monk,Kevin Huerter,3
1697,Malik Monk,Trey Lyles,3
1698,Davion Mitchell,Trey Lyles,3
1699,Domantas Sabonis,Harrison Barnes,2
1700,Kessler Edwards,Domantas Sabonis,3
1701,Domantas Sabonis,Kevin Huerter,3
1702,De'Aaron Fox,Kessler Edwards,3
1703,Keegan Murray,Kevin Huerter,3
1704,Domantas Sabonis,Keegan Murray,3
1705,Kevin Huerter,Domantas Sabonis,2
1706,Davion Mitchell,Kevin Huerter,3
1707,Domantas Sabonis,Davion Mitchell,3
1708,Kevin Huerter,Domantas Sabonis,2
1709,Domantas Sabonis,Terence Davis,3
1710,Domantas Sabonis,Harrison Barnes,2
1711,Malik Monk,Domantas Sabonis,2
1712,Davion Mitchell,Chimezie Metu,2
1713,Chimezie Metu,Trey Lyles,2
1714,Chimezie Metu,Kevin Huerter,3
1715,Kevin Huerter,Trey Lyles,2
1716,Trey Lyles,Chimezie Metu,2
1717,Matthew Dellavedova,Keegan Murray,3
1718,Keegan Murray,Trey Lyles,2
1719,Kevin Huerter,Harrison Barnes,2
1720,Harrison Barnes,Davion Mitchell,3
1721,Domantas Sabonis,Davion Mitchell,3
1722,Domantas Sabonis,Harrison Barnes,2
1723,Kevin Huerter,Domantas Sabonis,2
1724,Davion Mitchell,Domantas Sabonis,2
1725,Domantas Sabonis,Kevin Huerter,3
1726,Domantas Sabonis,Harrison Barnes,3
1727,Domantas Sabonis,Keegan Murray,2
1728,Davion Mitchell,Kevin Huerter,2
1729,Kevin Huerter,Domantas Sabonis,3
1730,Domantas Sabonis,Keegan Murray,2
1731,Matthew Dellavedova,Harrison Barnes,2
1732,Harrison Barnes,Trey Lyles,3
1733,Trey Lyles,Chimezie Metu,2
1734,Davion Mitchell,Trey Lyles,2
1735,Trey Lyles,Kevin Huerter,3
1736,Davion Mitchell,Chimezie Metu,2
1737,Kevin Huerter,Malik Monk,2
1738,Trey Lyles,Malik Monk,3
1739,Kevin Huerter,Domantas Sabonis,2
1740,Domantas Sabonis,Keegan Murray,2
1741,Harrison Barnes,Kevin Huerter,2
1742,De'Aaron Fox,Kevin Huerter,3
1743,Kevin Huerter,Harrison Barnes,2
1744,Harrison Barnes,De'Aaron Fox,2
1745,Domantas Sabonis,Keegan Murray,2
1746,Domantas Sabonis,Harrison Barnes,2
1747,Domantas Sabonis,Keegan Murray,3
1748,Keegan Murray,Domantas Sabonis,2
1749,De'Aaron Fox,Malik Monk,3
1750,Malik Monk,Trey Lyles,2
1751,De'Aaron Fox,Kevin Huerter,2
1752,Kevin Huerter,Malik Monk,3
1753,Malik Monk,Harrison Barnes,2
1754,Malik Monk,Domantas Sabonis,2
1755,Domantas Sabonis,De'Aaron Fox,2
1756,De'Aaron Fox,Trey Lyles,3
1757,Davion Mitchell,Malik Monk,2
1758,De'Aaron Fox,Trey Lyles,2
1759,Malik Monk,Davion Mitchell,2
1760,Domantas Sabonis,Kevin Huerter,2
1761,Domantas Sabonis,Keegan Murray,2
1762,Domantas Sabonis,Keegan Murray,3
1763,Keegan Murray,Kevin Huerter,2
1764,De'Aaron Fox,Harrison Barnes,2
1765,Malik Monk,Domantas Sabonis,2
1766,Domantas Sabonis,De'Aaron Fox,3
1767,Domantas Sabonis,Kevin Huerter,3
1768,Domantas Sabonis,Trey Lyles,2
1769,De'Aaron Fox,Domantas Sabonis,2
1770,Keegan Murray,Kevin Huerter,2
1771,Domantas Sabonis,De'Aaron Fox,2
1772,Domantas Sabonis,Davion Mitchell,3
1773,De'Aaron Fox,Malik Monk,3
1774,De'Aaron Fox,Trey Lyles,3
1775,Malik Monk,Trey Lyles,3
1776,Domantas Sabonis,Trey Lyles,3
1777,Davion Mitchell,Kessler Edwards,3
1778,De'Aaron Fox,Harrison Barnes,2
1779,Domantas Sabonis,De'Aaron Fox,3
1780,De'Aaron Fox,Harrison Barnes,2
1781,De'Aaron Fox,Kevin Huerter,3
1782,Malik Monk,Domantas Sabonis,2
1783,Malik Monk,Davion Mitchell,2
1784,De'Aaron Fox,Trey Lyles,2
1785,Trey Lyles,Harrison Barnes,3
1786,Kessler Edwards,Davion Mitchell,3
1787,Malik Monk,Domantas Sabonis,2
1788,Malik Monk,Kessler Edwards,3
1789,Domantas Sabonis,Keegan Murray,3
1790,Domantas Sabonis,Harrison Barnes,3
1791,Domantas Sabonis,De'Aaron Fox,3
1792,Kevin Huerter,Domantas Sabonis,2
1793,De'Aaron Fox,Harrison Barnes,3
1794,Domantas Sabonis,Kevin Huerter,2
1795,Malik Monk,Domantas Sabonis,2
1796,De'Aaron Fox,Trey Lyles,3
1797,Malik Monk,Trey Lyles,3
1798,De'Aaron Fox,Chimezie Metu,3
1799,Malik Monk,Domantas Sabonis,2
1800,Davion Mitchell,Domantas Sabonis,2
1801,Malik Monk,Domantas Sabonis,3
1802,Domantas Sabonis,Malik Monk,2
1803,Domantas Sabonis,Kevin Huerter,3
1804,Kevin Huerter,Domantas Sabonis,2
1805,Domantas Sabonis,Kevin Huerter,3
1806,Domantas Sabonis,Keegan Murray,2
1807,Domantas Sabonis,Harrison Barnes,3
1808,Malik Monk,De'Aaron Fox,2
1809,Trey Lyles,De'Aaron Fox,2
1810,Trey Lyles,Malik Monk,2
1811,Kevin Huerter,Domantas Sabonis,2
1812,Trey Lyles,Kevin Huerter,3
1813,Domantas Sabonis,Kevin Huerter,3
1814,Domantas Sabonis,Kevin Huerter,3
1815,Domantas Sabonis,Kevin Huerter,2
1816,Domantas Sabonis,Kevin Huerter,3
1817,Domantas Sabonis,Kevin Huerter,3
1818,Trey Lyles,De'Aaron Fox,3
1819,Domantas Sabonis,De'Aaron Fox,3
1820,Kevin Huerter,Domantas Sabonis,2
1821,Domantas Sabonis,Harrison Barnes,3
1822,Davion Mitchell,Harrison Barnes,2
1823,Domantas Sabonis,Keegan Murray,3
1824,Domantas Sabonis,Kessler Edwards,3
1825,Malik Monk,Chimezie Metu,2
1826,Domantas Sabonis,Malik Monk,2
1827,Malik Monk,De'Aaron Fox,3
1828,Terence Davis,Harrison Barnes,3
1829,Terence Davis,Domantas Sabonis,2
1830,Harrison Barnes,Domantas Sabonis,2
1831,Kevin Huerter,Domantas Sabonis,2
1832,Domantas Sabonis,Kevin Huerter,3
1833,Kevin Huerter,De'Aaron Fox,2
1834,Domantas Sabonis,Kevin Huerter,3
1835,Domantas Sabonis,Kevin Huerter,3
1836,Davion Mitchell,Malik Monk,3
1837,Kevin Huerter,Malik Monk,3
1838,Domantas Sabonis,Kevin Huerter,2
1839,Davion Mitchell,Keegan Murray,3
1840,Keegan Murray,Malik Monk,3
1841,De'Aaron Fox,Chimezie Metu,2
1842,Domantas Sabonis,Malik Monk,3
1843,Domantas Sabonis,De'Aaron Fox,3
1844,Kevin Huerter,Malik Monk,3
1845,Malik Monk,Kevin Huerter,3
1846,Kevin Huerter,Harrison Barnes,3
1847,Harrison Barnes,Keegan Murray,3
1848,Harrison Barnes,Domantas Sabonis,2
1849,Malik Monk,Domantas Sabonis,2
1850,Domantas Sabonis,Malik Monk,3
1851,Malik Monk,Kessler Edwards,2
1852,Chimezie Metu,Malik Monk,3
1853,Trey Lyles,Chimezie Metu,2
1854,De'Aaron Fox,Trey Lyles,3
1855,Domantas Sabonis,Davion Mitchell,2
1856,Malik Monk,Domantas Sabonis,2
1857,Domantas Sabonis,Keegan Murray,3
1858,Domantas Sabonis,De'Aaron Fox,3
1859,Domantas Sabonis,De'Aaron Fox,3
1860,De'Aaron Fox,Keegan Murray,3
1861,De'Aaron Fox,Kessler Edwards,3
1862,Malik Monk,Trey Lyles,3
1863,De'Aaron Fox,Kessler Edwards,3
1864,Malik Monk,Trey Lyles,2
1865,De'Aaron Fox,Trey Lyles,2
1866,Malik Monk,Domantas Sabonis,2
1867,Kessler Edwards,Malik Monk,3
1868,Domantas Sabonis,Keegan Murray,2
1869,De'Aaron Fox,Domantas Sabonis,2
1870,Harrison Barnes,Domantas Sabonis,2
1871,Keegan Murray,Domantas Sabonis,2
1872,Keegan Murray,Domantas Sabonis,2
1873,Domantas Sabonis,Keegan Murray,3
1874,Domantas Sabonis,Terence Davis,3
1875,Harrison Barnes,Keegan Murray,3
1876,Domantas Sabonis,Terence Davis,3
1877,Davion Mitchell,Terence Davis,3
1878,Malik Monk,Domantas Sabonis,2
1879,Chimezie Metu,Terence Davis,3
1880,De'Aaron Fox,Terence Davis,2
1881,Malik Monk,Davion Mitchell,3
1882,Malik Monk,Domantas Sabonis,2
