,GAME,FGM,FGA,FG%,FTM,FTA,FT%,3FGM,3FGA,3FG%,PTS,TEAM
3,4/4,41,80,51.2,23,26,88.5,13,36,36.1,118,Miami Heat
4,4/1,45,86,52.3,26,29,89.7,13,37,35.1,129,Miami Heat
5,3/29,35,79,44.3,9,14,64.3,13,39,33.3,92,Miami Heat
6,3/28,32,80,40.0,18,19,94.7,10,33,30.3,92,Miami Heat
7,3/25,38,80,47.5,12,14,85.7,12,30,40.0,100,Miami Heat
8,3/22,45,79,57.0,21,26,80.8,16,28,57.1,127,Miami Heat
9,3/19,38,79,48.1,23,25,92.0,13,39,33.3,112,Miami Heat
10,3/18,35,82,42.7,19,24,79.2,10,37,27.0,99,Miami Heat
11,3/15,49,82,59.8,27,33,81.8,13,29,44.8,138,Miami Heat
12,3/13,37,79,46.8,31,36,86.1,14,34,41.2,119,Miami Heat
13,3/11,42,94,44.7,19,20,95.0,11,37,29.7,114,Miami Heat
14,3/10,42,82,51.2,21,23,91.3,14,29,48.3,119,Miami Heat
15,3/8,35,70,50.0,22,29,75.9,8,29,27.6,100,Miami Heat
16,3/6,41,77,53.2,32,37,86.5,16,29,55.2,130,Miami Heat
17,3/4,42,83,50.6,20,23,87.0,13,35,37.1,117,Miami Heat
18,3/3,39,81,48.1,30,32,93.8,12,25,48.0,120,Miami Heat
19,3/1,34,78,43.6,21,23,91.3,7,29,24.1,96,Miami Heat
20,2/27,35,81,43.2,16,22,72.7,15,37,40.5,101,Miami Heat
21,2/25,32,80,40.0,28,34,82.4,11,36,30.6,103,Miami Heat
22,2/24,36,92,39.1,18,25,72.0,9,40,22.5,99,Miami Heat
23,2/15,38,83,45.8,21,29,72.4,8,28,28.6,105,Miami Heat
24,2/13,39,89,43.8,18,20,90.0,12,35,34.3,108,Miami Heat
25,2/11,37,85,43.5,21,23,91.3,12,39,30.8,107,Miami Heat
26,2/10,32,77,41.6,21,22,95.5,12,38,31.6,97,Miami Heat
27,2/8,37,79,46.8,36,39,92.3,6,19,31.6,116,Miami Heat
28,2/4,45,101,44.6,17,21,81.0,8,31,25.8,115,Miami Heat
29,2/2,39,87,44.8,13,16,81.3,13,36,36.1,104,Miami Heat
30,1/31,34,78,43.6,18,25,72.0,14,31,45.2,100,Miami Heat
31,1/29,45,93,48.4,17,23,73.9,10,31,32.3,117,Miami Heat
32,1/27,39,85,45.9,22,26,84.6,10,33,30.3,110,Miami Heat
33,1/24,34,94,36.2,18,23,78.3,12,33,36.4,98,Miami Heat
34,1/22,35,80,43.8,22,27,81.5,8,34,23.5,100,Miami Heat
35,1/20,33,69,47.8,20,27,74.1,4,20,20.0,90,Miami Heat
36,1/18,50,94,53.2,12,16,75.0,12,35,34.3,124,Miami Heat
37,1/16,43,89,48.3,19,20,95.0,8,31,25.8,113,Miami Heat
38,1/14,45,87,51.7,10,12,83.3,11,22,50.0,111,Miami Heat
39,1/12,42,95,44.2,15,16,93.8,9,34,26.5,108,Miami Heat
40,1/10,31,79,39.2,40,40,100.0,10,33,30.3,112,Miami Heat
41,1/8,38,92,41.3,12,17,70.6,13,35,37.1,101,Miami Heat
42,1/6,33,78,42.3,26,31,83.9,12,38,31.6,104,Miami Heat
43,1/4,43,95,45.3,15,21,71.4,8,29,27.6,109,Miami Heat
44,1/2,39,85,45.9,20,24,83.3,12,36,33.3,110,Miami Heat
45,12/31,45,89,50.6,23,30,76.7,13,39,33.3,126,Miami Heat
46,12/30,39,87,44.8,27,30,90.0,14,35,40.0,119,Miami Heat
47,12/28,44,92,47.8,13,16,81.3,11,35,31.4,112,Miami Heat
48,12/26,47,102,46.1,6,8,75.0,13,49,26.5,113,Miami Heat
49,12/23,41,95,43.2,13,14,92.9,13,33,39.4,108,Miami Heat
50,12/20,38,81,46.9,12,17,70.6,15,44,34.1,103,Miami Heat
51,12/17,42,82,51.2,16,23,69.6,11,30,36.7,111,Miami Heat
52,12/15,39,88,44.3,17,23,73.9,16,47,34.0,111,Miami Heat
53,12/14,37,86,43.0,12,15,80.0,24,56,42.9,110,Miami Heat
54,12/12,32,83,38.6,14,18,77.8,9,34,26.5,87,Miami Heat
55,12/10,39,81,48.1,20,28,71.4,13,34,38.2,111,Miami Heat
56,12/8,46,90,51.1,11,14,78.6,12,32,37.5,115,Miami Heat
57,12/6,33,77,42.9,20,26,76.9,10,32,31.3,96,Miami Heat
58,12/5,31,79,39.2,17,22,77.3,14,40,35.0,93,Miami Heat
59,12/2,48,101,47.5,13,18,72.2,11,35,31.4,120,Miami Heat
60,11/30,47,90,52.2,9,9,100.0,18,40,45.0,121,Miami Heat
61,11/27,40,82,48.8,17,19,89.5,9,33,27.3,106,Miami Heat
62,11/25,42,89,47.2,19,23,82.6,7,26,26.9,110,Miami Heat
63,11/23,39,93,41.9,19,22,86.4,16,41,39.0,113,Miami Heat
64,11/21,35,90,38.9,20,30,66.7,11,38,28.9,101,Miami Heat
65,11/20,31,80,38.8,19,22,86.4,6,31,19.4,87,Miami Heat
66,11/18,35,98,35.7,25,32,78.1,11,43,25.6,106,Miami Heat
67,11/16,36,66,54.5,19,22,86.4,13,35,37.1,104,Miami Heat
68,11/14,38,83,45.8,22,25,88.0,15,33,45.5,113,Miami Heat
69,11/12,49,93,52.7,18,21,85.7,16,41,39.0,132,Miami Heat
70,11/10,39,90,43.3,29,36,80.6,10,36,27.8,117,Miami Heat
71,11/7,40,84,47.6,13,15,86.7,14,39,35.9,107,Miami Heat
72,11/4,31,81,38.3,26,26,100.0,11,39,28.2,99,Miami Heat
73,11/2,44,89,49.4,11,13,84.6,11,34,32.4,110,Miami Heat
74,11/1,40,88,45.5,20,20,100.0,16,42,38.1,116,Miami Heat
75,10/29,38,89,42.7,26,31,83.9,11,28,39.3,113,Miami Heat
76,10/27,39,88,44.3,18,22,81.8,14,43,32.6,110,Miami Heat
77,10/26,44,87,50.6,16,19,84.2,15,38,39.5,119,Miami Heat
78,10/24,29,83,34.9,24,27,88.9,8,34,23.5,90,Miami Heat
79,10/22,38,76,50.0,25,27,92.6,11,30,36.7,112,Miami Heat
80,10/21,42,92,45.7,12,15,80.0,8,26,30.8,104,Miami Heat
81,10/19,37,80,46.3,22,28,78.6,12,28,42.9,108,Miami Heat
