PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,SEASON
Buddy Hield,SAC,26,6-4,214,Oklahoma,Bahamas,2016,1,6,82,1695,412,205,-1,3.6,11.0,24.3,58.7,11.7,2012
C.J. Williams,MIN,29,6-5,226,North Carolina State,USA,2012,0,0,15,39,8,12,-18,0.7,5.3,13.8,55.0,15.8,2012
CJ McCollum,POR,27,6-3,190,Lehigh,USA,2013,1,10,70,1468,282,207,7,2.5,8.7,24.8,55.3,13.3,2012
CJ Miles,MEM,32,6-6,220,No College,USA,2005,2,34,53,339,95,36,-2,1.4,9.0,17.3,50.4,6.1,2012
Caleb Swanigan,SAC,22,6-9,250,Purdue,USA,2017,1,26,21,43,64,11,-17,8.1,23.6,17.0,37.7,9.8,2012
Cam Reynolds,MIN,24,6-8,225,Tulane,USA,Undrafted,Undrafted,Undrafted,19,95,31,13,-5,1.4,10.2,14.1,58.0,7.3,2012
Cameron Payne,CLE,24,6-3,190,Murray State,USA,2015,1,14,40,250,72,106,-15,1.7,8.3,16.9,51.9,22.5,2012
Caris LeVert,BKN,24,6-7,204,Michigan,USA,2016,1,20,40,547,151,156,0,3.0,10.0,23.5,50.9,23.1,2012
Carmelo Anthony,HOU,35,6-8,240,Syracuse,USA,2003,1,3,10,134,54,5,-10,2.7,15.8,19.9,51.3,2.8,2012
Cedi Osman,CLE,24,6-8,215,None,Turkey,2015,2,31,76,991,357,195,-13,1.8,13.4,18.2,53.6,12.0,2012
Chandler Hutchison,CHI,23,6-7,197,Boise State,USA,2018,1,22,44,229,185,34,-6,3.3,16.7,12.1,50.7,5.5,2012
Chandler Parsons,MEM,30,6-10,230,Florida,USA,2011,2,38,25,187,70,43,-5,0.7,12.6,19.2,48.4,14.3,2012
Channing Frye,CLE,36,7-0,255,Arizona,USA,2005,1,8,36,129,52,20,-23,1.0,15.8,17.4,52.4,10.0,2012
Chasson Randle,WAS,26,6-2,185,Stanford,USA,2015,,,49,271,56,97,-6,1.3,6.2,16.0,55.5,18.2,2012
Cheick Diallo,NOP,22,6-9,220,Kansas,Mali,2016,2,33,64,387,332,33,-5,7.9,26.0,15.5,64.4,5.1,2012
Chimezie Metu,SAS,22,6-10,225,Southern California,USA,2018,2,49,29,51,36,13,-1,6.1,17.9,22.3,38.9,14.0,2012
Chris Boucher,TOR,26,6-10,200,Oregon,Saint Lucia,Undrafted,Undrafted,Undrafted,28,93,56,2,-4,8.6,20.9,21.4,56.3,2.0,2012
Chris Chiozza,HOU,23,6-0,175,Florida,USA,Undrafted,Undrafted,Undrafted,7,6,4,4,-25,2.1,11.1,10.8,37.5,19.0,2012
Chris Paul,HOU,34,6-0,175,Wake Forest,USA,2005,1,4,58,906,265,473,8,1.9,12.3,22.0,56.0,38.2,2012
Christian Wood,NOP,23,6-10,214,UNLV,USA,Undrafted,Undrafted,Undrafted,21,172,83,8,-9,6.1,23.1,24.7,60.7,5.1,2012
Clint Capela,HOU,25,6-10,240,None,Switzerland,2014,1,25,67,1114,848,96,5,13.0,24.1,18.0,65.8,7.0,2012
Cody Zeller,CHA,26,7-0,240,Indiana,USA,2013,1,4,49,497,333,102,1,8.4,17.1,15.9,61.1,11.4,2012
Collin Sexton,CLE,20,6-2,190,Alabama,USA,2018,1,8,82,1371,236,243,-13,2.1,7.2,24.7,52.0,15.4,2012
Corey Brewer,SAC,33,6-9,186,Florida,USA,2007,1,7,31,151,76,39,0,4.5,9.8,13.0,53.2,10.7,2012
Cory Joseph,IND,27,6-3,193,Texas,Canada,2011,1,29,82,537,279,321,5,1.9,11.1,13.4,47.4,20.8,2012
Courtney Lee,DAL,33,6-5,215,Western Kentucky,USA,2008,1,22,34,136,54,37,-6,1.9,10.5,15.0,49.2,13.0,2012
Cristiano Felicio,CHI,26,6-10,265,None,Brazil,Undrafted,Undrafted,Undrafted,60,240,218,37,-8,10.1,18.7,13.8,56.8,7.0,2012
D'Angelo Russell,BKN,23,6-5,198,Ohio State,USA,2015,1,2,81,1712,315,563,0,2.0,9.9,31.1,53.3,39.2,2012
D.J. Augustin,ORL,31,6-0,183,Texas-Austin,USA,2008,1,9,81,948,203,426,3,1.8,7.1,16.9,61.6,25.8,2012
D.J. Wilson,MIL,23,6-10,231,Michigan,USA,2017,1,17,48,280,222,52,5,4.7,17.4,14.1,51.5,8.0,2012
DJ Stephens,MEM,28,6-5,188,Memphis,USA,Undrafted,Undrafted,Undrafted,1,2,0,0,-23,0.0,0.0,13.0,50.0,0.0,2012
Dairis Bertans,NOP,29,6-4,200,None,Latvia,Undrafted,Undrafted,Undrafted,12,34,9,10,-15,1.1,3.6,12.0,36.2,7.8,2012
Damian Jones,GSW,24,7-0,245,Vanderbilt,USA,2016,1,30,24,130,75,28,3,8.6,9.9,11.3,72.0,8.4,2012
Damian Lillard,POR,28,6-3,195,Weber State,USA,2012,1,6,80,2067,371,551,8,2.3,10.0,28.1,58.8,29.9,2012
Damion Lee,GSW,26,6-6,210,Drexel,USA,Undrafted,Undrafted,Undrafted,32,158,64,13,-6,2.0,13.4,16.4,57.8,5.1,2012
Damyean Dotson,NYK,25,6-6,210,Houston,USA,2017,2,44,73,779,262,135,-8,1.6,10.8,16.9,52.6,10.4,2012
Daniel Hamilton,ATL,23,6-7,195,UCONN,USA,2016,2,56,19,57,47,22,-5,4.3,16.1,15.3,45.5,15.7,2012
Daniel Theis,BOS,27,6-8,243,None,Germany,Undrafted,Undrafted,Undrafted,66,374,225,68,7,8.8,14.5,15.0,62.4,10.8,2012
Danilo Gallinari,LAC,30,6-10,225,None,Italy,2008,1,6,68,1346,417,178,2,2.7,17.1,23.7,63.3,13.4,2012
Danny Green,TOR,32,6-6,215,North Carolina,USA,2009,2,46,80,821,317,126,13,2.8,10.7,13.9,63.2,7.3,2012
Dante Cunningham,SAS,32,6-8,230,Villanova,USA,2009,2,33,64,194,188,50,-8,4.9,14.8,8.6,58.5,7.2,2012
Dante Exum,UTA,23,6-6,190,None,Australia,2014,1,5,42,288,68,110,3,2.4,7.7,20.7,51.6,25.1,2012
Danuel House Jr.,HOU,26,6-7,220,Texas A&M,USA,Undrafted,Undrafted,Undrafted,39,366,140,40,9,2.5,11.2,13.7,64.6,5.8,2012
Dario Saric,MIN,25,6-10,223,None,Croatia,2014,1,12,81,858,457,127,-2,5.8,15.3,17.2,56.3,8.9,2012
Darius Miller,NOP,29,6-8,225,Kentucky,USA,2012,2,46,69,567,128,146,0,0.7,5.9,13.1,55.0,10.7,2012
Darren Collison,IND,31,6-0,175,UCLA,USA,2009,1,21,76,853,232,459,2,1.7,8.9,17.6,57.4,30.2,2012
Daryl Macon,DAL,23,6-3,185,Arkansas,USA,2018,,,8,29,12,7,-2,1.9,9.9,16.7,48.2,12.3,2012
David Nwaba,CLE,26,6-4,219,Cal Poly,USA,Undrafted,Undrafted,Undrafted,51,334,163,54,-4,3.9,12.8,14.1,55.8,7.7,2012
Davis Bertans,SAS,26,6-10,225,None,Latvia,2011,2,42,76,606,264,100,8,1.5,13.9,13.5,63.2,7.9,2012
Davon Reed,IND,24,6-5,208,Miami,USA,2017,2,32,10,12,6,3,19,3.3,7.3,10.4,50.0,6.8,2012
De'Aaron Fox,SAC,21,6-3,175,Kentucky,USA,2017,1,5,81,1399,304,590,1,1.5,9.5,23.8,54.4,32.2,2012
De'Anthony Melton,PHX,21,6-4,200,Southern California,USA,2018,2,46,50,250,134,159,-8,2.5,11.4,14.7,46.6,21.4,2012
DeAndre Jordan,NYK,30,6-11,265,Texas A&M,USA,2008,2,35,69,758,902,156,-5,10.5,31.5,14.8,67.4,11.9,2012
DeAndre' Bembry,ATL,24,6-6,210,St. Joseph's (PA),USA,2016,1,21,82,687,358,202,-5,2.6,14.8,16.8,50.8,15.0,2012
DeMar DeRozan,SAS,29,6-7,220,Southern California,USA,2009,1,9,77,1635,462,475,0,2.0,14.7,27.7,54.2,27.7,2012
DeMarcus Cousins,GSW,28,6-11,270,Kentucky,USA,2010,1,5,30,488,247,107,5,5.9,23.2,28.1,56.2,20.6,2012
DeMarre Carroll,BKN,32,6-8,215,Missouri,USA,2009,1,27,67,744,349,85,2,3.7,15.1,18.1,54.6,7.5,2012
DeVaughn Akoon-Purcell,DEN,26,6-6,200,Illinois State,Trinidad and Tobago,2016,,,7,7,4,6,4,4.3,15.0,22.8,32.2,37.5,2012
Deandre Ayton,PHX,20,7-1,250,Arizona,Bahamas,2018,1,1,71,1159,729,125,-8,10.1,24.0,21.0,60.8,9.4,2012
Delon Wright,MEM,27,6-5,183,Utah,USA,2015,1,20,75,653,266,248,0,3.7,11.3,17.2,52.3,21.7,2012
Demetrius Jackson,PHI,24,6-1,201,Notre Dame,USA,2016,2,45,6,22,3,5,-15,4.5,2.4,18.2,65.6,18.5,2012
Deng Adel,CLE,22,6-7,200,Louisville,South Sudan,2018,,,19,32,19,5,-10,1.4,8.9,9.7,42.4,3.8,2012
Dennis Schroder,OKC,25,6-1,172,None,Germany,2013,1,17,79,1224,284,323,4,1.5,10.2,23.8,50.8,20.9,2012
Dennis Smith Jr.,NYK,21,6-3,195,North Carolina State,USA,2017,1,9,53,722,155,252,-5,2.0,7.5,24.2,50.2,27.8,2012
Deonte Burton,OKC,25,6-5,245,Iowa State,USA,Undrafted,Undrafted,Undrafted,32,82,28,9,4,1.4,9.0,15.9,47.0,5.7,2012
Derrick Favors,UTA,27,6-10,265,Georgia Tech,USA,2010,1,3,76,897,560,89,5,11.5,18.8,18.8,62.4,7.9,2012
Derrick Jones Jr.,MIA,22,6-7,200,UNLV,USA,Undrafted,Undrafted,Undrafted,60,422,240,37,-1,7.6,11.9,15.1,55.9,4.9,2012
Derrick Rose,MIN,30,6-3,200,Memphis,USA,2008,1,1,51,917,140,220,1,2.2,7.0,26.1,55.7,24.4,2012
Derrick White,SAS,24,6-4,190,Colorado,USA,2017,1,29,67,663,247,263,5,2.2,11.6,17.8,55.5,20.6,2012
Devin Booker,PHX,22,6-6,210,Kentucky,USA,2015,1,13,64,1700,265,433,-7,1.7,9.9,32.0,58.4,32.7,2012
Devin Harris,DAL,36,6-3,185,Wisconsin,USA,2004,1,5,68,428,112,122,-4,1.0,9.0,18.0,52.7,17.2,2012
Devin Robinson,WAS,24,6-8,200,Florida,USA,2017,,,7,47,20,6,-2,5.8,14.3,17.6,61.6,9.5,2012
Devonte' Graham,CHA,24,6-2,185,Kansas,USA,2018,2,34,46,217,63,121,-7,1.3,7.8,16.6,45.9,26.6,2012
Dewayne Dedmon,ATL,29,7-0,245,Southern California,USA,Undrafted,Undrafted,Undrafted,64,693,480,90,-4,6.3,22.9,16.6,60.2,7.9,2012
Deyonta Davis,ATL,22,6-11,237,Michigan State,USA,2016,2,31,9,36,36,5,-10,6.3,19.3,9.9,68.2,6.3,2012
Dillon Brooks,MEM,23,6-6,220,Oregon,Canada,2017,2,45,18,135,31,16,-2,2.8,7.6,20.7,49.9,7.9,2012
Dion Waiters,MIA,27,6-4,215,Syracuse,USA,2012,1,4,44,527,116,121,-2,0.6,9.4,21.3,53.0,16.4,2012
Dirk Nowitzki,DAL,41,7-0,245,None,Germany,1998,1,9,51,373,158,35,-5,0.6,18.0,21.7,46.9,6.8,2012
Domantas Sabonis,IND,23,6-11,240,Gonzaga,Lithuania,2016,1,11,74,1043,690,212,5,9.9,26.9,22.6,63.0,18.0,2012
Donatas Motiejunas,SAS,28,7-0,220,None,Lithuania,2011,1,20,3,6,3,1,-62,15.4,7.7,32.3,43.6,20.0,2012
Donovan Mitchell,UTA,22,6-3,215,Louisville,USA,2017,1,13,77,1829,316,322,7,2.2,9.3,30.9,53.7,20.9,2012
Donte DiVincenzo,MIL,22,6-4,203,Villanova,USA,2018,1,17,27,131,65,31,13,3.6,9.9,14.5,50.7,10.2,2012
Donte Grantham,OKC,24,6-8,215,Clemson,USA,2018,,,3,0,0,0,-53,0.0,0.0,33.3,0.0,0.0,2012
Dorian Finney-Smith,DAL,26,6-8,220,Florida,USA,Undrafted,Undrafted,Undrafted,81,608,389,95,-2,6.4,11.9,13.5,53.0,7.0,2012
Doug McDermott,IND,27,6-8,225,Creighton,USA,2014,1,11,77,564,109,67,4,1.2,6.6,15.2,61.7,7.0,2012
Dragan Bender,PHX,21,7-1,225,None,Croatia,2016,1,4,46,230,183,56,-8,4.0,16.8,13.0,52.1,9.4,2012
Draymond Green,GSW,29,6-7,230,Michigan State,USA,2012,2,35,66,486,481,454,11,3.1,18.0,12.8,52.6,26.1,2012
Drew Eubanks,SAS,22,6-10,245,Oregon State,USA,Undrafted,Undrafted,Undrafted,23,41,34,7,-10,5.6,21.4,14.8,64.6,10.0,2012
Duncan Robinson,MIA,25,6-8,210,Michigan,USA,Undrafted,Undrafted,Undrafted,15,50,19,5,-11,1.1,9.1,13.4,51.4,4.5,2012
Dusty Hannahs,MEM,25,6-4,195,Arkansas,USA,2017,,,2,8,1,5,-18,0.0,3.6,22.2,31.1,35.7,2012
Dwayne Bacon,CHA,23,6-7,221,Florida State,USA,2017,2,40,43,316,89,47,-2,1.0,10.5,16.7,57.0,9.2,2012
Dwight Howard,WAS,33,6-11,265,None,USA,2004,1,1,9,115,83,4,-9,10.0,25.8,19.3,63.8,2.6,2012
Dwight Powell,DAL,27,6-11,240,Stanford,Canada,2014,2,45,77,815,411,112,1,8.1,16.0,16.7,68.2,10.1,2012
Dwyane Wade,MIA,37,6-4,220,Marquette,USA,2003,1,5,72,1083,285,301,-2,3.3,10.6,26.9,51.0,26.4,2012
Dzanan Musa,BKN,20,6-9,208,None,Bosnia and Herzegovina,2018,1,29,9,19,5,2,11,1.9,10.5,25.0,41.5,8.3,2012
E'Twaun Moore,NOP,30,6-4,191,Purdue,USA,2011,2,55,53,633,127,102,0,2.3,5.8,17.0,56.7,9.3,2012
Ed Davis,BKN,30,6-10,225,North Carolina,USA,2010,1,13,81,472,694,61,4,13.5,30.7,12.5,63.2,6.4,2012
Edmond Sumner,IND,23,6-6,176,Xavier,USA,2017,2,52,23,66,24,10,-8,3.8,6.5,15.7,44.3,6.3,2012
Ekpe Udoh,UTA,32,6-10,245,Baylor,USA,2010,1,6,51,119,90,28,-8,9.0,18.9,12.8,69.8,13.1,2012
Elfrid Payton,NOP,25,6-4,185,Louisana-Lafayette,USA,2014,1,10,42,446,220,320,-2,3.7,12.9,17.7,50.2,31.8,2012
Elie Okobo,PHX,21,6-3,190,None,France,2018,2,31,53,304,98,127,-10,1.2,9.2,16.8,48.9,19.8,2012
Emanuel Terry,MIA,22,6-9,220,Lincoln Memorial,USA,Undrafted,Undrafted,Undrafted,3,10,7,2,6,14.3,23.5,18.3,57.1,12.5,2012
Emmanuel Mudiay,NYK,23,6-5,200,None,DRC,2015,1,7,59,873,196,228,-11,1.9,9.8,24.8,53.1,24.2,2012
Enes Freedom,POR,27,6-11,250,None,Turkey,2011,1,3,67,915,659,116,-6,13.8,24.5,21.9,59.4,12.0,2012
Eric Bledsoe,MIL,29,6-1,205,Kentucky,USA,2010,1,18,78,1241,362,430,11,3.5,10.8,22.5,57.7,26.0,2012
Eric Gordon,HOU,30,6-4,215,Indiana,USA,2008,1,7,68,1103,148,129,8,0.7,5.9,21.5,54.9,9.0,2012
Eric Moreland,TOR,27,6-10,238,Oregon State,USA,Undrafted,Undrafted,Undrafted,5,7,20,4,-22,10.8,34.8,11.7,50.0,15.4,2012
Ersan Ilyasova,MIL,32,6-10,235,None,Turkey,2005,2,36,67,453,302,52,10,7.1,15.1,15.1,54.8,5.6,2012
Evan Fournier,ORL,26,6-7,205,None,France,2012,1,20,81,1226,258,295,2,1.4,8.6,21.7,53.6,17.0,2012
Evan Turner,POR,30,6-7,220,Ohio State,USA,2010,1,2,73,494,328,283,1,2.2,16.7,15.8,50.4,24.2,2012
Frank Jackson,NOP,21,6-3,205,Duke,USA,2017,2,31,61,495,134,69,-5,1.9,8.5,17.8,51.7,8.0,2012
Frank Kaminsky,CHA,26,7-0,242,Wisconsin,USA,2015,1,9,47,405,163,63,1,4.8,16.4,21.6,58.7,12.9,2012
Frank Mason III,SAC,25,5-11,190,Kansas,USA,2017,2,34,38,195,43,84,-15,1.3,8.3,21.3,50.2,28.0,2012
Frank Ntilikina,NYK,20,6-6,200,None,France,2017,1,8,43,246,87,121,-9,1.2,8.0,16.3,41.7,19.5,2012
Fred VanVleet,TOR,25,6-0,195,Wichita State,USA,Undrafted,Undrafted,Undrafted,64,701,167,307,8,1.2,7.8,17.7,53.9,24.3,2012
Furkan Korkmaz,PHI,21,6-7,190,None,Turkey,2016,1,26,48,279,107,52,4,2.3,13.0,17.4,52.8,10.7,2012
Garrett Temple,LAC,33,6-6,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,75,586,216,106,-2,1.4,9.2,13.1,54.3,7.5,2012
Gary Clark,HOU,24,6-8,225,Cincinnati,USA,Undrafted,Undrafted,Undrafted,51,148,116,18,2,3.5,14.4,10.6,48.0,4.0,2012
Gary Harris,DEN,24,6-4,210,Michigan State,USA,2014,1,19,57,737,160,127,6,2.4,7.0,19.5,52.6,11.0,2012
Gary Payton II,WAS,26,6-3,190,Oregon State,USA,Undrafted,Undrafted,Undrafted,3,11,2,4,26,6.7,5.0,21.4,68.8,33.3,2012
Gary Trent Jr.,POR,20,6-6,205,Duke,USA,2018,2,37,15,40,11,5,-5,1.0,8.0,21.3,37.7,5.7,2012
George Hill,MIL,33,6-3,188,Indiana-Purdue Indianapolis,USA,2008,1,26,60,458,148,135,6,2.8,7.5,14.7,55.4,14.6,2012
George King,PHX,25,6-6,220,Colorado,USA,2018,2,59,1,0,1,0,-75,0.0,25.0,0.0,0.0,0.0,2012
Georges Niang,UTA,26,6-8,230,Iowa State,USA,2016,2,50,59,235,87,35,-8,2.2,13.5,17.0,61.3,10.7,2012
Gerald Green,HOU,33,6-7,205,No College,USA,2005,1,18,73,675,182,40,5,1.9,10.0,19.0,55.5,4.1,2012
Giannis Antetokounmpo,MIL,24,6-11,242,None,Greece,2013,1,15,72,1994,898,424,13,6.6,27.3,31.4,64.4,29.4,2012
Glenn Robinson III,DET,25,6-6,222,Michigan,USA,2014,2,40,47,198,71,21,-1,2.6,8.9,14.6,51.1,5.3,2012
Goran Dragic,MIA,33,6-3,190,None,Slovenia,2008,2,45,36,494,111,174,1,1.9,8.7,22.4,51.7,25.9,2012
Gordon Hayward,BOS,29,6-8,225,Butler,USA,2010,1,9,72,825,322,244,5,2.6,14.1,18.3,57.5,18.5,2012
Gorgui Dieng,MIN,29,6-11,252,Louisville,Senegal,2013,1,21,76,485,311,72,-4,7.2,22.5,19.4,57.2,10.6,2012
Grayson Allen,UTA,23,6-5,198,Duke,USA,2018,1,21,38,211,23,25,-14,0.7,4.7,23.8,51.6,10.2,2012
Greg Monroe,PHI,29,6-11,265,Georgetown,USA,2010,1,7,43,230,172,24,-7,11.9,21.8,21.1,52.1,7.9,2012
Guerschon Yabusele,BOS,23,6-8,260,None,France,2016,1,16,41,94,53,15,-4,8.4,10.4,16.8,54.2,8.8,2012
Hamidou Diallo,OKC,20,6-5,198,Kentucky,USA,2018,2,45,51,190,97,17,-7,6.5,11.0,16.0,49.7,4.4,2012
Harrison Barnes,SAC,27,6-8,225,North Carolina,USA,2012,1,7,77,1265,361,115,-2,2.1,11.1,20.2,55.0,6.9,2012
Harry Giles III,SAC,21,6-10,240,Duke,USA,2017,1,20,58,408,222,85,-5,7.6,17.1,22.7,52.6,15.5,2012
Hassan Whiteside,MIA,30,7-0,265,Marshall,USA,2010,2,33,72,887,817,56,1,13.9,30.5,21.5,56.4,5.4,2012
