PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,SEASON
Robin Lopez,NOH,25,7-0,255,Stanford,USA,2008,1,15,82,929,462,64,-3,11.1,12.0,19.6,57.3,5.1,2013
Rodney Stuckey,DET,27,6-5,205,Eastern Washington,USA,2007,1,15,76,876,212,270,-7,2.0,8.3,20.6,50.5,20.8,2013
Rodrigue Beaubois,DAL,25,6-2,185,None,France,2009,1,25,45,181,57,84,3,1.6,8.5,17.8,47.0,23.7,2013
Roger Mason Jr.,NOH,32,6-5,205,Virginia,USA,2002,2,30,69,369,132,74,-2,1.0,10.7,13.7,57.0,9.1,2013
Ronnie Brewer,OKC,28,6-7,225,Arkansas,USA,2006,1,14,60,179,140,50,0,4.8,12.1,12.4,41.6,8.7,2013
Ronnie Price,POR,30,6-2,190,Utah Valley,USA,Undrafted,Undrafted,Undrafted,39,105,44,73,-5,2.7,6.5,14.8,40.2,23.2,2013
Ronny Turiaf,LAC,30,6-10,249,Gonzaga,France,2005,2,37,65,121,152,35,2,6.7,14.3,9.7,48.5,7.4,2013
Roy Hibbert,IND,26,7-2,280,Georgetown,USA,2008,1,17,79,937,656,113,9,13.3,15.1,22.3,48.9,8.3,2013
Royal Ivey,PHI,31,6-4,200,Texas-Austin,USA,2004,2,37,53,170,57,32,-5,2.3,6.1,10.9,56.3,7.3,2013
Rudy Gay,TOR,26,6-8,230,Connecticut,USA,2006,1,8,75,1366,461,202,4,3.8,14.2,26.4,49.4,13.4,2013
Russell Westbrook,OKC,24,6-3,187,UCLA,USA,2008,1,4,82,1903,428,607,11,4.3,10.4,32.2,53.2,37.2,2013
Ryan Anderson,NOH,25,6-10,240,California,USA,2008,1,21,81,1309,519,97,-5,7.7,14.4,23.7,54.8,7.1,2013
Ryan Hollins,LAC,28,7-0,240,UCLA,USA,2006,2,50,60,206,139,11,4,8.1,12.8,13.3,67.4,2.7,2013
Sam Young,IND,28,6-6,225,Pittsburgh,USA,2009,2,36,56,155,123,42,-6,3.7,12.7,12.9,46.4,10.7,2013
Samardo Samuels,CLE,24,6-9,260,Louisville,Jamaica,Undrafted,Undrafted,Undrafted,18,58,28,8,-6,4.6,10.7,17.2,41.1,6.9,2013
Samuel Dalembert,MIL,33,6-11,250,Seton Hall,Haiti,2001,1,26,47,313,276,21,-7,12.3,23.8,18.0,56.5,4.4,2013
Sasha Pavlovic,POR,29,6-7,235,None,Montenegro,2003,1,19,39,103,56,32,-2,1.3,10.0,11.3,42.3,9.3,2013
Scott Machado,GSW,23,6-1,205,Iona,USA,Undrafted,Undrafted,Undrafted,6,8,1,6,-21,0.0,5.0,28.8,58.1,60.0,2013
Sebastian Telfair,TOR,28,6-0,170,None,USA,2004,1,13,59,331,84,153,-1,1.3,7.3,18.3,48.8,25.2,2013
Serge Ibaka,OKC,23,6-10,235,None,Democratic Republic of the Congo,2008,1,24,80,1055,617,43,11,10.0,14.7,17.8,61.2,2.8,2013
Shane Battier,MIA,34,6-8,225,Duke,USA,2001,1,6,72,472,165,72,10,2.4,7.1,10.9,62.3,5.8,2013
Shannon Brown,PHX,27,6-4,210,Michigan State,USA,2006,1,25,59,617,149,108,-7,3.1,7.8,21.7,49.3,12.7,2013
Shaun Livingston,CLE,27,6-7,175,None,USA,2004,1,4,66,417,158,215,-4,2.1,9.1,14.2,53.6,22.9,2013
Shavlik Randolph,BOS,29,6-10,236,Duke,USA,Undrafted,Undrafted,Undrafted,16,67,70,4,3,15.1,22.0,15.8,55.9,2.8,2013
Shawn Marion,DAL,35,6-7,228,UNLV,USA,1999,1,9,67,812,525,163,-4,7.5,18.5,18.5,55.3,12.9,2013
Shelvin Mack,ATL,23,6-3,207,Butler,USA,2011,2,34,31,143,40,68,-5,0.8,8.8,18.3,53.7,26.5,2013
Solomon Jones,NYK,28,6-10,245,South Florida,USA,2006,2,33,2,0,3,0,4,3.7,8.0,7.3,0.0,0.0,2013
Spencer Hawes,PHI,25,7-1,245,Washington,USA,2007,1,10,82,905,590,183,-4,7.5,18.7,20.4,51.4,13.4,2013
Stephen Curry,GSW,25,6-3,185,Davidson,USA,2009,1,7,78,1786,314,539,2,2.0,8.3,25.7,58.9,29.8,2013
Stephen Jackson,SAS,35,6-8,220,Butler C.C. (KS),USA,1997,2,42,55,341,155,80,5,2.2,12.2,18.3,47.3,11.0,2013
Steve Blake,LAL,33,6-3,172,Maryland,USA,2003,2,38,45,327,132,173,2,1.8,9.0,13.0,57.3,22.7,2013
Steve Nash,LAL,39,6-3,178,Santa Clara,Canada,1996,1,15,50,636,142,333,0,1.6,7.0,17.1,60.5,31.0,2013
Steve Novak,NYK,30,6-10,235,Marquette,USA,2006,2,32,81,535,152,35,6,1.1,8.9,12.6,60.2,3.2,2013
Taj Gibson,CHI,28,6-9,225,Southern California,USA,2009,1,26,65,517,345,61,5,8.6,15.2,17.7,51.8,7.1,2013
Tayshaun Prince,MEM,33,6-9,215,Kentucky,USA,2002,1,23,82,852,364,196,2,2.9,11.3,17.0,48.6,12.2,2013
Terrel Harris,NOH,25,6-4,190,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,20,15,26,9,0,3.2,16.9,16.4,23.9,10.7,2013
Terrence Jones,HOU,21,6-9,252,Kentucky,USA,2012,1,18,19,104,65,15,-3,9.2,13.3,17.3,51.2,9.0,2013
Terrence Ross,TOR,22,6-6,195,Washington,USA,2012,1,8,73,467,144,53,-3,2.8,9.3,19.1,49.1,7.3,2013
Terrence Williams,BOS,26,6-6,220,Louisville,USA,2009,1,11,24,110,44,38,-1,1.3,12.2,18.2,51.8,19.0,2013
Thabo Sefolosha,OKC,29,6-7,215,None,Switzerland,2006,1,13,81,613,317,125,12,2.9,10.8,11.2,61.7,8.0,2013
Thaddeus Young,PHI,25,6-8,235,Georgia Tech,USA,2007,1,12,76,1127,571,125,0,7.0,15.1,19.7,54.1,7.8,2013
Thomas Robinson,HOU,22,6-10,237,Kansas,USA,2012,1,5,70,333,315,46,-7,11.1,18.8,18.7,45.1,7.3,2013
Tiago Splitter,SAS,28,6-11,240,None,Brazil,2007,1,28,81,838,515,130,10,8.1,17.8,17.9,60.9,9.9,2013
Tim Duncan,SAS,37,6-11,255,Wake Forest,US Virgin Islands,1997,1,1,69,1227,686,184,10,6.7,25.8,27.6,55.4,15.1,2013
Tim Ohlbrecht,HOU,24,6-11,255,None,Germany,Undrafted,Undrafted,Undrafted,3,3,1,1,-30,0.0,9.1,25.9,43.6,25.0,2013
Timofey Mozgov,DEN,26,7-1,250,None,Russia,Undrafted,Undrafted,Undrafted,41,108,107,9,-10,13.1,14.1,14.1,54.9,3.9,2013
Tobias Harris,ORL,20,6-8,226,Tennessee,USA,2011,1,19,55,603,287,69,-7,5.3,17.0,21.6,52.7,8.7,2013
Toney Douglas,SAC,27,6-2,185,Florida State,USA,2009,1,29,71,534,138,151,4,2.6,8.1,19.1,53.1,17.6,2013
Tony Allen,MEM,31,6-4,213,Oklahoma State,USA,2004,1,25,79,705,363,98,7,5.9,12.2,17.7,48.9,7.6,2013
Tony Parker,SAS,31,6-2,185,None,France,2001,1,28,66,1341,198,499,10,0.9,8.1,27.6,58.8,39.6,2013
Tony Wroten,MEM,20,6-6,208,Washington,USA,2012,1,25,35,91,28,43,-9,4.6,5.6,20.4,46.1,26.2,2013
Tornike Shengelia,BKN,21,6-9,240,None,Georgia,2012,2,54,19,30,23,3,4,9.0,16.5,17.9,49.9,5.0,2013
Travis Outlaw,SAC,28,6-9,207,None,USA,2003,1,23,38,200,61,21,-3,3.6,9.5,21.6,50.0,7.9,2013
Trevor Ariza,WAS,28,6-8,210,UCLA,USA,2004,2,43,56,530,266,113,-1,2.9,14.7,17.4,53.8,13.2,2013
Trevor Booker,WAS,25,6-8,240,Clemson,USA,2010,1,23,48,256,239,40,-9,10.5,16.3,14.3,50.9,7.9,2013
Tristan Thompson,CLE,22,6-9,227,Texas-Austin,Canada,2011,1,4,82,957,773,108,-5,11.4,19.6,18.1,51.6,6.9,2013
Troy Murphy,DAL,33,6-11,245,Notre Dame,USA,2001,1,14,14,65,49,7,-4,2.7,15.8,13.1,49.4,4.5,2013
Ty Lawson,DEN,25,5-11,195,North Carolina,USA,2009,1,18,73,1216,198,501,5,1.4,6.3,21.9,54.9,29.5,2013
Tyler Hansbrough,IND,27,6-9,250,North Carolina,USA,2009,1,13,81,568,373,36,-1,11.0,15.0,19.8,52.7,5.0,2013
Tyler Honeycutt,SAC,22,6-8,188,UCLA,USA,2011,2,35,9,8,10,2,-14,7.5,22.6,20.5,33.7,11.1,2013
Tyler Zeller,CLE,23,7-0,250,North Carolina,USA,2012,1,17,77,610,438,96,-6,7.4,14.5,15.7,48.6,7.5,2013
Tyreke Evans,SAC,23,6-6,220,Memphis,USA,2009,1,4,65,987,287,229,-5,2.8,12.1,22.3,55.8,19.0,2013
Tyrus Thomas,CHA,26,6-10,225,Louisiana State,USA,2006,1,4,26,125,60,19,-11,4.3,12.2,20.6,41.8,9.4,2013
Tyshawn Taylor,BKN,23,6-3,185,Kansas,USA,2012,2,41,38,85,18,21,-15,1.0,7.8,24.9,43.0,18.1,2013
Tyson Chandler,NYK,30,7-1,240,None,USA,2001,1,2,66,689,703,62,6,12.6,21.7,12.6,67.1,4.4,2013
Udonis Haslem,MIA,33,6-8,235,Florida,USA,Undrafted,Undrafted,Undrafted,75,290,404,38,11,8.2,22.9,10.5,53.5,3.7,2013
Viacheslav Kravtsov,DET,25,6-11,247,None,Ukraine,Undrafted,Undrafted,Undrafted,25,77,45,9,-4,10.8,9.9,15.0,61.8,6.2,2013
Victor Claver,POR,24,6-9,224,None,Spain,2009,1,22,49,187,119,43,-6,3.9,11.9,13.7,46.2,7.9,2013
Vince Carter,DAL,36,6-6,220,North Carolina,USA,1998,1,5,81,1088,334,194,5,2.9,12.7,22.3,57.1,14.8,2013
Vladimir Radmanovic,CHI,32,6-10,235,None,Serbia,2001,1,12,25,33,28,8,-12,6.4,13.5,15.8,37.2,9.9,2013
Wayne Ellington,CLE,25,6-4,200,North Carolina,USA,2009,1,28,78,614,166,104,0,1.5,8.6,16.5,54.6,10.0,2013
Wesley Johnson,PHX,25,6-7,215,Syracuse,USA,2010,1,4,50,399,123,34,-12,2.1,10.7,20.6,48.5,6.1,2013
Wesley Matthews,POR,26,6-5,220,Marquette,USA,Undrafted,Undrafted,Undrafted,69,1022,191,174,-2,1.5,6.8,18.8,57.4,11.5,2013
Will Barton,POR,22,6-5,170,Memphis,USA,2012,2,40,73,295,145,58,-12,3.9,13.2,19.8,43.7,11.3,2013
Will Bynum,DET,30,6-0,185,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,65,636,97,231,-8,2.3,6.0,25.8,53.2,34.1,2013
Will Conroy,MIN,30,6-2,195,Washington,USA,Undrafted,Undrafted,Undrafted,4,1,1,0,-97,3.3,0.0,20.8,5.1,0.0,2013
Willie Green,LAC,31,6-3,201,Detroit,USA,2003,2,41,72,450,97,55,4,1.5,7.4,16.6,56.2,7.0,2013
Wilson Chandler,DEN,26,6-8,225,DePaul,USA,2007,1,23,43,560,218,58,9,4.3,15.1,22.4,55.6,8.2,2013
Xavier Henry,NOH,22,6-6,220,Kansas,USA,2010,1,12,50,194,90,13,-12,3.3,12.9,16.9,48.1,3.6,2013
Zach Randolph,MEM,31,6-9,260,Michigan State,USA,2001,1,19,76,1169,854,108,6,12.0,22.6,22.7,50.6,7.3,2013
Zaza Pachulia,ATL,29,6-11,275,None,Georgia,2003,2,42,52,306,336,79,-1,12.2,18.6,14.2,53.4,10.7,2013
