PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,SEASON
Evan Turner,PHI,24,6-7,220,Ohio State,USA,2010,1,2,82,1094,517,354,-4,1.9,16.2,20.9,47.8,19.2,2013
Fab Melo,BOS,23,7-0,255,Syracuse,Brazil,2012,1,22,6,7,3,0,-13,0.0,7.3,11.3,45.1,0.0,2013
Festus Ezeli,GSW,23,6-11,255,Vanderbilt,Nigeria,2012,1,30,78,191,313,22,-1,12.6,14.7,10.6,46.7,2.8,2013
Francisco Garcia,HOU,31,6-7,195,Louisville,Dominican Republic,2005,1,23,58,321,91,63,-2,0.8,8.0,14.6,51.9,9.5,2013
Garrett Temple,WAS,27,6-6,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,51,262,123,115,0,2.5,8.2,13.0,47.8,15.1,2013
Gary Neal,SAS,28,6-4,210,Towson,USA,Undrafted,Undrafted,Undrafted,68,645,143,129,4,0.9,8.5,21.1,51.2,13.7,2013
George Hill,IND,27,6-2,190,Indiana-Purdue Indianapolis,USA,2008,1,26,76,1076,284,355,9,1.8,8.7,18.4,55.8,22.0,2013
Gerald Green,IND,27,6-8,210,No College,USA,2005,1,18,60,421,141,50,-1,2.7,9.5,20.7,46.5,8.7,2013
Gerald Henderson,CHA,25,6-5,215,Duke,USA,2009,1,12,68,1055,250,177,-10,2.5,9.7,23.2,53.1,15.2,2013
Gerald Wallace,BKN,30,6-7,220,Alabama,USA,2001,1,25,69,531,319,181,4,3.4,12.4,14.3,49.0,13.1,2013
Glen Davis,ORL,27,6-9,289,Louisiana State,USA,2007,2,35,34,512,246,70,-1,5.3,18.2,25.5,48.3,11.5,2013
Goran Dragic,PHX,27,6-3,190,None,Slovenia,2008,2,45,77,1134,238,569,-5,2.3,7.3,21.3,54.0,34.4,2013
Gordon Hayward,UTA,23,6-8,210,Butler,USA,2010,1,9,72,1017,225,213,3,2.5,8.7,21.1,56.4,16.3,2013
Grant Hill,LAC,40,6-8,225,Duke,USA,1994,1,3,29,93,49,26,0,1.4,9.5,13.8,42.8,9.0,2013
Greg Monroe,DET,23,6-11,250,Georgetown,USA,2010,1,7,81,1298,777,281,-5,8.9,21.2,24.4,52.7,18.9,2013
Greg Smith,HOU,22,6-10,250,Fresno State,USA,Undrafted,Undrafted,Undrafted,70,421,321,25,6,9.9,18.0,14.4,63.6,3.6,2013
Greg Stiemsma,MIN,27,6-11,260,Wisconsin,USA,Undrafted,Undrafted,Undrafted,76,307,261,30,-3,5.0,17.6,13.6,49.8,4.0,2013
Greivis Vasquez,NOH,26,6-6,211,Maryland,Venezuela,2010,1,28,78,1083,337,704,-3,1.7,11.9,22.7,50.2,43.2,2013
Gustavo Ayon,MIL,28,6-10,250,None,Mexico,Undrafted,Undrafted,Undrafted,55,204,199,71,0,8.5,18.5,14.1,54.0,14.2,2013
Hakim Warrick,CHA,30,6-9,219,Syracuse,USA,2005,1,19,28,194,89,25,-12,4.2,14.1,21.5,47.6,9.1,2013
Hamed Haddadi,PHX,28,7-2,265,None,Iran,Undrafted,Undrafted,Undrafted,30,84,111,12,0,12.2,20.3,16.4,44.7,5.8,2013
Harrison Barnes,GSW,21,6-8,210,North Carolina,USA,2012,1,7,81,748,333,98,2,2.6,12.9,17.4,52.6,7.2,2013
Hasheem Thabeet,OKC,26,7-3,263,Connecticut,Tanzania,2009,1,2,66,160,195,11,10,10.0,15.6,9.8,61.9,2.1,2013
Hedo Turkoglu,ORL,34,6-10,220,None,Turkey,2000,1,16,11,32,26,23,-23,2.1,11.6,16.7,28.8,20.0,2013
Henry Sims,NOH,23,6-10,245,Georgetown,USA,Undrafted,Undrafted,Undrafted,2,4,2,0,21,33.3,0.0,36.4,66.7,0.0,2013
Ian Mahinmi,IND,26,6-11,230,None,France,2005,1,28,80,402,311,27,-5,8.6,15.1,17.2,49.7,3.8,2013
Iman Shumpert,NYK,23,6-5,220,Georgia Tech,USA,2011,1,17,45,305,136,75,1,3.2,11.3,15.5,51.6,12.0,2013
Isaiah Thomas,SAC,24,5-9,185,Washington,USA,2011,2,60,79,1100,161,316,-3,1.4,6.5,22.4,57.4,24.3,2013
Ish Smith,MIL,24,6-0,175,Wake Forest,USA,Undrafted,Undrafted,Undrafted,52,123,61,87,-4,2.1,9.1,16.8,37.9,25.6,2013
Ivan Johnson,ATL,29,6-8,255,California State-San Bernardino,USA,Undrafted,Undrafted,Undrafted,69,452,266,46,-1,7.5,18.7,20.7,54.6,7.9,2013
J.J. Barea,MIN,29,6-0,175,Northeastern,Puerto Rico,Undrafted,Undrafted,Undrafted,74,834,207,294,-2,1.9,10.4,24.2,51.0,30.1,2013
JJ Hickson,POR,24,6-9,242,North Carolina State,USA,2008,1,19,80,1018,828,88,-5,11.7,25.1,19.6,59.1,6.5,2013
JJ Redick,MIL,29,6-4,190,Duke,USA,2006,1,11,78,1100,171,296,-2,0.7,6.5,20.3,57.1,19.3,2013
JR Smith,NYK,27,6-6,220,No College,USA,2004,1,18,80,1446,425,218,6,2.4,14.2,26.0,52.2,14.7,2013
JaVale McGee,DEN,25,7-0,252,Nevada,USA,2008,1,18,79,717,381,24,3,11.3,14.1,20.6,58.9,2.7,2013
Jae Crowder,DAL,22,6-6,235,Marquette,USA,2012,2,34,78,392,187,94,0,2.6,11.2,14.6,49.1,10.3,2013
Jamaal Tinsley,UTA,35,6-3,197,Iowa State,USA,2001,1,27,66,229,115,290,1,1.5,8.2,13.3,46.7,35.4,2013
Jamal Crawford,LAC,33,6-5,200,Michigan,USA,2000,1,8,76,1255,128,193,8,1.0,4.7,25.2,55.8,14.8,2013
Jameer Nelson,ORL,31,6-0,190,St. Joseph's (PA),USA,2004,1,20,56,822,209,413,-5,1.2,9.6,22.3,49.8,32.6,2013
James Anderson,HOU,24,6-6,215,Oklahoma State,USA,2010,1,20,39,149,72,42,12,4.7,12.5,16.9,53.9,14.4,2013
